Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Trevor Moore,L.A,,,22,0:16:01,0.51,0.68,7.49,1.36,2.72,1.02,0.34,7.0,0:15:51,0.0,1.08,8.11,0.0,2.7,1.08,0.0,,,,,,,F,40,40,50,72,17,14,70,37,16,64,50,75,14,3,73,48,43.8,40.333333333333336,42.76,43.8,41.333333333333336,43.06
Jeffrey Viel,BOS,,,8,0:09:59,0.0,0.0,8.26,18.77,2.25,21.02,0.75,4.0,0:08:09,0.0,0.0,12.88,14.72,3.68,38.63,1.84,,,,,,,F,7,5,50,79,23,95,58,99,16,11,50,94,37,91,86,99,32.8,84.0,48.16,41.6,92.0,56.72
Zack MacEwen,N.J,,,3,0:06:19,0.0,0.0,12.63,18.95,3.16,0.0,0.0,2.0,0:05:54,0.0,0.0,10.17,25.42,0.0,0.0,0.0,,,,,,,F,7,5,50,96,12,95,79,8,16,11,50,86,14,97,3,17,34.0,60.66666666666666,42.0,35.4,39.0,36.48
Justin Danforth,BUF,,,4,0:11:42,0.0,0.0,2.56,3.84,5.13,2.56,21.79,,,,,,,,,,,,,,,,F,7,5,50,5,89,44,95,70,50,50,50,50,50,50,50,50,31.2,69.66666666666667,42.74,50.0,50.0,50.0
Zach Aston-Reese,CBJ,,,14,0:10:26,0.0,1.23,4.51,15.59,2.46,1.64,0.82,3.0,0:11:33,0.0,0.0,1.73,17.32,1.73,0.0,1.73,,,,,,,F,7,68,50,29,24,93,64,53,16,11,50,4,36,94,52,17,35.6,70.0,45.92,23.4,54.333333333333336,32.68
Kailer Yamamoto,UTA,,,15,0:11:53,0.67,0.67,3.37,2.36,1.01,1.35,1.68,5.0,0:11:19,0.0,1.06,0.0,3.18,0.0,0.0,2.12,15.0,0:01:29,0.0,,,,F,52,39,1,12,34,27,18,46,16,63,50,1,40,43,3,17,27.6,30.33333333333333,28.42,34.0,21.0,30.1
Nicolas Hague,NSH,,,14,0:19:58,0.21,0.43,2.36,5.15,1.93,1.29,0.0,7.0,0:20:10,0.42,0.42,3.82,4.25,0.42,0.0,0.0,,,,,,,D,57,33,50,21,50,79,5,47,76,39,50,56,50,74,1,14,42.2,43.66666666666666,42.64,54.2,29.666666666666668,46.84
Jonah Gadjovich,FLA,,,10,0:07:56,0.0,2.27,6.04,22.66,2.27,5.29,0.0,,,,,,,,,,,,,,,,F,7,93,50,53,12,97,59,91,50,50,50,50,50,50,50,50,43.0,82.33333333333333,54.8,50.0,50.0,50.0
Conor Timmins,BUF,,,22,0:19:40,0.0,0.69,2.63,2.22,6.93,1.39,0.0,7.0,0:19:20,0.0,0.44,1.77,3.55,7.53,0.0,0.0,,,,,,,D,19,53,50,28,50,40,90,50,26,40,50,14,50,67,90,14,40.0,60.0,46.0,36.0,57.0,42.3
Mario Ferraro,S.J,,,23,0:20:50,0.13,0.63,3.0,5.01,6.64,0.5,0.0,7.0,0:20:44,0.0,0.83,2.48,4.13,4.96,0.83,0.0,,,,,,,D,42,48,50,38,50,78,88,20,26,62,50,29,50,73,66,41,45.6,62.0,50.52,43.4,60.0,48.38
Cale Fleury,SEA,,,4,0:14:43,0.0,1.02,3.06,6.11,2.04,5.09,0.0,,,,,,,,,,,,,,,,D,19,73,50,39,50,85,6,95,50,50,50,50,50,50,50,50,46.2,62.0,50.94,50.0,50.0,50.0
Morgan Geekie,BOS,Trocheck Backcheck Paycheque,C;LW;RW,24,0:17:43,2.4,0.85,9.17,6.21,1.41,1.13,5.22,7.0,0:17:19,2.97,0.99,12.86,7.91,1.98,0.99,6.92,24.0,0:03:33,4.91,7.0,0:03:49,6.71,F,98,50,67,85,59,65,31,40,98,60,81,94,67,76,58,46,71.8,45.333333333333336,63.86,80.0,60.0,74.0
Michael Rasmussen,DET,,,19,0:11:39,0.54,0.81,4.34,5.15,3.79,1.08,18.43,5.0,0:12:20,0.97,0.97,2.92,6.8,2.92,0.0,8.75,,,,,,,F,42,47,50,26,87,57,87,39,72,59,50,15,72,71,77,17,50.4,61.0,53.58,53.6,55.0,54.02
Cody Glass,N.J,,,11,0:11:52,1.84,0.0,9.19,1.38,2.76,2.76,22.97,3.0,0:09:28,2.11,0.0,8.44,0.0,6.33,0.0,23.21,,,,,,,F,95,5,50,85,90,14,71,73,95,11,50,78,90,3,97,17,65.0,52.66666666666666,61.3,64.8,39.0,57.05999999999999
Mikey Anderson,L.A,,,23,0:19:34,0.13,0.53,1.6,3.6,4.53,0.53,0.0,7.0,0:19:19,0.0,0.89,1.33,3.55,3.99,0.89,0.0,,,,,,,D,42,40,50,7,50,63,59,21,26,65,50,8,50,67,50,43,37.8,47.66666666666666,40.76,39.8,53.333333333333336,43.86
Casey Mittelstadt,BOS,,,15,0:14:32,1.1,1.38,3.85,0.83,2.2,0.0,13.48,,,,,,,,,,15.0,0:01:38,0.0,,,,F,77,74,1,19,81,8,57,8,50,50,50,50,50,50,50,50,50.4,24.33333333333333,42.57999999999999,50.0,50.0,50.0
Urho Vaakanainen,NYR,,,15,0:14:43,0.0,0.82,2.99,1.63,2.99,2.72,0.0,3.0,0:13:52,0.0,1.44,2.88,1.44,4.32,2.88,0.0,,,,,,,D,19,62,50,37,50,28,22,78,26,84,50,37,50,31,56,80,43.6,42.66666666666666,43.32,49.4,55.66666666666666,51.28
Nico Hischier,N.J,Boats and Ahos,C,22,0:20:54,0.91,1.43,6.39,2.22,3.39,0.78,30.52,7.0,0:22:02,1.56,1.17,8.56,3.5,2.72,0.78,28.0,22.0,0:02:59,3.65,7.0,0:02:55,2.92,F,68,76,53,58,93,25,82,30,88,67,57,78,92,46,74,40,69.6,45.66666666666666,62.41999999999999,76.4,53.333333333333336,69.48
Jesper Boqvist,FLA,,,22,0:12:19,0.66,0.44,4.65,11.5,2.43,1.33,2.88,7.0,0:14:08,1.21,0.61,3.64,7.88,1.82,1.21,1.21,,,,,,,F,51,25,50,31,45,86,63,45,80,42,50,24,31,76,54,51,40.4,64.66666666666667,47.68,45.4,60.333333333333336,49.88
Eeli Tolvanen,SEA,,,22,0:15:05,0.54,1.44,5.6,10.3,3.61,1.08,0.0,7.0,0:14:34,1.18,1.18,7.64,9.99,4.11,2.35,0.0,22.0,0:02:11,6.22,7.0,0:02:21,7.29,F,42,76,78,46,12,83,85,39,79,67,83,72,14,83,89,70,50.8,69.0,56.25999999999999,63.0,80.66666666666667,68.3
Elias Pettersson,VAN,Sask Squatches,C;LW,23,0:20:28,0.89,1.66,4.97,3.19,5.74,0.51,30.59,7.0,0:21:42,1.58,1.97,5.92,2.76,3.95,0.79,33.97,23.0,0:03:51,5.4,7.0,0:03:59,8.59,F,67,83,72,36,93,37,97,22,88,87,86,55,94,38,88,41,70.2,52.0,64.74,82.0,55.66666666666666,74.1
Gabriel Vilardi,WPG,Bar Down Beauties,C;RW,21,0:18:48,1.22,1.22,7.75,1.06,1.22,0.91,1.67,7.0,0:19:02,1.35,0.0,6.75,1.35,0.9,0.9,0.45,21.0,0:03:14,5.29,7.0,0:02:55,5.85,F,82,68,71,74,34,11,25,34,84,11,77,64,21,19,26,43,65.8,23.33333333333333,53.06,51.4,29.33333333333333,44.78
Owen Tippett,PHI,Boats and Ahos,LW;RW,21,0:16:40,1.03,1.2,8.57,6.34,1.71,3.43,0.0,7.0,0:15:59,0.54,3.22,5.36,6.97,2.14,0.0,0.0,21.0,0:02:03,1.38,7.0,0:01:40,0.0,F,74,67,16,81,12,65,41,80,50,97,10,48,14,72,62,17,50.0,62.0,53.6,43.8,50.333333333333336,45.76
Nick Suzuki,MTL,Autodraft Anomalies,C,21,0:20:27,0.7,2.51,6.14,2.51,2.51,0.56,26.81,7.0,0:20:40,0.83,0.83,5.8,4.56,3.32,0.83,25.28,21.0,0:03:27,7.42,7.0,0:03:44,0.0,F,54,95,84,55,92,29,65,24,65,53,10,54,91,56,82,42,76.0,39.333333333333336,65.0,54.6,60.0,56.22
Robert Thomas,STL,Hughes your daddy,C,19,0:18:35,0.51,1.7,4.58,0.51,1.87,0.68,29.21,7.0,0:19:23,0.44,1.33,4.86,0.0,1.77,0.0,32.26,19.0,0:02:31,6.26,7.0,0:02:03,4.17,F,40,84,78,30,92,5,47,27,44,72,68,41,93,3,53,17,64.8,26.33333333333333,53.25999999999999,63.6,24.33333333333333,51.81999999999999
Jason Robertson,DAL,Dan's Dazzling Team,LW;RW,22,0:20:21,1.74,2.01,12.86,2.01,1.47,0.27,0.0,7.0,0:19:53,4.31,2.15,15.08,2.59,0.86,0.86,0.0,22.0,0:04:09,7.21,7.0,0:03:50,6.7,F,94,90,83,96,12,22,33,15,99,89,81,96,14,36,25,42,75.0,23.33333333333333,59.5,75.8,34.333333333333336,63.36
Morgan Frost,CGY,,,24,0:16:05,0.78,1.24,6.99,2.18,1.87,2.18,27.36,7.0,0:16:17,1.05,1.58,8.94,1.05,1.58,1.05,25.77,24.0,0:03:39,2.05,7.0,0:03:18,0.0,F,60,69,28,66,92,24,47,64,75,79,10,81,91,15,47,47,63.0,45.0,57.6,67.2,36.333333333333336,57.94
Henri Jokiharju,BOS,,,23,0:17:18,0.0,0.75,3.01,1.96,2.86,1.21,0.0,6.0,0:16:04,0.0,1.24,3.11,1.87,1.87,1.24,0.0,,,,,,,D,19,57,50,38,50,35,19,44,26,78,50,42,50,40,9,53,42.8,32.666666666666664,39.76,49.2,34.0,44.64
Miro Heiskanen,DAL,P Diddlers,D,22,0:25:51,0.32,1.69,5.27,0.42,4.01,0.63,0.0,7.0,0:26:43,0.0,2.24,4.49,0.0,3.85,0.64,0.0,22.0,0:03:44,5.1,7.0,0:03:36,4.76,D,75,93,70,82,50,6,47,24,26,95,67,67,50,4,47,35,74.0,25.666666666666668,59.5,61.0,28.666666666666668,51.3
Martin Necas,COL,robert's Fabulous Team,RW,22,0:21:06,1.68,1.94,5.94,2.84,1.03,2.07,0.9,7.0,0:21:01,1.63,2.45,5.71,2.45,1.63,2.45,0.41,22.0,0:04:49,3.96,7.0,0:04:50,3.54,F,93,88,57,52,25,33,18,62,89,92,62,52,20,34,49,72,63.0,37.66666666666666,55.39999999999999,63.0,51.66666666666666,59.6
Timothy Liljegren,S.J,,,17,0:20:23,0.0,0.69,1.9,2.94,6.23,1.73,0.0,4.0,0:19:56,0.0,0.0,1.5,1.5,6.02,1.5,0.0,17.0,0:01:05,0.0,,,,D,19,53,2,12,50,53,85,59,26,14,50,10,50,32,79,59,27.2,65.66666666666667,38.74,30.0,56.66666666666666,38.0
Dylan Samberg,WPG,,,5,0:22:38,0.0,0.0,3.71,2.65,6.36,0.0,0.0,5.0,0:22:38,0.0,0.0,3.71,2.65,6.36,0.0,0.0,,,,,,,D,19,6,50,55,50,48,86,6,26,14,50,54,50,54,82,14,36.0,46.66666666666666,39.2,38.8,50.0,42.16
P.O Joseph,VAN,,,9,0:12:13,0.0,0.55,4.91,1.64,3.82,1.09,0.0,,,,,,,,,,,,,,,,D,19,42,50,78,50,28,42,40,50,50,50,50,50,50,50,50,47.8,36.66666666666666,44.46,50.0,50.0,50.0
Josh Norris,BUF,,,1,0:18:51,0.0,0.0,12.73,3.18,0.0,0.0,12.73,,,,,,,,,,,,,,,,F,7,5,50,96,80,37,1,8,50,50,50,50,50,50,50,50,47.6,15.333333333333334,37.92,50.0,50.0,50.0
Ryan Poehling,ANA,,,16,0:12:32,0.3,1.5,3.29,2.09,3.89,1.2,23.93,1.0,0:14:31,0.0,0.0,0.0,0.0,4.13,0.0,28.9,,,,,,,F,24,78,50,11,90,23,88,42,16,11,50,1,92,3,89,17,50.6,51.0,50.72,34.0,36.333333333333336,34.7
Cale Makar,COL,The Epstein Islanders,D,22,0:25:34,0.96,2.13,6.61,1.39,4.26,1.07,0.0,7.0,0:25:49,1.0,1.99,7.64,1.0,3.98,1.33,0.0,22.0,0:04:53,3.91,7.0,0:04:29,0.0,D,99,97,58,93,50,23,53,40,98,92,8,92,50,22,50,55,79.4,38.66666666666666,67.17999999999999,68.0,42.333333333333336,60.3
Alexandre Texier,STL,,,8,0:10:15,0.0,0.73,5.12,6.58,0.73,1.46,0.73,,,,,,,,,,,,,,,,F,7,43,50,39,23,67,10,49,50,50,50,50,50,50,50,50,32.4,42.0,35.279999999999994,50.0,50.0,50.0
Filip Chytil,VAN,,,6,0:15:38,1.92,0.0,9.59,1.92,2.56,3.84,23.02,,,,,,,,,,,,,,,,F,96,5,50,87,90,21,66,84,50,50,50,50,50,50,50,50,65.6,57.0,63.02,50.0,50.0,50.0
Nick DeSimone,UTA,,,8,0:16:33,0.91,0.45,5.44,1.36,3.62,0.0,0.0,7.0,0:17:05,1.0,0.0,5.52,1.5,4.01,0.0,0.0,,,,,,,D,99,34,50,84,50,22,37,6,98,14,50,79,50,32,50,14,63.4,21.666666666666668,50.88,58.2,32.0,50.34
Alex Iafallo,WPG,,,21,0:15:10,0.75,0.75,6.59,3.39,2.63,1.13,1.13,7.0,0:13:51,1.24,0.62,6.8,1.86,3.09,1.24,0.62,21.0,0:02:23,4.79,,,,F,58,44,66,61,28,39,68,40,81,42,50,64,23,26,79,52,51.4,49.0,50.67999999999999,52.0,52.333333333333336,52.1
David Kampf,VAN,,,3,0:13:51,0.0,0.0,2.89,4.33,1.44,0.0,33.19,3.0,0:13:51,0.0,0.0,2.89,4.33,1.44,0.0,33.19,,,,,,,F,7,5,50,7,94,49,32,8,16,11,50,15,93,54,43,17,32.6,29.666666666666668,31.72,37.0,38.0,37.3
Neal Pionk,WPG,Sask Squatches,D;IR+,21,0:22:43,0.13,0.5,5.41,5.28,4.53,1.26,0.0,7.0,0:20:42,0.41,0.83,4.55,6.62,5.38,0.0,0.0,21.0,0:01:47,3.19,,,,D,42,38,48,84,50,80,59,46,75,62,50,68,50,88,72,14,52.4,61.66666666666666,55.18,61.0,58.0,60.1
Eetu Luostarinen,FLA,,,18,0:16:46,0.6,1.39,6.36,8.35,3.58,1.59,1.59,3.0,0:17:13,1.16,2.32,8.12,4.64,3.48,2.32,0.0,18.0,0:01:22,2.43,,,,F,47,75,34,58,33,76,84,52,78,91,50,75,14,57,84,70,49.4,70.66666666666667,55.78,61.6,70.33333333333333,64.22
Fabian Zetterlund,OTT,,,22,0:14:20,0.57,0.57,6.09,6.85,1.71,1.14,0.38,7.0,0:15:27,1.11,0.55,4.99,4.99,1.66,0.0,0.55,22.0,0:01:08,2.4,7.0,0:01:47,0.0,F,45,33,34,54,18,69,41,40,77,39,10,43,22,59,50,17,36.8,50.0,40.76,38.2,42.0,39.34
Jacob Bryson,BUF,,,12,0:11:04,0.45,0.9,0.9,0.9,3.16,1.8,0.0,6.0,0:12:03,0.83,0.83,0.83,0.83,2.49,0.0,0.0,,,,,,,D,89,67,50,1,50,13,26,61,95,62,50,3,50,18,19,14,51.4,33.333333333333336,45.98,52.0,17.0,41.5
Drake Batherson,OTT,robert's Fabulous Team,LW;RW,19,0:17:46,1.24,2.31,7.11,5.51,1.07,1.07,0.18,7.0,0:18:32,0.92,0.92,6.47,6.47,1.39,0.92,0.0,19.0,0:02:58,5.3,7.0,0:02:43,0.0,F,83,93,71,67,15,60,20,39,69,57,10,61,14,69,42,44,65.8,39.66666666666666,57.96,42.2,51.66666666666666,45.04
Noah Cates,PHI,,,21,0:17:23,0.82,1.31,6.74,3.45,2.63,0.99,21.36,7.0,0:17:25,0.49,0.98,5.9,4.92,2.95,0.98,18.2,21.0,0:02:14,5.1,7.0,0:02:05,0.0,F,62,72,69,63,89,40,68,36,47,60,10,55,86,59,77,46,71.0,48.0,64.1,51.6,60.66666666666666,54.31999999999999
Olle Lycksell,OTT,,,6,0:10:18,0.97,0.0,5.82,1.94,2.91,0.0,0.0,,,,,,,,,,,,,,,,F,71,5,50,50,12,21,74,8,50,50,50,50,50,50,50,50,37.6,34.333333333333336,36.620000000000005,50.0,50.0,50.0
Nick Perbix,NSH,,,22,0:20:29,0.27,0.13,3.73,1.73,3.33,0.8,0.0,7.0,0:20:06,0.0,0.0,2.56,3.41,2.98,0.0,0.0,,,,,,,D,68,12,50,56,50,30,30,30,26,14,50,30,50,65,29,14,47.2,30.0,42.04,34.0,36.0,34.599999999999994
Ben Jones,MIN,,,11,0:08:56,0.0,0.0,4.88,14.65,3.05,0.0,27.46,5.0,0:09:53,0.0,0.0,3.64,10.91,2.43,0.0,26.68,,,,,,,F,7,5,50,35,92,92,77,8,16,11,50,24,91,85,68,17,37.8,59.0,44.16,38.4,56.66666666666666,43.88
Alexey Toropchenko,STL,,,16,0:11:39,0.32,0.32,3.54,11.91,3.86,0.0,0.0,7.0,0:12:04,0.0,0.71,2.13,11.36,3.55,0.0,0.0,,,,,,,F,25,19,50,14,12,87,88,8,16,47,50,7,14,86,85,17,24.0,61.0,35.099999999999994,26.8,62.66666666666666,37.56
Morgan Barron,WPG,,,15,0:12:15,0.98,0.98,5.88,8.16,2.94,1.96,29.06,3.0,0:11:04,0.0,0.0,5.42,9.03,3.61,3.61,18.05,,,,,,,F,72,57,50,51,92,75,75,60,16,11,50,49,86,80,85,82,64.4,70.0,66.08,42.4,82.33333333333333,54.38
Sean Walker,CAR,Bar Down Beauties,D,22,0:23:23,0.47,0.47,6.3,4.66,3.61,1.63,0.0,7.0,0:22:19,0.0,0.77,8.44,3.45,3.07,2.3,0.0,22.0,0:01:48,1.51,7.0,0:01:30,0.0,D,90,36,20,91,50,75,37,56,26,59,8,95,50,65,31,73,57.4,56.0,56.98,47.6,56.333333333333336,50.22
Mark Kastelic,BOS,P Diddlers,C;RW,24,0:13:30,0.74,0.74,6.29,10.55,5.37,5.37,19.98,7.0,0:14:48,0.58,1.16,6.94,14.46,3.47,9.26,21.99,,,,,,,F,57,43,50,57,88,84,96,92,52,67,50,66,89,91,84,97,59.0,90.66666666666669,68.5,64.8,90.66666666666669,72.55999999999999
Charle-Edouard D'Astous,T.B,,,15,0:17:17,0.23,1.16,2.78,4.39,3.7,3.47,0.0,7.0,0:19:49,0.0,0.43,1.73,3.46,5.19,2.59,0.0,15.0,0:01:21,2.94,,,,D,61,80,44,32,50,73,39,87,26,40,50,14,50,65,70,77,53.4,66.33333333333333,57.28,36.0,70.66666666666667,46.4
Sean Durzi,UTA,,,2,0:18:55,0.0,1.59,3.17,4.76,6.34,6.34,0.0,,,,,,,,,,,,,,,,D,19,92,50,42,50,76,86,97,50,50,50,50,50,50,50,50,50.6,86.33333333333333,61.32,50.0,50.0,50.0
Parker Kelly,COL,,,22,0:11:50,1.15,1.15,6.91,12.21,3.46,2.3,4.15,7.0,0:12:29,0.69,1.37,6.17,15.78,2.74,2.74,0.69,,,,,,,F,80,65,50,65,54,88,83,66,58,74,50,58,24,92,74,75,62.8,79.0,67.66,52.8,80.33333333333333,61.05999999999999
Pius Suter,STL,,,23,0:16:40,0.94,0.78,5.95,2.66,1.1,1.25,17.21,7.0,0:16:09,0.53,0.53,6.36,3.18,0.53,1.06,14.32,23.0,0:01:30,3.45,,,,F,70,46,50,52,85,31,21,43,49,38,50,60,82,43,14,47,60.6,31.666666666666668,51.92,55.8,34.666666666666664,49.46
Zach Whitecloud,VGK,,,22,0:18:16,0.0,0.45,2.39,5.37,3.58,1.49,0.0,7.0,0:19:50,0.0,0.86,3.02,4.32,2.59,0.86,0.0,,,,,,,D,19,34,50,22,50,81,36,53,26,64,50,40,50,74,21,42,35.0,56.66666666666666,41.5,46.0,45.66666666666666,45.89999999999999
Kiefer Sherwood,VAN,Sask Squatches,RW,23,0:17:43,1.77,0.59,6.18,14.42,1.77,2.35,0.74,7.0,0:17:49,1.44,1.44,5.29,13.47,1.44,1.92,0.48,23.0,0:02:07,6.15,7.0,0:02:48,9.18,F,94,34,77,55,23,91,43,67,86,76,88,47,21,90,43,64,56.6,67.0,59.72,63.6,65.66666666666667,64.22
Eric Robinson,CAR,,,16,0:10:58,1.71,0.34,6.84,6.84,0.68,0.68,0.0,7.0,0:12:09,0.71,0.0,5.64,6.35,0.0,1.41,0.0,,,,,,,F,93,20,50,64,12,69,9,27,59,11,50,52,14,68,3,55,47.8,35.0,43.96,37.2,42.0,38.64
Martin Fehérváry,WSH,,,23,0:18:54,0.28,0.83,3.86,4.14,5.65,1.79,0.0,7.0,0:19:04,0.45,0.45,4.04,2.69,6.74,0.9,0.0,,,,,,,D,69,62,50,59,50,70,78,61,78,41,50,60,50,55,85,43,58.0,69.66666666666667,61.5,55.8,61.0,57.36
Joel Farabee,CGY,,,24,0:17:25,0.72,0.72,6.46,3.01,2.15,1.0,1.15,7.0,0:16:34,1.55,0.0,8.27,0.52,0.52,0.0,0.0,24.0,0:02:05,3.59,,,,F,56,42,52,59,28,35,55,37,88,11,50,76,14,9,14,17,47.4,42.333333333333336,45.88,47.8,13.333333333333334,37.46
Philipp Kurashev,S.J,,,21,0:16:59,1.01,1.01,6.89,3.87,1.18,1.34,2.69,7.0,0:15:30,0.55,0.55,6.08,5.53,1.11,2.21,0.55,21.0,0:02:09,0.0,7.0,0:02:12,0.0,F,73,58,1,65,44,45,23,46,50,39,10,57,22,63,33,69,48.2,38.0,45.14,35.6,55.0,41.42
Quinn Hughes,VAN,robert's Fabulous Team,D,18,0:27:13,0.24,2.33,6.37,0.12,2.45,0.73,0.0,6.0,0:28:02,0.36,3.92,8.2,0.0,3.57,2.14,0.0,18.0,0:04:56,7.42,6.0,0:05:23,11.12,D,63,98,84,91,50,3,12,28,71,99,89,94,50,4,41,71,77.2,14.333333333333334,58.34,80.6,38.66666666666666,68.02
Brady Tkachuk,OTT,Boats and Ahos,C;LW;IR;IR+,3,0:16:37,0.0,3.61,12.04,12.04,0.0,4.81,9.63,,,,,,,,,,3.0,0:03:48,5.25,,,,F,7,99,70,95,74,87,1,90,50,50,50,50,50,50,50,50,69.0,59.333333333333336,66.1,50.0,50.0,50.0
Ryan McLeod,BUF,,,22,0:17:43,0.77,1.23,4.77,0.62,1.54,0.0,24.92,7.0,0:16:48,1.02,1.53,6.12,0.51,2.04,0.0,28.04,22.0,0:01:27,5.61,7.0,0:01:36,10.62,F,59,68,73,33,91,6,35,8,74,78,90,57,92,9,60,17,64.8,16.333333333333332,50.25999999999999,78.2,28.666666666666668,63.34
Evan Bouchard,EDM,Bros before Ahos,D,24,0:23:50,0.31,1.78,6.92,0.94,3.25,1.05,0.0,7.0,0:24:34,0.35,2.79,7.33,0.7,2.44,0.0,0.0,24.0,0:03:12,3.89,7.0,0:02:57,2.9,D,74,94,57,94,50,14,28,39,70,97,51,91,50,15,19,14,73.8,27.0,59.76,71.8,16.0,55.06
Isac Lundeström,CBJ,,,22,0:11:53,0.0,0.46,2.75,2.06,2.29,0.92,17.43,7.0,0:11:55,0.0,0.0,2.88,2.16,2.88,1.44,14.38,,,,,,,F,7,26,50,6,86,23,59,34,16,11,50,15,82,30,76,56,35.0,38.66666666666666,36.1,34.8,54.0,40.56
Mattias Samuelsson,BUF,,,20,0:21:40,0.69,0.83,3.32,3.87,6.5,0.55,0.0,7.0,0:23:29,1.09,0.73,2.19,2.92,5.84,0.0,0.0,,,,,,,D,98,62,50,46,50,67,87,22,98,57,50,22,50,58,77,14,61.2,58.66666666666666,60.44,55.4,49.66666666666666,53.67999999999999
Joe Veleno,MTL,,,16,0:11:38,0.32,0.0,4.83,9.67,3.22,4.19,12.25,7.0,0:11:58,0.72,0.0,5.72,10.01,3.58,0.0,11.44,,,,,,,F,25,5,50,34,79,81,79,86,60,11,50,53,78,83,85,17,38.6,82.0,51.62,50.4,61.66666666666666,53.78
K'Andre Miller,CAR,Trocheck Backcheck Paycheque,D,16,0:22:51,0.33,1.31,5.58,3.77,2.46,2.95,0.0,7.0,0:22:11,0.0,0.77,4.64,6.57,1.55,3.09,0.0,16.0,0:01:59,5.65,,,,D,77,85,74,85,50,66,12,81,26,59,50,69,50,88,6,82,74.2,53.0,67.84,50.8,58.66666666666666,53.16
Patrick Giles,S.J,,,3,0:08:52,0.0,2.26,4.51,6.77,4.51,0.0,20.3,,,,,,,,,,,,,,,,F,7,93,50,29,88,68,92,8,50,50,50,50,50,50,50,50,53.4,56.0,54.17999999999999,50.0,50.0,50.0
Michael Callahan,BOS,,,3,0:16:27,0.0,0.0,2.43,3.65,7.29,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,23,50,64,92,6,50,50,50,50,50,50,50,50,29.6,54.0,36.92,50.0,50.0,50.0
Jesperi Kotkaniemi,CAR,,,15,0:10:24,0.77,1.15,6.53,9.99,4.23,0.0,20.74,2.0,0:08:54,0.0,0.0,6.74,20.22,3.37,0.0,23.6,,,,,,,F,59,65,50,60,88,82,91,8,16,11,50,64,90,95,83,17,64.4,60.333333333333336,63.18,46.2,65.0,51.84
Andrei Svechnikov,CAR,Autodraft Anomalies,LW;RW,22,0:16:10,1.18,0.84,10.96,3.88,0.51,1.69,0.67,7.0,0:17:40,1.45,0.97,12.6,4.36,0.48,1.94,0.48,22.0,0:02:48,3.89,7.0,0:03:10,5.41,F,81,49,56,93,22,45,6,54,86,59,75,93,21,54,13,65,60.2,35.0,52.64,66.8,44.0,59.96
Alec Regula,EDM,,,10,0:12:31,0.0,0.0,2.4,2.88,3.36,1.92,0.0,6.0,0:11:03,0.0,0.0,1.81,2.71,0.9,1.81,0.0,,,,,,,D,19,6,50,22,50,52,31,64,26,14,50,15,50,55,1,65,29.4,49.0,35.28,31.0,40.333333333333336,33.8
Ty Emberson,EDM,,,19,0:15:33,0.2,0.41,3.04,5.68,6.49,0.41,0.0,4.0,0:15:06,0.0,0.0,3.97,5.96,5.96,1.99,0.0,,,,,,,D,56,31,50,39,50,83,87,17,26,14,50,59,50,85,79,68,45.2,62.333333333333336,50.34,39.8,77.33333333333333,51.06
Jack Drury,COL,,,22,0:15:11,0.72,0.9,5.21,1.62,3.23,2.16,27.12,7.0,0:16:09,0.53,0.53,3.18,2.12,2.12,2.12,21.23,,,,,,,F,56,52,50,40,92,17,80,64,49,38,50,18,89,30,62,67,58.0,53.66666666666666,56.69999999999999,48.8,53.0,50.06
Rasmus Dahlin,BUF,Bros before Ahos,D,19,0:24:22,0.13,1.94,5.83,1.81,3.11,1.55,0.0,5.0,0:24:10,0.0,3.47,3.47,0.99,3.47,0.99,0.0,19.0,0:03:40,5.17,5.0,0:03:40,3.27,D,42,96,70,88,50,32,25,54,26,99,55,49,50,21,39,46,69.2,37.0,59.54,55.8,35.333333333333336,49.66
Oskar Bäck,DAL,,,12,0:12:39,0.4,0.79,2.77,2.77,2.37,0.0,2.37,7.0,0:13:07,0.0,0.65,3.92,3.27,3.27,0.0,1.96,,,,,,,F,32,46,50,6,41,32,62,8,16,44,50,28,39,44,82,17,35.0,34.0,34.7,35.4,47.66666666666666,39.08
Filip Hallander,PIT,,,13,0:13:08,0.35,1.05,7.73,1.05,1.76,0.7,0.0,,,,,,,,,,,,,,,,F,28,60,50,74,12,10,43,28,50,50,50,50,50,50,50,50,44.8,27.0,39.46,50.0,50.0,50.0
