Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Tanner Pearson,WPG,,,19,0:11:03,0.86,0.29,4.86,5.71,3.43,2.86,0.86,5.0,0:09:56,1.21,0.0,6.04,6.04,0.0,0.0,1.21,,,,,,,F,65,17,50,35,25,61,83,74,80,11,50,56,31,66,3,17,38.4,72.66666666666667,48.68,45.6,28.666666666666668,40.52
Scott Laughton,TOR,,,4,0:12:45,0.0,0.0,7.06,12.94,2.35,2.35,35.28,2.0,0:16:55,0.0,0.0,8.86,7.09,1.77,0.0,37.22,,,,,,,F,7,5,50,67,94,89,61,67,16,11,50,80,94,72,53,17,44.6,72.33333333333333,52.92,50.2,47.333333333333336,49.34
Mark Jankowski,CAR,,,13,0:10:44,0.43,0.86,3.01,1.72,3.86,2.58,29.63,5.0,0:11:10,1.07,0.0,2.15,1.07,3.22,0.0,28.98,,,,,,,F,34,50,50,8,93,19,88,70,75,11,50,7,92,16,81,17,47.0,59.0,50.6,47.0,38.0,44.3
Olli Määttä,UTA,,,16,0:11:48,0.0,0.32,2.22,0.0,3.81,0.0,0.0,1.0,0:12:06,0.0,0.0,0.0,0.0,4.96,0.0,0.0,,,,,,,D,19,24,50,18,50,2,42,6,26,14,50,1,50,4,66,14,32.2,16.666666666666668,27.54,28.2,28.0,28.14
Mike Matheson,MTL,P Diddlers,D,21,0:24:45,0.46,1.15,3.0,1.85,5.31,1.62,0.0,7.0,0:23:45,0.36,1.8,2.89,0.36,3.61,1.44,0.0,,,,,,,D,89,79,50,38,50,33,73,56,71,90,50,37,50,9,42,57,61.2,54.0,59.03999999999999,59.6,36.0,52.52
Zemgus Girgensons,T.B,,,15,0:15:12,1.05,0.26,3.68,11.05,3.95,1.58,6.84,7.0,0:15:25,1.11,0.0,3.89,11.12,3.89,1.11,0.0,,,,,,,F,75,16,50,16,66,85,88,52,77,11,50,28,14,85,88,49,44.6,75.0,53.72,36.0,74.0,47.4
Cody Ceci,L.A,,,23,0:17:34,0.15,0.74,3.41,1.78,3.86,0.59,0.0,7.0,0:17:45,0.0,0.97,2.9,1.45,2.9,0.97,0.0,,,,,,,D,46,56,50,48,50,31,43,23,26,68,50,38,50,31,28,45,50.0,32.333333333333336,44.7,46.4,34.666666666666664,42.88
Tom Wilson,WSH,The Epstein Islanders,RW,23,0:19:29,1.61,1.47,6.96,8.56,1.61,6.96,0.94,7.0,0:19:39,1.31,1.74,6.98,7.85,2.62,4.8,1.31,23.0,0:03:09,4.96,7.0,0:02:25,3.53,F,92,77,68,66,26,77,38,96,83,83,62,66,32,76,72,89,65.8,70.33333333333333,67.16,65.2,79.0,69.34
Tomas Hertl,VGK,Hughes your daddy,C;LW,22,0:18:06,1.36,1.36,9.34,3.62,1.51,1.21,32.69,7.0,0:18:09,1.42,1.42,9.92,2.36,2.36,0.0,26.92,22.0,0:03:58,4.8,7.0,0:03:55,6.56,F,87,74,66,86,93,42,34,42,85,75,80,85,91,33,67,17,81.2,39.333333333333336,68.64,83.2,39.0,69.94
Teuvo Teravainen,CHI,robert's Fabulous Team,LW;RW,22,0:19:23,0.7,1.41,3.8,1.27,1.55,0.28,3.52,7.0,0:20:53,1.23,1.23,4.51,0.41,1.23,0.0,7.79,22.0,0:02:32,7.52,7.0,0:02:54,11.81,F,54,75,85,18,50,13,36,16,80,69,92,37,70,7,37,17,56.4,21.666666666666668,45.98,69.6,20.33333333333333,54.81999999999999
Jacob Trouba,ANA,Sask Squatches,D,22,0:22:42,0.48,1.08,4.44,6.12,5.28,0.48,0.0,7.0,0:23:08,0.0,1.11,4.08,3.7,4.45,0.74,0.0,,,,,,,D,91,76,50,70,50,86,73,19,26,74,50,61,50,68,58,38,67.4,59.333333333333336,64.98,52.2,54.66666666666666,52.94
Filip Forsberg,NSH,The Epstein Islanders,LW,22,0:19:01,1.29,1.0,9.89,7.6,1.29,1.43,0.29,7.0,0:18:53,1.36,0.91,9.98,9.53,0.91,2.72,0.45,22.0,0:03:02,2.69,7.0,0:02:14,0.0,F,84,58,39,89,17,73,27,48,84,57,10,86,21,81,26,75,57.4,49.333333333333336,54.98,51.6,60.66666666666666,54.31999999999999
Radek Faksa,DAL,,,21,0:11:25,0.25,1.75,2.5,7.76,3.75,1.5,21.52,7.0,0:10:34,0.0,3.24,3.24,4.86,4.86,1.62,16.21,,,,,,,F,20,85,50,4,89,74,86,50,16,97,50,19,84,58,93,59,49.6,70.0,55.72,53.2,70.0,58.24
Matt Grzelcyk,CHI,,,22,0:15:37,0.0,0.7,5.06,1.74,3.14,2.09,0.0,7.0,0:16:32,0.0,0.52,4.14,3.11,3.63,5.18,0.0,,,,,,,D,19,53,50,80,50,30,26,67,26,45,50,62,50,61,43,93,50.4,41.0,47.57999999999999,46.6,65.66666666666667,52.31999999999999
Colton Parayko,STL,P Diddlers,D,23,0:23:20,0.0,0.78,2.9,2.12,6.26,1.12,0.0,7.0,0:23:54,0.0,0.36,1.79,1.43,7.89,1.43,0.0,,,,,,,D,19,59,50,35,50,38,85,41,26,35,50,15,50,31,91,57,42.6,54.66666666666666,46.22,35.2,59.66666666666666,42.54
Oskar Sundqvist,STL,,,14,0:13:18,0.0,2.9,3.54,7.08,1.61,1.93,16.74,6.0,0:13:23,0.0,2.99,3.73,8.21,0.75,0.0,17.92,,,,,,,F,7,97,50,14,85,70,38,59,16,96,50,26,86,77,21,17,50.6,55.66666666666666,52.120000000000005,54.8,38.333333333333336,49.85999999999999
Esa Lindell,DAL,Sask Squatches,D,22,0:23:03,0.24,0.59,2.72,1.54,5.21,0.71,0.0,7.0,0:23:52,0.36,0.72,3.23,0.72,5.74,0.72,0.0,,,,,,,D,63,45,50,30,50,26,72,27,71,57,50,45,50,16,76,38,47.6,41.66666666666666,45.82,54.6,43.333333333333336,51.22
Chandler Stephenson,SEA,,,22,0:20:19,0.54,1.07,4.03,0.54,2.28,0.27,32.35,7.0,0:18:58,0.0,1.81,3.16,0.0,1.81,0.9,39.77,22.0,0:02:49,3.85,7.0,0:02:19,3.68,F,42,61,55,21,93,5,59,15,16,84,64,18,95,3,54,43,54.4,26.33333333333333,45.98,55.4,33.333333333333336,48.78
Shayne Gostisbehere,CAR,Autodraft Anomalies,D,13,0:18:37,0.5,2.98,5.7,1.98,3.47,0.99,0.0,7.0,0:22:04,0.39,2.33,6.6,2.33,2.33,0.78,0.0,13.0,0:03:04,4.51,7.0,0:03:15,5.26,D,92,99,64,87,50,35,34,37,73,95,70,88,50,49,17,40,78.4,35.333333333333336,65.48,75.2,35.333333333333336,63.24
Mackenzie MacEachern,VAN,,,8,0:10:10,0.74,2.21,4.42,7.36,4.42,8.84,0.74,5.0,0:09:28,1.27,2.53,2.53,6.33,2.53,15.18,1.27,,,,,,,F,57,92,50,27,23,71,92,98,82,93,50,11,31,68,70,99,49.8,87.0,60.96,53.4,79.0,61.08
Adam Pelech,NYI,,,23,0:19:36,0.0,0.27,3.99,1.33,4.79,1.06,0.0,7.0,0:20:37,0.0,0.0,4.99,2.08,5.82,0.83,0.0,,,,,,,D,19,21,50,62,50,22,64,39,26,14,50,74,50,44,77,41,40.4,41.66666666666666,40.78,42.8,54.0,46.16
Jordan Martinook,CAR,,,22,0:14:55,0.37,1.1,5.48,7.13,3.11,0.73,2.19,7.0,0:14:23,0.0,0.6,5.36,5.36,1.79,1.19,2.98,,,,,,,F,29,63,50,45,39,70,78,29,16,41,50,48,47,62,53,50,45.2,59.0,49.34,40.4,55.0,44.78
Damon Severson,CBJ,,,23,0:19:54,0.13,0.79,3.28,3.28,3.28,1.57,0.0,7.0,0:19:39,0.0,1.31,2.62,3.49,3.05,2.62,0.0,,,,,,,D,42,60,50,45,50,59,29,55,26,80,50,32,50,66,31,77,49.4,47.66666666666666,48.88,47.6,58.0,50.72
Colton Sissons,VGK,,,20,0:11:18,0.0,0.53,4.78,6.37,2.65,3.98,29.72,7.0,0:12:46,0.0,0.67,5.36,4.02,1.34,0.0,26.82,,,,,,,F,7,31,50,33,93,66,69,85,16,45,50,48,91,51,40,17,42.8,73.33333333333333,51.96,50.0,36.0,45.8
Teddy Blueger,VAN,,,2,0:15:49,1.9,0.0,3.79,5.69,5.69,0.0,17.06,,,,,,,,,,,,,,,,F,96,5,50,18,85,61,97,8,50,50,50,50,50,50,50,50,50.8,55.333333333333336,52.16,50.0,50.0,50.0
Jake McCabe,TOR,Trocheck Backcheck Paycheque,D,22,0:21:16,0.38,0.9,2.31,3.85,6.79,2.69,0.0,7.0,0:21:27,0.4,0.4,2.4,3.99,7.99,4.79,0.0,,,,,,,D,82,67,50,20,50,67,89,78,74,38,50,27,50,71,92,92,53.8,78.0,61.06,47.8,85.0,58.96
Jaccob Slavin,CAR,,,2,0:18:31,0.0,0.0,3.24,0.0,4.86,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,44,50,2,65,6,50,50,50,50,50,50,50,50,33.8,24.33333333333333,30.959999999999997,50.0,50.0,50.0
Brett Kulak,EDM,,,24,0:17:47,0.0,0.28,3.79,0.42,3.65,0.84,0.0,7.0,0:16:24,0.0,0.0,3.66,0.52,4.18,2.09,0.0,,,,,,,D,19,21,50,57,50,6,38,32,26,14,50,53,50,12,53,70,39.4,25.33333333333333,35.18,38.6,45.0,40.52
Josh Anderson,MTL,,,21,0:15:00,0.95,0.57,4.19,7.23,2.86,2.66,1.71,7.0,0:15:18,2.24,0.56,3.92,9.52,3.36,5.6,2.24,,,,,,,F,70,33,50,24,35,71,73,71,96,39,50,28,41,81,83,91,42.4,71.66666666666667,51.17999999999999,50.8,85.0,61.06
Vinnie Hinostroza,MIN,,,22,0:11:21,0.48,0.72,5.28,4.8,1.44,0.96,2.64,6.0,0:09:40,0.0,0.0,7.23,4.13,1.03,0.0,3.1,,,,,,,F,38,42,50,41,43,54,32,35,16,11,50,68,48,52,30,17,42.8,40.333333333333336,42.06,38.6,33.0,36.92
Connor Brown,N.J,,,15,0:15:56,1.51,0.5,5.52,2.01,2.51,0.5,0.75,4.0,0:16:22,0.92,0.92,4.58,1.83,0.0,0.0,0.0,,,,,,,F,90,29,50,45,23,22,65,22,69,57,50,38,14,26,3,17,47.4,36.333333333333336,44.08,45.6,15.333333333333334,36.52
Ben Hutton,VGK,,,15,0:14:52,0.54,0.81,6.72,1.88,4.3,1.34,0.0,5.0,0:13:44,1.75,0.0,8.73,1.75,2.62,0.0,0.0,,,,,,,D,94,61,50,93,50,33,54,48,99,14,50,95,50,38,22,14,69.6,45.0,62.21999999999999,61.6,24.666666666666668,50.52
Liam O'Brien,UTA,,,8,0:09:23,0.8,0.0,9.58,11.97,3.19,9.58,0.0,2.0,0:09:15,0.0,0.0,6.48,16.2,0.0,16.2,0.0,,,,,,,F,61,5,50,87,12,87,79,98,16,11,50,61,14,93,3,99,43.0,88.0,56.5,30.4,65.0,40.78
Kurtis MacDermid,OTT,,,8,0:04:25,0.0,0.0,3.39,13.57,6.79,27.14,0.0,,,,,,,,,,,,,,,,F,7,5,50,13,12,90,98,99,50,50,50,50,50,50,50,50,17.4,95.66666666666669,40.88,50.0,50.0,50.0
Scott Sabourin,T.B,,,3,0:10:20,1.93,1.93,9.67,11.6,1.93,34.8,0.0,3.0,0:10:20,1.93,1.93,9.67,11.6,1.93,34.8,0.0,,,,,,,F,96,88,50,88,12,86,49,99,93,86,50,84,14,86,57,99,66.8,78.0,70.16,65.4,80.66666666666667,69.98
Nate Schmidt,UTA,,,23,0:21:02,0.12,1.12,3.97,3.22,2.23,0.25,0.0,7.0,0:21:18,0.4,2.41,3.22,2.41,2.01,0.0,0.0,23.0,0:01:39,0.0,,,,D,40,78,2,61,50,58,8,12,74,96,50,44,50,50,11,14,46.2,26.0,40.14,62.8,25.0,51.46
MacKenzie Weegar,CGY,Bros before Ahos,D,24,0:23:55,0.0,0.42,5.22,6.16,4.81,3.24,0.0,7.0,0:22:27,0.0,0.0,8.02,5.73,4.58,1.53,0.0,24.0,0:02:55,1.71,,,,D,19,32,24,82,50,86,64,84,26,14,50,94,50,84,60,59,41.4,78.0,52.38,46.8,67.66666666666667,53.06
Connor Clifton,PIT,,,8,0:17:21,0.0,0.0,2.59,15.56,7.35,1.73,0.0,5.0,0:17:13,0.0,0.0,2.79,13.93,5.57,1.39,0.0,,,,,,,D,19,6,50,27,50,99,93,59,26,14,50,35,50,98,74,56,30.4,83.66666666666667,46.38,35.0,76.0,47.3
Carson Soucy,NYR,,,20,0:17:54,0.17,0.34,2.51,5.7,3.85,1.01,0.0,7.0,0:20:13,0.0,0.42,2.54,6.78,2.97,1.7,0.0,,,,,,,D,50,26,50,25,50,83,43,38,26,39,50,30,50,89,29,63,40.2,54.66666666666666,44.54,39.0,60.333333333333336,45.4
Jonny Brodzinski,NYR,,,13,0:11:46,0.78,0.78,5.49,0.78,1.18,0.78,2.35,5.0,0:13:35,0.88,0.88,6.18,0.88,1.77,1.77,0.88,,,,,,,F,60,46,50,45,41,8,23,30,68,55,50,58,26,13,53,62,48.4,20.33333333333333,39.98,51.4,42.66666666666666,48.78
John Hayden,SEA,,,3,0:10:04,0.0,0.0,3.97,13.89,3.97,3.97,11.91,,,,,,,,,,,,,,,,F,7,5,50,20,79,91,89,85,50,50,50,50,50,50,50,50,32.2,88.33333333333333,49.03999999999999,50.0,50.0,50.0
Pavel Buchnevich,STL,,,23,0:18:08,0.29,1.01,5.32,2.01,1.44,0.86,0.58,7.0,0:18:32,0.0,0.92,4.16,1.85,2.31,0.92,0.0,23.0,0:02:36,4.0,7.0,0:02:03,0.0,F,23,58,57,42,21,22,32,33,16,57,10,32,14,26,66,44,40.2,29.0,36.84,25.8,45.333333333333336,31.66
Jake Guentzel,T.B,Sask Squatches,LW,22,0:20:44,1.58,1.31,8.41,1.31,1.71,0.79,7.36,7.0,0:20:35,2.5,0.42,9.57,2.08,1.25,0.83,9.99,22.0,0:04:17,3.82,7.0,0:04:16,4.01,F,91,72,55,80,68,13,41,30,97,32,66,84,75,29,37,42,73.2,28.0,59.64,70.8,36.0,60.35999999999999
Mattias Janmark,EDM,,,8,0:10:46,0.0,1.39,4.18,2.09,0.7,4.18,1.39,7.0,0:10:52,0.0,1.58,3.94,2.36,0.79,4.73,1.58,,,,,,,F,7,75,50,24,31,23,10,86,16,79,50,29,35,33,22,88,37.4,39.66666666666666,38.08,41.8,47.66666666666666,43.56
Anthony Duclair,NYI,,,23,0:12:58,0.6,0.8,5.22,0.4,3.22,0.8,0.2,7.0,0:11:06,0.0,0.77,2.32,0.77,3.09,0.0,0.77,,,,,,,F,47,47,50,40,15,4,79,31,16,50,50,9,25,12,79,17,39.8,38.0,39.26,30.0,36.0,31.8
Carter Verhaeghe,FLA,Dan's Dazzling Team,LW,22,0:17:42,0.46,1.54,7.54,3.08,1.08,0.92,1.85,7.0,0:16:41,0.51,2.57,5.65,3.08,1.03,0.0,1.54,22.0,0:02:48,3.88,7.0,0:03:28,4.93,F,36,79,56,72,36,36,20,34,48,93,72,52,34,41,30,17,55.8,30.0,48.06,59.8,29.33333333333333,50.65999999999999
Oliver Bjorkstrand,T.B,,,22,0:14:19,0.38,1.14,7.04,4.19,2.47,0.38,0.95,7.0,0:14:44,0.58,1.16,8.14,4.65,3.49,0.0,0.58,22.0,0:03:20,3.27,7.0,0:03:55,4.37,F,30,65,47,67,26,48,64,18,52,67,69,76,22,57,84,17,47.0,43.333333333333336,45.9,57.2,52.66666666666666,55.84
Mason Geertsen,BUF,,,5,0:04:07,0.0,0.0,2.91,23.3,0.0,34.95,0.0,,,,,,,,,,,,,,,,F,7,5,50,7,12,97,1,99,50,50,50,50,50,50,50,50,16.2,65.66666666666667,31.04,50.0,50.0,50.0
Miles Wood,CBJ,,,17,0:12:46,1.66,0.0,7.74,3.87,1.38,1.66,0.28,7.0,0:13:50,1.24,0.0,5.58,3.1,1.86,1.24,0.0,,,,,,,F,93,5,50,74,17,45,30,53,81,11,50,51,14,42,55,52,47.8,42.66666666666666,46.25999999999999,41.4,49.66666666666666,43.88
Nick Paul,T.B,,,3,0:17:14,1.16,0.0,4.64,5.8,1.16,0.0,20.88,3.0,0:17:14,1.16,0.0,4.64,5.8,1.16,0.0,20.88,,,,,,,F,80,5,50,31,88,62,23,8,78,11,50,38,88,65,34,17,50.8,31.0,44.85999999999999,53.0,38.66666666666666,48.7
Andrew Copp,DET,,,23,0:14:18,0.18,1.46,4.74,2.55,4.01,1.82,18.96,7.0,0:12:52,0.0,2.0,8.66,1.33,5.33,0.0,31.31,,,,,,,F,16,77,50,33,87,29,89,57,16,87,50,79,93,19,95,17,52.6,58.333333333333336,54.32,65.0,43.66666666666666,58.6
Ryan Graves,PIT,,,7,0:16:03,0.53,0.0,4.81,2.67,7.48,2.14,0.0,7.0,0:16:03,0.53,0.0,4.81,2.67,7.48,2.14,0.0,,,,,,,D,93,6,50,76,50,49,93,68,84,14,50,71,50,54,90,71,55.0,70.0,59.5,53.8,71.66666666666667,59.16
Andre Burakovsky,CHI,,,18,0:17:06,1.36,1.56,5.07,1.17,1.56,1.17,0.0,4.0,0:15:25,0.97,1.94,4.86,0.0,4.86,0.0,0.0,18.0,0:02:17,7.28,4.0,0:02:45,5.43,F,87,80,83,38,12,12,36,41,72,86,75,41,14,3,93,17,60.0,29.666666666666668,50.9,57.6,37.66666666666666,51.62
Michael McCarron,NSH,,,22,0:14:21,0.19,0.57,4.94,11.02,3.04,3.8,31.55,7.0,0:13:26,0.0,0.0,6.38,12.12,1.91,2.55,35.08,,,,,,,F,17,33,50,36,93,85,76,83,16,11,50,60,94,87,57,73,45.8,81.33333333333333,56.46,46.2,72.33333333333333,54.040000000000006
Shea Theodore,VGK,Hughes your daddy,D,22,0:23:53,0.34,1.14,5.82,0.11,3.99,0.46,0.0,7.0,0:23:07,1.11,1.48,8.15,0.37,2.97,0.74,0.0,22.0,0:02:11,4.99,,,,D,78,79,69,88,50,3,46,19,98,84,50,94,50,9,29,38,72.8,22.666666666666668,57.75999999999999,75.2,25.33333333333333,60.24
Jason Dickinson,CHI,,,9,0:14:30,0.46,0.92,5.05,5.05,3.22,1.84,34.92,1.0,0:16:22,0.0,0.0,3.66,18.31,3.66,7.32,29.3,,,,,,,F,36,54,50,38,94,56,79,57,16,11,50,25,92,94,86,95,54.4,64.0,57.28,38.8,91.66666666666669,54.66
Ryan Hartman,MIN,,,20,0:15:58,0.75,0.56,7.7,3.57,3.57,1.13,21.02,4.0,0:14:26,0.0,1.04,1.04,6.23,6.23,2.08,18.7,20.0,0:02:03,1.46,,,,F,58,32,18,74,88,41,84,40,16,62,50,1,87,68,97,67,54.0,55.0,54.3,43.2,77.33333333333333,53.44
Adam Erne,DAL,,,14,0:09:37,0.89,0.45,4.9,19.6,3.12,0.89,0.89,2.0,0:08:43,0.0,0.0,6.87,20.61,3.44,0.0,0.0,,,,,,,F,67,26,50,35,25,96,78,33,16,11,50,65,14,96,83,17,40.6,69.0,49.12,31.2,65.33333333333333,41.44
J.T. Compher,DET,,,23,0:16:21,0.48,0.48,4.62,1.59,2.39,2.07,22.65,7.0,0:16:05,0.0,0.0,6.39,3.73,3.73,5.86,31.95,,,,,,,F,38,28,50,31,89,17,62,62,16,11,50,60,93,48,86,92,47.2,47.0,47.14,46.0,75.33333333333333,54.8
Steven Santini,T.B,,,3,0:11:25,0.0,0.0,1.75,7.0,5.25,0.0,0.0,3.0,0:11:25,0.0,0.0,1.75,7.0,5.25,0.0,0.0,,,,,,,D,19,6,50,9,50,89,72,6,26,14,50,14,50,89,70,14,26.8,55.66666666666666,35.459999999999994,30.8,57.66666666666666,38.86
Artturi Lehkonen,COL,Jagrbombs,LW;RW,22,0:19:56,1.09,1.5,8.2,1.5,2.6,0.27,0.0,7.0,0:21:08,1.62,0.81,8.51,1.62,2.03,0.81,0.0,22.0,0:03:12,1.7,7.0,0:04:04,4.21,F,77,78,22,78,12,16,67,15,89,52,68,78,14,23,60,41,53.4,32.666666666666664,47.17999999999999,60.2,41.333333333333336,54.54
William Carrier,CAR,,,16,0:11:00,0.34,1.36,4.77,10.9,1.02,1.36,0.0,7.0,0:11:09,0.0,0.77,5.37,9.98,1.54,1.54,0.0,,,,,,,F,27,74,50,33,12,85,18,46,16,50,50,48,14,83,46,58,39.2,49.66666666666666,42.34,35.6,62.333333333333336,43.62
Tyler Bertuzzi,CHI,Bar Down Beauties,LW;RW,19,0:18:03,2.1,1.22,7.69,3.5,0.17,3.85,3.5,5.0,0:19:09,2.51,1.88,8.77,2.51,0.63,2.51,2.51,19.0,0:02:39,11.86,5.0,0:02:21,25.46,F,97,68,95,74,50,40,2,84,97,85,98,80,43,35,17,72,76.8,42.0,66.36,80.6,41.333333333333336,68.82
Brett Pesce,N.J,,,9,0:19:39,0.0,1.02,2.71,1.36,8.14,0.68,0.0,,,,,,,,,,,,,,,,D,19,73,50,30,50,22,96,26,50,50,50,50,50,50,50,50,44.4,48.0,45.48,50.0,50.0,50.0
Nathan MacKinnon,COL,Trocheck Backcheck Paycheque,C,22,0:21:44,2.13,2.51,11.91,2.26,2.01,1.5,28.59,7.0,0:22:01,1.95,3.11,10.5,1.56,2.72,0.78,24.9,22.0,0:05:05,4.82,7.0,0:04:50,5.31,F,97,95,66,95,92,25,51,50,93,96,75,88,91,22,74,40,89.0,42.0,74.89999999999999,88.6,45.333333333333336,75.61999999999999
Jonathan Drouin,NYI,,,22,0:18:21,0.45,1.63,4.46,0.74,1.49,2.53,4.16,7.0,0:20:04,0.43,0.85,4.27,0.43,1.71,0.0,6.83,22.0,0:03:52,2.11,7.0,0:03:45,2.28,F,35,82,29,28,54,7,34,70,43,54,49,33,67,8,51,17,45.6,37.0,43.02,49.2,25.33333333333333,42.04
Seth Jones,FLA,The Epstein Islanders,D,22,0:23:34,0.35,1.16,4.28,2.78,3.24,1.16,0.0,7.0,0:23:41,1.09,1.45,5.79,2.53,4.7,0.72,0.0,22.0,0:03:59,5.48,7.0,0:03:35,11.94,D,79,80,73,67,50,51,28,42,98,84,90,82,50,52,62,38,69.8,40.333333333333336,60.96,80.8,50.66666666666666,71.75999999999999
Elias Lindholm,BOS,Bros before Ahos,C,14,0:17:32,0.98,1.22,5.37,4.88,3.42,1.95,33.7,1.0,0:15:40,0.0,0.0,0.0,3.83,0.0,0.0,26.78,14.0,0:03:30,8.54,,,,F,72,68,88,43,94,54,82,60,16,11,50,1,91,49,3,17,73.0,65.33333333333333,70.69999999999999,33.8,23.0,30.559999999999995
Sean Monahan,CBJ,Hughes your daddy,C,23,0:18:27,0.28,1.13,6.08,1.98,0.57,0.57,32.78,7.0,0:18:28,0.0,0.93,5.57,2.32,0.93,0.0,31.07,23.0,0:02:46,4.7,7.0,0:02:18,3.71,F,23,64,65,54,94,22,7,24,16,57,64,51,93,32,27,17,60.0,17.666666666666668,47.3,56.2,25.33333333333333,46.94
Darnell Nurse,EDM,Bros before Ahos,D,24,0:20:38,0.61,0.61,6.54,4.24,7.15,3.51,0.0,7.0,0:20:13,0.85,0.42,7.63,2.12,4.66,8.05,0.0,,,,,,,D,96,47,50,92,50,71,92,87,96,39,50,92,50,45,62,98,67.0,83.33333333333333,71.89999999999999,65.4,68.33333333333333,66.28
Bo Horvat,NYI,Sask Squatches,C,23,0:20:22,1.79,1.41,10.11,1.79,0.77,2.56,31.49,7.0,0:19:29,0.88,1.32,10.55,0.88,1.32,6.15,30.77,23.0,0:03:53,5.36,7.0,0:03:31,2.43,F,94,75,71,90,93,19,11,70,68,72,51,88,93,13,39,93,84.6,33.333333333333336,69.22,74.4,48.333333333333336,66.58
Valeri Nichushkin,COL,Autodraft Anomalies,LW;RW;IR+,17,0:17:59,0.98,1.37,8.05,3.14,0.78,0.78,0.2,2.0,0:14:42,0.0,6.12,2.04,0.0,0.0,4.08,0.0,17.0,0:02:54,3.64,,,,F,72,74,53,77,15,36,11,30,16,99,50,6,14,3,3,85,58.2,25.666666666666668,48.440000000000005,37.0,30.33333333333333,35.0
Max Domi,TOR,,,22,0:13:13,0.62,0.62,7.42,2.27,2.89,2.89,19.8,7.0,0:14:03,0.0,0.61,3.66,1.22,3.05,2.44,29.28,22.0,0:01:27,3.72,7.0,0:01:44,4.94,F,49,36,54,71,88,26,74,74,16,42,73,25,92,18,79,72,59.6,58.0,59.12,49.6,56.333333333333336,51.62
Josh Morrissey,WPG,Bar Down Beauties,D,21,0:24:31,0.58,1.98,4.31,1.51,5.24,0.7,0.0,7.0,0:24:34,1.05,2.44,4.19,1.74,6.28,0.0,0.0,21.0,0:03:14,5.28,7.0,0:02:55,11.72,D,95,96,71,68,50,26,72,27,98,96,90,62,50,37,82,14,76.0,41.66666666666666,65.69999999999999,79.2,44.333333333333336,68.74
Alexander Wennberg,S.J,,,23,0:20:49,0.63,0.88,2.88,0.63,3.51,1.0,21.04,7.0,0:21:18,0.4,0.4,2.82,0.0,3.22,2.41,20.52,23.0,0:03:21,3.11,7.0,0:04:49,1.78,F,49,51,45,7,88,6,84,37,41,31,42,14,88,3,81,71,48.0,42.333333333333336,46.3,43.2,51.66666666666666,45.74
Ryan Pulock,NYI,,,23,0:20:17,0.0,1.16,3.34,2.31,4.63,0.26,0.0,7.0,0:20:27,0.0,0.84,3.77,2.93,3.35,0.84,0.0,,,,,,,D,19,80,50,46,50,42,61,13,26,63,50,55,50,58,37,42,49.0,38.66666666666666,45.9,48.8,45.66666666666666,47.86
Nikita Zadorov,BOS,Trocheck Backcheck Paycheque,D,24,0:21:34,0.12,0.81,3.59,8.69,3.94,5.33,0.0,7.0,0:22:03,0.0,1.55,6.22,5.05,4.28,6.61,0.0,,,,,,,D,40,61,50,53,50,94,45,96,26,86,50,85,50,80,55,96,50.8,78.33333333333333,59.05999999999999,59.4,77.0,64.67999999999999
Curtis Lazar,EDM,,,9,0:09:33,0.7,0.0,2.09,13.24,3.48,1.39,13.24,4.0,0:09:29,0.0,0.0,1.58,11.07,3.16,0.0,20.55,,,,,,,F,54,5,50,2,81,90,83,47,16,11,50,3,88,85,80,17,38.4,73.33333333333333,48.88,33.6,60.66666666666666,41.72
Anthony Mantha,PIT,,,21,0:14:49,1.54,1.16,7.13,1.73,2.51,1.35,0.19,7.0,0:14:20,1.2,0.6,5.98,1.79,1.79,4.18,0.0,21.0,0:01:08,4.98,,,,F,91,65,68,68,15,19,65,46,80,41,50,56,14,25,53,86,61.4,43.333333333333336,55.98,48.2,54.66666666666666,50.14
Ross Johnston,ANA,,,21,0:08:58,0.32,1.27,2.55,18.16,1.91,14.65,0.32,7.0,0:08:29,0.0,1.01,3.03,20.2,2.02,15.15,0.0,,,,,,,F,25,70,50,5,17,95,48,99,16,61,50,16,14,95,59,99,33.4,80.66666666666667,47.58,31.4,84.33333333333333,47.28
Dakota Mermis,TOR,,,7,0:13:18,0.64,0.0,2.58,3.87,1.29,4.51,0.0,5.0,0:13:11,0.91,0.0,2.73,3.64,1.82,6.37,0.0,,,,,,,D,97,6,50,27,50,67,1,93,97,14,50,34,50,68,9,96,46.0,53.66666666666666,48.3,49.0,57.66666666666666,51.6
