Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
Roope Hintz,DAL,C,8,00:19:01,0.39,2.76,11.04,1.58,1.97,0.79,29.96,3.0,00:17:34,0.0,2.28,12.52,1.14,1.14,0.0,25.03,8.0,00:03:19,11.31,3.0,00:03:43,10.71
Parker Wotherspoon,PIT,D,13,00:21:34,0.21,0.86,2.78,4.07,4.49,4.28,0.0,7.0,00:21:58,0.39,0.78,2.73,4.68,5.46,5.46,0.0,,,,,,
Caleb Jones,PIT,D,7,00:17:10,0.0,0.5,2.5,4.99,7.49,0.0,0.0,2.0,00:17:19,0.0,0.0,0.0,6.93,12.13,0.0,0.0,,,,,,
Noah Juulsen,PHI,D,12,00:13:20,0.0,0.37,2.25,7.12,3.0,0.0,0.0,7.0,00:13:57,0.0,0.0,3.07,6.76,1.23,0.0,0.0,,,,,,
Jack Roslovic,EDM,C,11,00:16:23,0.67,1.0,8.32,1.33,1.33,0.0,2.33,7.0,00:17:26,0.98,0.98,8.85,1.47,1.97,0.0,1.47,,,,,,
Zach Werenski,CBJ,D,12,00:26:01,0.77,1.15,8.07,1.35,3.46,0.0,0.0,7.0,00:25:33,1.01,1.01,6.71,1.01,3.35,0.0,0.0,12.0,00:03:01,4.95,7.0,00:02:59,5.72
Nicolas Roy,TOR,C,12,00:13:49,0.36,0.72,3.98,5.06,3.61,1.45,25.3,7.0,00:15:14,0.0,0.56,3.37,4.5,4.5,1.12,27.55,,,,,,
Anthony Beauvillier,WSH,L,12,00:14:08,0.35,0.35,9.9,5.31,0.35,0.71,0.0,7.0,00:14:13,0.0,0.0,10.24,4.22,0.6,0.0,0.0,,,,,,
Jeremy Lauzon,VGK,D,11,00:17:17,0.0,0.63,2.21,12.93,5.05,5.36,0.0,7.0,00:17:52,0.0,0.48,1.44,10.55,5.75,7.19,0.0,,,,,,
Thomas Chabot,OTT,D,13,00:22:54,0.4,1.01,3.43,1.41,5.64,1.61,0.0,7.0,00:24:16,0.71,0.71,3.18,1.77,5.65,0.0,0.0,13.0,00:02:20,7.9,7.0,00:02:23,7.15
Mathieu Joseph,STL,R,12,00:12:40,0.39,0.79,6.32,9.47,1.97,0.79,1.18,7.0,00:12:32,0.68,0.68,6.15,9.57,0.68,0.0,1.37,,,,,,
Lawson Crouse,UTA,L,12,00:14:25,0.69,0.35,8.66,11.78,2.77,0.69,1.04,7.0,00:14:14,1.2,0.0,10.23,9.63,4.21,1.2,1.2,,,,,,
Kyle Capobianco,DAL,D,2,00:06:09,0.0,0.0,9.76,4.88,0.0,9.76,0.0,2.0,00:06:09,0.0,0.0,9.76,4.88,0.0,9.76,0.0,,,,,,
Mitch Marner,VGK,R,11,00:21:00,0.78,2.86,4.93,1.56,1.56,0.52,1.3,7.0,00:20:10,1.27,2.97,3.4,0.85,2.12,0.0,1.27,11.0,00:04:46,3.42,7.0,00:04:59,5.15
Joel Eriksson Ek,MIN,C,13,00:19:37,0.47,1.65,9.18,6.35,2.12,1.88,34.82,7.0,00:19:31,0.44,1.76,9.66,6.59,1.76,0.88,34.26,13.0,00:04:27,5.18,7.0,00:04:28,1.92
Jake DeBrusk,VAN,L,13,00:17:46,0.52,0.52,9.35,2.34,1.82,0.52,0.52,7.0,00:17:52,0.48,0.0,8.63,1.92,2.4,0.0,0.48,13.0,00:03:52,2.38,7.0,00:03:32,2.42
Ivan Provorov,CBJ,D,12,00:23:59,0.42,0.63,5.21,1.67,3.75,0.83,0.0,7.0,00:23:37,0.36,0.36,4.72,2.18,3.27,1.45,0.0,12.0,00:01:09,0.0,,,
John Marino,UTA,D,12,00:20:06,0.25,0.99,2.98,0.5,3.23,0.99,0.0,7.0,00:21:08,0.41,0.81,3.24,0.41,3.65,0.81,0.0,,,,,,
Yakov Trenin,MIN,C,13,00:13:10,0.0,0.7,6.31,21.73,2.1,1.4,1.4,7.0,00:12:24,0.0,0.69,6.91,23.5,2.07,2.76,0.69,,,,,,
Anthony Cirelli,T.B,C,12,00:19:30,1.79,1.03,5.13,2.05,2.31,1.54,30.75,7.0,00:19:56,2.15,1.29,5.59,0.43,2.15,0.86,30.96,12.0,00:02:14,4.47,7.0,00:02:31,6.81
Evan Rodrigues,FLA,C,12,00:16:49,0.59,1.19,7.72,4.75,2.08,2.38,14.55,7.0,00:17:13,0.5,1.0,8.96,4.98,2.49,2.99,14.44,12.0,00:02:00,2.5,7.0,00:01:52,0.0
Artemi Panarin,NYR,L,13,00:21:18,0.43,1.08,8.45,0.43,0.43,0.43,0.0,7.0,00:21:25,0.8,1.2,10.4,0.0,0.8,0.0,0.0,13.0,00:04:00,2.3,7.0,00:03:28,2.47
Noel Acciari,PIT,C,12,00:13:54,0.0,1.08,3.95,6.47,3.59,4.31,19.76,7.0,00:14:24,0.0,1.19,2.98,4.17,1.79,5.95,24.99,,,,,,
Kevin Stenlund,UTA,C,12,00:15:39,0.32,0.32,3.19,2.55,4.15,1.28,36.09,7.0,00:15:30,0.0,0.55,2.76,3.87,4.42,0.0,35.92,,,,,,
Will Borgen,NYR,D,13,00:18:57,0.0,0.49,3.16,4.87,4.38,0.97,0.0,7.0,00:19:43,0.0,0.43,3.48,5.22,4.78,0.87,0.0,,,,,,
Alexandre Carrier,MTL,D,12,00:18:33,0.27,1.08,2.69,1.89,8.62,2.16,0.0,7.0,00:20:23,0.0,1.26,2.94,2.1,9.67,2.52,0.0,,,,,,
Ryan Shea,PIT,D,13,00:20:39,0.45,1.12,2.46,0.67,3.58,3.13,0.0,7.0,00:19:43,0.87,0.43,2.61,0.43,1.74,6.08,0.0,,,,,,
Conor Garland,VAN,R,11,00:20:30,0.8,2.13,7.45,2.13,1.6,1.06,0.27,5.0,00:20:49,1.15,1.73,5.18,1.73,1.73,1.15,0.0,11.0,00:03:31,6.19,5.0,00:03:48,3.15
Niko Mikkola,FLA,D,12,00:19:07,0.0,0.0,3.14,2.61,4.44,2.61,0.0,7.0,00:17:57,0.0,0.0,1.91,2.39,4.3,3.82,0.0,,,,,,
Kirill Kaprizov,MIN,L,13,00:22:38,1.43,1.83,8.77,0.41,1.02,0.0,0.0,7.0,00:23:07,1.11,1.48,7.78,0.0,0.74,0.0,0.0,13.0,00:05:15,7.02,7.0,00:05:07,1.67
Troy Terry,ANA,R,11,00:17:50,1.53,2.45,7.95,0.0,0.31,0.0,0.31,7.0,00:17:59,2.38,2.38,8.58,0.0,0.48,0.0,0.0,11.0,00:03:50,5.68,7.0,00:03:43,4.59
Adam Gaudette,S.J,R,9,00:10:42,1.87,0.62,7.47,3.11,0.0,4.98,15.57,3.0,00:09:50,2.03,0.0,8.13,2.03,0.0,4.06,8.13,9.0,00:01:32,4.31,,,
Vladislav Gavrikov,NYR,D,13,00:23:05,0.2,0.4,3.6,0.8,4.2,1.2,0.0,7.0,00:23:29,0.36,0.73,3.65,0.73,4.01,0.73,0.0,,,,,,
Mason Appleton,DET,C,13,00:14:34,0.95,0.95,4.12,3.8,2.53,3.8,0.63,7.0,00:14:41,0.0,1.17,2.92,3.5,2.92,7.0,1.17,,,,,,
Steven Lorentz,TOR,C,8,00:09:56,0.0,3.02,6.04,13.58,3.77,0.0,4.53,6.0,00:11:00,0.0,1.82,7.26,10.9,2.72,0.0,4.54,,,,,,
Matt Roy,WSH,D,12,00:19:24,0.0,0.52,4.64,4.12,6.44,0.52,0.0,7.0,00:19:50,0.0,0.86,5.18,3.89,5.62,0.0,0.0,,,,,,
Jalen Chatfield,CAR,D,11,00:21:19,0.0,0.77,4.09,2.3,3.33,2.05,0.0,7.0,00:22:16,0.0,0.77,5.0,2.69,2.69,0.77,0.0,,,,,,
Mason Marchment,SEA,L,10,00:15:39,0.38,1.53,4.6,4.6,1.92,1.53,1.15,6.0,00:16:10,0.0,1.85,3.71,4.94,1.24,1.24,0.62,10.0,00:01:33,7.68,,,
Rodrigo Abols,PHI,C,8,00:09:08,0.0,0.0,8.21,6.57,2.46,4.1,22.16,6.0,00:09:41,0.0,0.0,9.29,7.22,3.1,5.16,16.51,,,,,,
Philippe Myers,TOR,D,4,00:16:03,0.0,0.0,8.41,3.74,7.48,1.87,0.0,4.0,00:16:03,0.0,0.0,8.41,3.74,7.48,1.87,0.0,,,,,,
Ryan Lomberg,CGY,L,14,00:08:53,0.0,0.48,5.79,25.07,2.41,5.79,0.48,7.0,00:08:22,0.0,0.0,6.14,17.41,1.02,2.05,1.02,,,,,,
Brandon Tanev,UTA,L,12,00:10:39,0.0,0.47,6.1,22.53,3.29,1.88,0.47,7.0,00:10:41,0.0,0.0,5.61,18.43,2.4,1.6,0.8,,,,,,
Luke Kunin,FLA,C,10,00:10:28,0.0,0.57,2.86,9.16,6.87,2.29,26.92,5.0,00:09:41,0.0,0.0,0.0,13.62,7.43,0.0,29.71,,,,,,
Auston Matthews,TOR,C,12,00:21:50,1.37,0.69,11.68,2.52,5.27,1.37,29.07,7.0,00:21:53,0.78,0.78,11.35,3.13,3.13,1.57,30.93,12.0,00:03:16,1.52,7.0,00:03:38,2.35
Adam Fox,NYR,D,13,00:23:54,0.58,1.54,5.41,1.54,4.44,1.16,0.0,7.0,00:24:01,0.0,2.5,3.93,2.14,5.0,1.43,0.0,13.0,00:03:47,2.43,7.0,00:03:36,2.38
Ryan Lindgren,SEA,D,11,00:18:40,0.0,0.29,1.75,1.75,5.55,7.3,0.0,7.0,00:17:57,0.0,0.0,2.39,1.43,3.82,11.94,0.0,,,,,,
Charlie McAvoy,BOS,D,14,00:24:03,0.0,1.78,3.38,4.1,4.1,3.92,0.0,7.0,00:23:39,0.0,2.17,1.81,3.62,3.62,4.35,0.0,14.0,00:03:25,3.75,7.0,00:03:07,5.5
Alex DeBrincat,DET,R,13,00:17:17,1.07,2.94,13.08,0.27,1.07,0.0,0.0,7.0,00:16:50,2.04,2.55,14.76,0.51,0.0,0.0,0.0,13.0,00:03:43,7.43,7.0,00:03:55,8.73
Patrik Laine,MTL,L,5,00:12:36,0.0,0.95,5.71,1.9,0.0,1.9,1.9,,,,,,,,,,5.0,00:02:26,0.0,,,
Clayton Keller,UTA,R,12,00:19:16,1.04,2.08,7.52,0.26,1.3,1.04,0.26,7.0,00:18:26,1.39,1.86,8.37,0.0,1.39,0.93,0.0,12.0,00:04:11,5.97,7.0,00:03:51,6.67
Jakob Chychrun,WSH,D,12,00:23:27,0.64,0.85,7.46,2.77,1.92,1.28,0.0,7.0,00:24:22,0.7,0.35,8.09,2.81,1.41,0.7,0.0,12.0,00:03:15,1.53,7.0,00:03:41,2.32
Sam Steel,DAL,C,12,00:17:29,0.29,1.14,2.86,4.86,2.0,1.14,8.0,7.0,00:18:22,0.47,1.4,2.8,5.13,1.87,1.87,10.26,12.0,00:01:04,13.88,,,
Brett Howden,VGK,C,7,00:13:13,1.3,0.0,4.54,10.37,0.65,2.59,12.97,4.0,00:14:06,1.06,0.0,5.32,10.64,1.06,4.25,17.02,,,,,,
Beck Malenstyn,BUF,L,11,00:11:33,0.0,0.47,7.08,18.42,6.61,0.94,0.0,6.0,00:12:57,0.0,0.77,9.27,20.08,7.72,1.54,0.0,,,,,,
Trent Frederic,EDM,C,13,00:12:39,0.36,0.0,4.74,12.76,1.46,2.19,6.93,7.0,00:12:11,0.0,0.0,2.81,15.46,0.0,0.0,5.62,,,,,,
Andrew Peeke,BOS,D,14,00:19:16,0.0,0.44,3.56,4.45,7.33,0.0,0.0,7.0,00:19:56,0.0,0.43,3.44,4.3,4.73,0.0,0.0,,,,,,
Tyson Jost,NSH,C,10,00:12:21,0.49,0.0,7.28,6.8,2.43,1.94,4.37,4.0,00:12:45,1.18,0.0,3.53,9.41,3.53,2.35,3.53,,,,,,
Dante Fabbro,CBJ,D,12,00:17:11,0.29,0.58,3.78,0.87,6.69,0.58,0.0,7.0,00:16:09,0.53,1.06,4.77,0.53,4.77,0.0,0.0,,,,,,
Joshua Mahura,SEA,D,11,00:15:20,0.36,0.36,2.84,4.26,6.4,5.69,0.0,7.0,00:14:40,0.58,0.0,2.34,1.75,8.18,8.18,0.0,,,,,,
Logan Stanley,WPG,D,12,00:17:11,0.58,1.16,3.2,6.69,5.82,5.82,0.0,7.0,00:17:43,0.0,1.45,3.38,6.29,6.29,5.32,0.0,,,,,,
Jordan Kyrou,STL,R,12,00:17:42,1.13,1.13,7.9,0.56,1.98,0.0,0.0,7.0,00:18:15,1.41,0.94,8.92,0.47,1.41,0.0,0.0,12.0,00:02:48,5.34,7.0,00:03:12,8.03
Taylor Raddysh,NYR,R,13,00:12:16,1.88,0.0,6.77,3.76,1.88,0.75,0.0,7.0,00:12:53,2.66,0.0,7.31,1.99,1.99,1.33,0.0,,,,,,
Noah Gregor,FLA,L,2,00:08:31,0.0,0.0,14.09,10.57,0.0,0.0,0.0,2.0,00:08:31,0.0,0.0,14.09,10.57,0.0,0.0,0.0,,,,,,
Dennis Cholowski,N.J,D,2,00:15:36,0.0,1.92,1.92,0.0,11.54,0.0,0.0,2.0,00:15:36,0.0,1.92,1.92,0.0,11.54,0.0,0.0,,,,,,
Samuel Girard,COL,D,2,00:18:48,0.0,0.0,3.19,4.79,4.79,0.0,0.0,,,,,,,,,,,,,,,
Pierre-Luc Dubois,WSH,L,6,00:15:31,0.0,0.0,5.79,3.86,1.93,1.29,21.24,3.0,00:13:41,0.0,0.0,5.84,5.84,2.92,2.92,26.29,6.0,00:01:56,0.0,,,
Jake Bean,CGY,D,10,00:16:37,0.0,0.36,3.97,1.08,6.49,1.44,0.0,6.0,00:17:00,0.0,0.59,4.71,0.59,6.47,1.18,0.0,,,,,,
Jesper Bratt,N.J,L,13,00:17:08,1.08,2.42,7.27,4.58,1.08,1.62,0.0,7.0,00:17:25,0.49,0.98,7.87,3.44,1.48,0.0,0.0,13.0,00:02:39,6.95,7.0,00:02:21,3.63
Mikhail Sergachev,UTA,D,12,00:24:52,0.4,1.41,4.42,0.6,4.42,2.01,0.0,7.0,00:24:41,0.69,2.43,4.51,0.69,3.47,2.08,0.0,12.0,00:03:56,6.33,7.0,00:03:38,11.76
Nathan Bastian,DAL,R,12,00:07:26,0.67,0.0,6.05,18.14,2.02,2.69,0.0,7.0,00:07:35,0.0,0.0,4.52,20.34,0.0,4.52,0.0,,,,,,
Tage Thompson,BUF,C,12,00:19:10,1.3,1.3,14.08,4.69,2.35,2.61,10.95,7.0,00:19:27,1.76,0.88,15.41,1.32,3.08,1.76,9.25,12.0,00:03:46,5.3,7.0,00:03:56,4.35
Filip Hronek,VAN,D,13,00:24:51,0.0,1.11,2.79,4.83,3.34,0.74,0.0,7.0,00:25:57,0.0,0.99,3.3,3.63,2.64,0.0,0.0,13.0,00:01:53,4.88,7.0,00:02:31,3.41
Troy Stecher,EDM,D,6,00:13:37,0.0,0.0,2.2,1.47,2.2,5.87,0.0,2.0,00:09:43,0.0,0.0,3.08,0.0,6.16,6.16,0.0,,,,,,
Brandon Duhaime,WSH,R,12,00:13:05,0.0,0.38,2.29,11.83,1.91,4.96,0.76,7.0,00:13:01,0.0,0.66,1.97,9.87,0.66,8.55,0.66,,,,,,
Ross Colton,COL,C,13,00:12:18,0.37,1.5,8.62,12.74,2.25,1.87,3.37,7.0,00:12:49,0.0,2.67,6.69,14.04,1.34,0.0,2.67,,,,,,
Brandon Hagel,T.B,L,12,00:20:38,0.97,1.21,8.24,2.18,1.7,2.42,0.24,7.0,00:21:20,1.61,1.61,9.24,2.01,0.8,1.61,0.4,12.0,00:01:59,2.51,7.0,00:02:24,3.57
Vincent Desharnais,S.J,D,9,00:15:43,0.0,0.42,2.97,5.51,6.78,6.78,0.0,6.0,00:15:13,0.0,0.0,2.63,5.26,7.88,2.63,0.0,,,,,,
Michael Eyssimont,BOS,C,14,00:11:27,1.12,1.5,11.22,2.99,2.24,4.11,0.0,7.0,00:11:20,1.51,1.51,14.35,3.02,2.27,5.29,0.0,,,,,,
Michael Carcone,UTA,L,10,00:10:24,1.15,0.58,11.53,6.34,2.31,6.92,0.0,7.0,00:10:52,0.79,0.79,12.6,7.09,3.15,9.45,0.0,,,,,,
Justin Brazeau,PIT,R,12,00:13:28,2.23,2.23,8.16,6.31,4.45,0.0,0.0,6.0,00:13:37,1.47,3.67,7.34,5.14,3.67,0.0,0.0,,,,,,
Tanner Jeannot,BOS,L,14,00:13:25,0.64,0.96,5.43,9.26,4.79,3.51,0.64,7.0,00:13:49,0.0,1.86,3.1,9.31,4.96,4.34,0.0,,,,,,
Mathieu Olivier,CBJ,R,12,00:14:40,0.34,1.36,6.13,14.65,3.41,5.79,0.0,7.0,00:14:50,0.58,1.73,6.36,16.75,1.16,5.78,0.0,,,,,,
Trevor Moore,L.A,L,12,00:15:58,0.94,0.31,7.82,1.88,3.13,1.25,0.63,6.0,00:15:51,0.63,0.0,6.93,3.15,4.41,2.52,0.63,,,,,,
Jeffrey Viel,BOS,L,3,00:12:13,0.0,0.0,6.55,22.91,1.64,11.45,0.0,2.0,00:12:25,0.0,0.0,9.66,24.16,0.0,16.91,0.0,,,,,,
Justin Danforth,BUF,R,4,00:11:42,0.0,0.0,2.56,3.84,5.13,2.56,21.79,,,,,,,,,,,,,,,
Zach Aston-Reese,CBJ,C,9,00:10:10,0.0,1.97,5.9,15.73,3.28,1.31,0.66,4.0,00:10:45,0.0,2.79,5.58,16.74,2.79,0.0,0.0,,,,,,
Kailer Yamamoto,UTA,R,6,00:11:57,0.84,0.84,5.02,2.51,0.0,3.35,1.67,2.0,00:12:16,2.45,2.45,9.78,2.45,0.0,4.89,2.45,6.0,00:02:09,0.0,,,
Nicolas Hague,NSH,D,5,00:19:59,0.0,0.6,1.2,5.4,3.6,2.4,0.0,5.0,00:19:59,0.0,0.6,1.2,5.4,3.6,2.4,0.0,,,,,,
Jonah Gadjovich,FLA,L,10,00:07:56,0.0,2.27,6.04,22.66,2.27,5.29,0.0,5.0,00:07:36,0.0,3.15,9.46,23.64,1.58,11.03,0.0,,,,,,
Conor Timmins,BUF,D,12,00:20:08,0.0,0.99,2.98,1.74,6.46,1.99,0.0,7.0,00:19:53,0.0,1.72,2.58,1.72,3.45,0.0,0.0,,,,,,
Mario Ferraro,S.J,D,13,00:20:52,0.22,0.44,3.1,5.53,7.07,0.44,0.0,7.0,00:20:45,0.0,0.41,2.06,5.37,7.43,0.0,0.0,,,,,,
Cale Fleury,SEA,D,4,00:14:43,0.0,1.02,3.06,6.11,2.04,5.09,0.0,4.0,00:14:43,0.0,1.02,3.06,6.11,2.04,5.09,0.0,,,,,,
Morgan Geekie,BOS,C,14,00:17:56,2.15,0.48,6.69,6.21,0.96,0.96,4.3,7.0,00:17:33,3.42,0.0,10.26,5.37,1.47,0.0,5.86,14.0,00:03:36,3.57,7.0,00:03:15,5.25
Michael Rasmussen,DET,C,12,00:11:45,0.43,0.85,3.83,4.68,3.83,1.7,22.95,6.0,00:12:22,0.0,0.81,3.23,4.04,1.62,3.23,22.64,,,,,,
Cody Glass,N.J,C,6,00:12:33,1.59,0.0,7.17,2.39,1.59,4.78,19.91,,,,,,,,,,,,,,,
Mikey Anderson,L.A,D,13,00:19:38,0.23,0.0,1.88,3.76,4.7,0.47,0.0,7.0,00:19:17,0.0,0.0,1.78,2.67,4.0,0.89,0.0,,,,,,
Casey Mittelstadt,BOS,C,13,00:14:18,1.29,1.29,4.19,0.32,1.94,0.0,14.51,7.0,00:14:42,1.17,2.33,4.66,0.58,2.33,0.0,7.57,13.0,00:01:40,0.0,7.0,00:01:32,0.0
Urho Vaakanainen,NYR,D,10,00:14:53,0.0,0.4,3.22,1.61,2.82,3.22,0.0,4.0,00:13:59,0.0,1.07,2.14,2.14,3.22,4.29,0.0,,,,,,
Nico Hischier,N.J,C,13,00:20:13,0.68,1.83,6.16,1.6,3.65,0.91,31.96,7.0,00:20:12,0.42,1.7,6.36,2.54,1.7,1.7,30.96,13.0,00:02:51,4.86,7.0,00:02:22,7.24
Jesper Boqvist,FLA,C,12,00:11:34,0.43,0.0,4.75,14.26,3.03,1.73,3.89,7.0,00:11:26,0.0,0.0,4.49,13.48,5.24,1.5,2.25,,,,,,
Eeli Tolvanen,SEA,R,11,00:15:18,0.0,1.07,3.92,9.98,4.28,0.71,0.0,7.0,00:15:31,0.0,1.66,3.31,6.63,4.42,1.1,0.0,11.0,00:01:37,3.34,7.0,00:01:34,5.45
Elias Pettersson,VAN,C,13,00:19:42,0.7,1.17,4.68,3.98,6.09,0.47,27.87,7.0,00:21:05,0.81,1.22,4.88,4.06,5.69,0.0,28.45,13.0,00:03:57,3.5,7.0,00:03:58,4.3
Gabriel Vilardi,WPG,C,12,00:18:28,1.35,2.16,7.85,1.08,1.08,0.54,2.16,7.0,00:18:41,2.29,1.83,8.71,0.0,0.92,0.92,3.21,12.0,00:03:23,5.9,7.0,00:03:37,7.11
Owen Tippett,PHI,R,12,00:16:37,1.5,0.3,9.62,6.92,1.5,5.41,0.0,7.0,00:16:44,1.02,0.51,9.22,7.17,1.54,6.15,0.0,12.0,00:02:10,2.31,7.0,00:01:48,0.0
Nick Suzuki,MTL,C,12,00:20:12,0.49,3.96,6.68,1.24,1.98,0.49,26.72,7.0,00:20:20,0.84,3.79,7.16,0.84,2.53,0.0,26.55,12.0,00:03:22,11.84,7.0,00:02:34,16.61
Robert Thomas,STL,C,8,00:18:42,0.4,2.0,3.21,1.2,2.4,1.6,26.85,3.0,00:18:34,0.0,4.31,4.31,2.15,1.08,0.0,29.08,8.0,00:03:06,7.26,3.0,00:04:16,9.36
Jason Robertson,DAL,L,12,00:20:47,0.72,1.68,12.27,1.92,2.16,0.0,0.0,7.0,00:21:49,0.39,1.18,11.0,1.57,3.14,0.0,0.0,12.0,00:04:09,6.02,7.0,00:04:40,3.67
Morgan Frost,CGY,C,14,00:16:02,0.53,1.34,6.14,2.4,2.14,3.2,25.37,7.0,00:16:09,0.53,2.12,7.42,3.18,3.18,4.24,23.86,14.0,00:04:02,3.18,7.0,00:03:38,4.7
Henri Jokiharju,BOS,D,14,00:17:46,0.0,0.72,2.41,2.41,3.37,0.96,0.0,7.0,00:17:51,0.0,0.48,0.48,1.92,2.4,0.0,0.0,14.0,00:01:05,3.93,,,
Miro Heiskanen,DAL,D,12,00:25:10,0.4,0.6,5.96,0.6,3.38,0.4,0.0,7.0,00:25:07,0.68,0.34,6.48,0.68,3.07,0.0,0.0,12.0,00:03:36,2.77,7.0,00:03:52,4.41
Martin Necas,COL,C,13,00:21:14,1.96,1.74,6.08,3.04,0.65,1.74,1.3,7.0,00:21:32,1.99,0.8,5.57,3.98,0.4,2.39,1.19,13.0,00:04:32,4.06,7.0,00:03:32,2.42
Timothy Liljegren,S.J,D,10,00:21:09,0.0,0.85,2.27,3.4,5.67,1.7,0.0,7.0,00:21:32,0.0,1.19,2.78,3.58,3.98,1.59,0.0,,,,,,
P.O Joseph,VAN,D,7,00:12:40,0.0,0.0,5.41,2.03,4.06,1.35,0.0,7.0,00:12:40,0.0,0.0,5.41,2.03,4.06,1.35,0.0,,,,,,
Josh Norris,BUF,C,1,00:18:51,0.0,0.0,12.73,3.18,0.0,0.0,12.73,,,,,,,,,,,,,,,
Ryan Poehling,ANA,C,11,00:11:36,0.47,1.41,3.76,1.88,3.29,0.94,22.54,7.0,00:12:48,0.67,2.01,4.69,2.01,3.35,0.0,22.09,,,,,,
Cale Makar,COL,D,13,00:25:27,0.73,2.54,6.17,1.81,3.99,1.09,0.0,7.0,00:26:35,0.64,2.9,5.16,0.97,3.87,0.0,0.0,13.0,00:04:47,6.75,7.0,00:04:00,10.7
Alexandre Texier,STL,L,7,00:09:57,0.0,0.86,6.03,6.89,0.86,0.0,0.86,3.0,00:11:29,0.0,0.0,6.96,10.44,0.0,0.0,0.0,,,,,,
Filip Chytil,VAN,C,6,00:15:38,1.92,0.0,9.59,1.92,2.56,3.84,23.02,,,,,,,,,,,,,,,
Alex Iafallo,WPG,L,12,00:15:49,0.63,0.95,6.95,4.11,2.84,1.26,1.58,7.0,00:15:40,0.55,0.55,8.2,3.83,1.09,1.09,1.09,12.0,00:03:13,6.2,7.0,00:03:30,2.45
Neal Pionk,WPG,D,12,00:23:35,0.0,0.42,5.72,4.45,4.24,2.12,0.0,7.0,00:24:17,0.0,0.71,6.35,6.0,3.88,1.41,0.0,12.0,00:01:59,2.52,7.0,00:01:50,4.66
Eetu Luostarinen,FLA,C,12,00:16:28,0.3,0.91,5.76,8.8,3.64,0.61,2.43,7.0,00:16:12,0.53,1.59,7.93,8.99,5.29,1.06,3.7,,,,,,
Fabian Zetterlund,OTT,L,13,00:13:37,0.34,0.68,7.11,7.79,1.69,2.03,0.34,7.0,00:12:37,0.68,0.68,7.47,3.39,2.72,0.0,0.0,,,,,,
Jacob Bryson,BUF,D,5,00:09:27,0.0,1.27,1.27,1.27,5.07,2.54,0.0,,,,,,,,,,,,,,,
Drake Batherson,OTT,R,10,00:17:01,1.76,3.52,7.75,5.64,1.06,1.41,0.35,7.0,00:16:55,2.53,3.55,8.61,6.59,0.51,2.03,0.51,10.0,00:03:24,8.79,7.0,00:03:35,11.91
Noah Cates,PHI,L,12,00:17:24,0.86,1.44,6.89,2.87,2.3,1.15,24.13,7.0,00:17:45,0.48,1.45,6.27,2.9,1.93,0.97,22.68,12.0,00:02:14,6.7,7.0,00:02:17,11.23
Olle Lycksell,OTT,R,5,00:10:25,1.15,0.0,6.9,2.3,3.45,0.0,0.0,3.0,00:10:37,1.88,0.0,9.41,1.88,1.88,0.0,0.0,,,,,,
Nick Perbix,NSH,D,13,00:20:55,0.44,0.22,4.19,1.1,3.97,0.88,0.0,7.0,00:21:51,0.0,0.0,4.32,1.18,3.92,0.78,0.0,,,,,,
Ben Jones,MIN,C,4,00:08:29,0.0,0.0,5.3,21.21,3.53,0.0,28.28,4.0,00:08:29,0.0,0.0,5.3,21.21,3.53,0.0,28.28,,,,,,
Alexey Toropchenko,STL,R,5,00:10:21,0.0,0.0,5.79,10.42,2.32,0.0,0.0,4.0,00:10:16,0.0,0.0,5.84,11.68,1.46,0.0,0.0,,,,,,
Morgan Barron,WPG,C,12,00:12:32,1.2,1.2,5.98,7.97,2.79,1.59,31.49,7.0,00:12:52,0.0,0.67,6.66,7.33,2.0,1.33,39.3,,,,,,
Sean Walker,CAR,D,11,00:23:45,0.23,0.0,5.74,5.97,4.36,1.84,0.0,7.0,00:24:33,0.0,0.0,7.33,4.89,3.84,2.09,0.0,11.0,00:01:50,0.0,7.0,00:01:32,0.0
Mark Kastelic,BOS,C,14,00:12:27,1.03,0.34,6.88,8.94,6.53,3.09,17.53,7.0,00:12:59,0.66,0.0,8.57,6.59,5.94,1.32,15.83,,,,,,
Charle-Edouard D'Astous,T.B,D,5,00:14:37,0.82,0.82,4.1,4.1,3.28,3.28,0.0,5.0,00:14:37,0.82,0.82,4.1,4.1,3.28,3.28,0.0,,,,,,
Sean Durzi,UTA,D,2,00:18:55,0.0,1.59,3.17,4.76,6.34,6.34,0.0,,,,,,,,,,,,,,,
Parker Kelly,COL,C,13,00:11:25,0.81,0.81,6.87,11.71,4.44,2.42,6.87,7.0,00:11:04,1.55,1.55,8.51,9.29,4.64,3.1,3.87,,,,,,
Pius Suter,STL,C,12,00:16:39,1.2,0.9,6.0,3.0,1.8,1.2,17.41,7.0,00:16:22,1.05,1.05,4.71,2.62,1.57,1.05,16.23,12.0,00:01:53,2.65,7.0,00:01:48,4.74
