Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
Radek Faksa,DAL,C,12,00:12:17,0.41,1.22,2.03,8.95,3.66,0.81,23.99,7.0,00:11:49,0.0,1.45,0.72,10.87,2.9,0.0,22.45,,,,,,
Matt Grzelcyk,CHI,D,12,00:15:09,0.0,0.66,4.95,1.32,2.97,0.66,0.0,7.0,00:14:50,0.0,0.58,5.77,1.73,1.73,0.0,0.0,,,,,,
Colton Parayko,STL,D,12,00:23:01,0.0,1.09,4.34,2.39,4.34,0.87,0.0,7.0,00:23:08,0.0,1.11,3.33,1.11,3.7,0.74,0.0,,,,,,
Oskar Sundqvist,STL,C,6,00:14:31,0.0,3.44,2.75,6.2,2.07,2.75,18.59,6.0,00:14:31,0.0,3.44,2.75,6.2,2.07,2.75,18.59,,,,,,
Esa Lindell,DAL,D,12,00:22:31,0.22,0.67,2.44,2.44,5.55,0.44,0.0,7.0,00:22:18,0.0,0.38,1.54,1.54,6.15,0.77,0.0,,,,,,
Chandler Stephenson,SEA,C,11,00:20:50,0.78,1.05,4.71,0.52,2.88,0.0,30.88,7.0,00:20:48,0.41,1.65,4.12,0.41,1.65,0.0,32.54,11.0,00:02:48,5.82,7.0,00:02:38,6.49
Shayne Gostisbehere,CAR,D,6,00:14:34,0.69,4.12,4.12,1.37,5.49,1.37,0.0,2.0,00:05:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,00:02:50,3.51,,,
Mackenzie MacEachern,VAN,L,2,00:11:37,0.0,2.58,7.75,7.75,5.16,0.0,0.0,2.0,00:11:37,0.0,2.58,7.75,7.75,5.16,0.0,0.0,,,,,,
Adam Pelech,NYI,D,12,00:19:10,0.0,0.52,3.91,1.3,4.17,1.04,0.0,7.0,00:20:08,0.0,0.43,3.41,1.7,5.53,0.85,0.0,,,,,,
Jordan Martinook,CAR,L,11,00:14:48,0.74,1.84,6.63,7.74,4.05,0.74,1.11,7.0,00:14:47,1.16,1.16,5.21,6.37,5.21,1.16,0.58,,,,,,
Damon Severson,CBJ,D,12,00:20:19,0.25,0.49,3.69,3.2,3.45,1.48,0.0,7.0,00:20:39,0.0,0.41,3.32,4.98,2.9,2.49,0.0,12.0,00:01:19,3.78,,,
Colton Sissons,VGK,C,9,00:11:05,0.0,0.6,2.4,6.61,3.0,7.81,34.85,5.0,00:10:56,0.0,1.1,1.1,8.78,3.29,7.68,35.11,,,,,,
Teddy Blueger,VAN,C,2,00:15:49,1.9,0.0,3.79,5.69,5.69,0.0,17.06,,,,,,,,,,,,,,,
Jake McCabe,TOR,D,12,00:20:48,0.48,0.72,2.4,3.61,6.73,2.16,0.0,7.0,00:20:26,0.42,0.84,3.36,3.77,7.97,3.77,0.0,,,,,,
Jaccob Slavin,CAR,D,2,00:18:31,0.0,0.0,3.24,0.0,4.86,0.0,0.0,,,,,,,,,,,,,,,
Brett Kulak,EDM,D,13,00:18:23,0.0,0.5,4.01,0.5,2.76,0.5,0.0,7.0,00:17:45,0.0,0.0,6.27,0.48,2.41,0.0,0.0,,,,,,
Josh Anderson,MTL,R,12,00:14:45,0.34,0.34,4.74,5.76,2.03,1.35,1.69,7.0,00:14:55,0.57,0.57,4.6,5.17,1.15,2.3,2.87,,,,,,
Vinnie Hinostroza,MIN,C,13,00:11:24,0.4,1.21,5.26,5.26,1.62,1.62,1.21,7.0,00:12:38,0.68,2.03,4.75,4.07,1.36,1.36,1.36,,,,,,
Connor Brown,N.J,R,11,00:15:46,1.73,0.35,5.88,2.07,3.46,0.69,1.04,5.0,00:16:22,1.46,0.73,5.86,1.46,2.2,1.46,0.73,,,,,,
Ben Hutton,VGK,D,10,00:15:26,0.0,1.17,5.83,1.94,5.05,1.94,0.0,7.0,00:14:59,0.0,1.14,5.15,1.72,7.43,0.0,0.0,,,,,,
Liam O'Brien,UTA,C,6,00:09:26,1.06,0.0,10.59,10.59,4.24,7.41,0.0,5.0,00:09:18,0.0,0.0,10.32,12.9,2.58,9.03,0.0,,,,,,
Kurtis MacDermid,OTT,L,6,00:04:22,0.0,0.0,4.58,9.15,9.15,20.6,0.0,4.0,00:04:18,0.0,0.0,3.48,6.97,6.97,13.94,0.0,,,,,,
Nate Schmidt,UTA,D,12,00:20:52,0.0,0.48,4.31,3.59,2.63,0.48,0.0,7.0,00:21:18,0.0,0.8,4.02,4.83,2.41,0.0,0.0,12.0,00:01:57,0.0,,,
MacKenzie Weegar,CGY,D,14,00:24:30,0.0,0.7,3.67,5.94,4.37,3.5,0.0,7.0,00:24:36,0.0,0.7,4.53,4.53,5.22,0.0,0.0,14.0,00:03:29,2.46,7.0,00:02:35,3.31
Connor Clifton,PIT,D,3,00:17:33,0.0,0.0,2.28,18.22,10.25,2.28,0.0,2.0,00:17:10,0.0,0.0,0.0,13.98,8.74,3.5,0.0,,,,,,
Carson Soucy,NYR,D,9,00:15:44,0.42,0.42,3.39,5.08,2.96,0.85,0.0,6.0,00:16:04,0.0,0.62,3.11,5.6,2.49,1.24,0.0,,,,,,
Jonny Brodzinski,NYR,C,5,00:09:32,1.26,1.26,2.52,0.0,1.26,0.0,3.77,3.0,00:10:31,1.9,1.9,3.8,0.0,0.0,0.0,1.9,,,,,,
John Hayden,SEA,C,3,00:10:04,0.0,0.0,3.97,13.89,3.97,3.97,11.91,3.0,00:10:04,0.0,0.0,3.97,13.89,3.97,3.97,11.91,,,,,,
Pavel Buchnevich,STL,L,12,00:18:20,0.55,1.09,6.81,2.73,0.82,1.09,0.82,7.0,00:19:22,0.89,0.0,7.08,2.21,0.89,0.89,0.89,12.0,00:03:04,4.88,7.0,00:03:35,4.78
Jake Guentzel,T.B,C,12,00:20:53,1.2,1.68,8.85,0.48,1.44,0.96,5.03,,,,,,,,,,12.0,00:04:21,2.3,7.0,00:04:49,1.78
Anthony Duclair,NYI,L,12,00:14:39,0.68,0.34,6.14,0.0,3.07,0.68,0.0,7.0,00:13:49,0.62,0.62,6.2,0.0,3.1,1.24,0.0,12.0,00:01:32,3.25,7.0,00:01:29,0.0
Carter Verhaeghe,FLA,C,12,00:18:11,0.55,1.1,8.24,1.92,0.82,0.55,1.65,7.0,00:19:10,0.45,1.34,7.6,1.79,0.45,0.89,1.79,12.0,00:02:17,4.38,7.0,00:02:22,0.0
Oliver Bjorkstrand,T.B,R,12,00:13:43,0.36,0.73,5.83,3.64,1.09,0.73,1.46,7.0,00:13:25,0.0,0.0,5.11,3.83,1.28,1.28,2.56,12.0,00:03:02,1.65,7.0,00:03:15,0.0
Mason Geertsen,BUF,L,4,00:04:11,0.0,0.0,0.0,21.45,0.0,42.9,0.0,,,,,,,,,,,,,,,
Miles Wood,CBJ,L,7,00:10:54,3.14,0.0,9.43,6.28,0.79,1.57,0.79,4.0,00:13:07,3.43,0.0,9.14,6.86,1.14,0.0,1.14,,,,,,
Andrew Copp,DET,C,13,00:15:02,0.31,1.23,3.99,3.38,3.99,2.46,12.89,7.0,00:15:18,0.0,1.68,2.8,3.92,4.48,3.36,12.89,,,,,,
Andre Burakovsky,CHI,L,11,00:17:04,1.28,1.6,4.79,1.6,0.96,1.92,0.0,6.0,00:18:02,1.11,2.22,3.88,0.55,1.66,3.33,0.0,11.0,00:01:51,11.75,6.0,00:01:43,17.48
Michael McCarron,NSH,C,13,00:14:49,0.31,0.62,4.67,10.58,3.74,4.98,28.95,7.0,00:15:37,0.0,0.55,4.39,9.32,4.39,2.74,33.45,,,,,,
Shea Theodore,VGK,D,11,00:24:22,0.0,1.12,4.92,0.0,5.59,0.45,0.0,7.0,00:24:38,0.0,1.39,4.17,0.0,6.26,0.7,0.0,11.0,00:02:41,4.06,7.0,00:03:48,4.51
Jason Dickinson,CHI,C,8,00:14:16,0.53,1.05,5.25,3.15,3.15,1.05,35.73,4.0,00:14:52,0.0,1.01,4.03,3.03,5.04,0.0,34.29,,,,,,
Ryan Hartman,MIN,R,13,00:16:19,1.13,0.57,10.18,3.11,3.39,1.13,21.21,7.0,00:16:22,1.05,1.05,8.37,4.19,3.66,0.0,17.8,13.0,00:02:02,2.26,7.0,00:02:07,4.04
Adam Erne,DAL,L,9,00:10:19,0.65,0.65,3.87,21.94,3.87,1.29,1.29,7.0,00:10:38,0.81,0.81,4.03,16.92,3.22,1.61,0.81,,,,,,
J.T. Compher,DET,L,13,00:16:42,0.55,0.83,3.31,0.83,2.21,0.55,18.51,7.0,00:16:33,1.04,1.04,4.14,0.0,0.52,1.04,22.78,13.0,00:01:16,0.0,,,
Artturi Lehkonen,COL,L,13,00:19:31,0.95,1.89,7.8,1.42,3.31,0.0,0.0,7.0,00:19:02,0.9,1.35,8.55,1.35,3.6,0.0,0.0,13.0,00:02:49,0.0,,,
William Carrier,CAR,L,7,00:10:19,0.83,1.66,4.98,11.62,0.83,1.66,0.0,3.0,00:08:41,0.0,2.3,2.3,4.6,0.0,0.0,0.0,,,,,,
Tyler Bertuzzi,CHI,L,11,00:16:48,0.97,1.3,6.82,4.22,0.0,5.19,4.87,6.0,00:17:07,1.17,0.58,7.01,4.09,0.0,9.34,7.01,11.0,00:02:39,6.17,6.0,00:02:28,8.06
Brett Pesce,N.J,D,9,00:19:39,0.0,1.02,2.71,1.36,8.14,0.68,0.0,3.0,00:16:24,0.0,0.0,2.44,0.0,4.87,0.0,0.0,,,,,,
Nathan MacKinnon,COL,C,13,00:21:43,2.12,1.91,11.9,2.76,1.91,1.7,30.59,7.0,00:21:42,1.58,1.97,12.24,3.16,1.58,1.58,28.83,13.0,00:04:59,4.62,7.0,00:04:03,6.35
Jonathan Drouin,NYI,L,11,00:17:36,0.31,1.86,4.34,1.24,1.24,5.27,2.79,7.0,00:17:08,0.0,1.5,3.5,2.0,2.0,1.0,4.0,11.0,00:04:14,1.29,7.0,00:03:44,2.29
Seth Jones,FLA,D,12,00:23:34,0.0,1.27,3.61,3.18,2.33,1.7,0.0,7.0,00:24:00,0.0,1.43,2.86,4.64,3.21,1.43,0.0,12.0,00:04:06,3.66,7.0,00:04:07,4.16
Elias Lindholm,BOS,C,13,00:17:41,1.04,1.3,5.74,4.96,3.65,2.09,34.17,6.0,00:16:52,1.19,1.19,3.56,4.15,4.74,2.37,24.89,13.0,00:03:27,9.34,6.0,00:03:01,13.22
Sean Monahan,CBJ,C,12,00:18:30,0.27,1.35,7.02,2.16,0.27,0.54,32.95,7.0,00:17:59,0.48,2.38,6.67,1.91,0.0,0.0,27.63,12.0,00:02:41,5.58,7.0,00:02:34,9.99
Darnell Nurse,EDM,D,13,00:20:50,0.66,0.89,6.64,4.87,7.75,1.33,0.0,7.0,00:20:45,1.24,0.83,6.6,4.13,6.19,1.65,0.0,,,,,,
Bo Horvat,NYI,C,12,00:20:57,1.67,1.43,9.54,1.43,0.72,1.43,32.44,7.0,00:20:55,1.23,1.64,6.14,0.82,0.41,1.64,32.76,12.0,00:04:19,5.77,7.0,00:04:01,4.26
Valeri Nichushkin,COL,R,13,00:18:07,1.27,1.02,8.91,3.56,0.76,0.51,0.25,7.0,00:19:54,1.29,1.29,9.04,3.88,0.0,0.86,0.43,13.0,00:02:38,3.49,7.0,00:03:16,5.24
Max Domi,TOR,C,12,00:13:04,1.15,0.38,9.94,0.76,2.68,3.06,17.2,7.0,00:12:44,1.35,0.67,10.09,0.67,3.36,4.04,12.78,12.0,00:01:16,0.0,7.0,00:01:30,0.0
Josh Morrissey,WPG,D,12,00:24:35,0.2,2.03,4.07,1.42,4.88,1.22,0.0,7.0,00:24:31,0.35,3.15,5.59,1.75,5.59,0.0,0.0,12.0,00:03:22,2.97,7.0,00:03:29,4.9
Alexander Wennberg,S.J,C,13,00:20:44,0.67,1.11,2.89,0.67,3.56,0.0,20.92,7.0,00:22:22,0.77,1.15,2.3,0.38,4.98,0.0,20.3,13.0,00:02:38,5.23,7.0,00:02:34,0.0
Ryan Pulock,NYI,D,12,00:19:24,0.0,1.29,3.35,2.58,5.67,0.0,0.0,7.0,00:20:09,0.0,1.28,4.25,2.98,5.1,0.0,0.0,,,,,,
Nikita Zadorov,BOS,D,14,00:21:30,0.2,0.6,1.99,10.96,4.19,3.19,0.0,7.0,00:21:40,0.0,0.79,1.98,8.3,1.98,3.16,0.0,,,,,,
Curtis Lazar,EDM,C,3,00:10:43,1.87,0.0,1.87,13.06,5.6,0.0,11.2,2.0,00:10:54,0.0,0.0,0.0,13.76,8.26,0.0,8.26,,,,,,
Anthony Mantha,PIT,R,13,00:15:04,1.84,1.53,7.35,1.84,3.06,0.0,0.31,7.0,00:15:16,2.24,1.68,6.17,0.56,2.81,0.0,0.0,13.0,00:01:15,3.67,,,
Ross Johnston,ANA,L,10,00:09:00,0.67,2.0,2.0,17.99,2.66,19.32,0.67,6.0,00:09:34,1.04,3.13,2.09,17.75,3.13,25.07,1.04,,,,,,
Dakota Mermis,TOR,D,1,00:13:12,0.0,0.0,4.55,0.0,0.0,0.0,0.0,1.0,00:13:12,0.0,0.0,4.55,0.0,0.0,0.0,0.0,,,,,,
Nathan Walker,STL,L,12,00:12:33,0.4,1.19,6.37,16.73,2.79,2.39,5.58,7.0,00:12:43,0.67,0.67,6.74,15.5,2.7,4.04,5.39,,,,,,
Joel Hanley,CGY,D,14,00:16:19,0.0,0.53,2.1,2.89,6.3,1.05,0.0,7.0,00:15:49,0.0,1.08,3.79,2.17,4.88,1.08,0.0,,,,,,
Conor Sheary,NYR,L,13,00:15:48,0.0,1.17,5.55,0.88,2.34,0.58,1.46,7.0,00:15:50,0.0,1.62,5.95,1.08,1.62,1.08,2.71,13.0,00:01:03,4.37,,,
Trevor van Riemsdyk,WSH,D,10,00:14:29,0.41,0.0,3.31,0.41,4.14,1.66,0.0,7.0,00:14:37,0.59,0.0,3.52,0.59,4.69,0.0,0.0,,,,,,
Garnet Hathaway,PHI,R,12,00:09:43,0.0,0.0,3.08,20.04,4.62,6.68,2.06,7.0,00:09:23,0.0,0.0,3.65,19.17,4.56,8.22,2.74,,,,,,
Frederic Gaudreau,SEA,C,4,00:12:52,0.0,1.17,3.5,2.33,5.83,0.0,20.98,,,,,,,,,,,,,,,
Aaron Ekblad,FLA,D,12,00:23:40,0.21,0.42,4.22,2.75,3.59,1.27,0.0,7.0,00:23:40,0.0,0.36,3.62,2.9,3.62,0.72,0.0,12.0,00:03:07,1.6,7.0,00:02:20,0.0
Sam Reinhart,FLA,C,12,00:21:36,1.39,0.23,8.33,3.24,2.31,0.46,4.17,7.0,00:22:42,1.51,0.0,7.93,2.64,3.02,0.76,2.64,12.0,00:04:19,2.31,7.0,00:04:22,1.96
Leon Draisaitl,EDM,C,13,00:22:37,1.84,1.43,7.75,1.43,0.41,0.41,23.25,7.0,00:22:23,1.91,2.3,9.18,1.15,0.38,0.0,28.7,13.0,00:03:47,9.73,7.0,00:03:42,11.55
Sam Bennett,FLA,C,12,00:17:20,0.58,0.29,7.21,6.63,1.44,2.88,23.36,7.0,00:16:47,0.51,0.51,5.61,4.59,2.55,2.04,25.01,12.0,00:03:17,1.52,7.0,00:02:43,0.0
Haydn Fleury,WPG,D,11,00:15:42,0.0,0.0,3.47,6.25,5.91,1.39,0.0,7.0,00:15:33,0.0,0.0,4.41,4.96,4.96,2.2,0.0,,,,,,
William Nylander,TOR,R,9,00:19:25,1.03,4.12,4.81,0.69,1.03,0.69,2.75,4.0,00:18:46,0.8,3.99,3.99,1.6,0.0,0.0,3.2,9.0,00:03:05,4.3,4.0,00:03:38,4.11
Nikolaj Ehlers,CAR,L,11,00:17:11,0.0,1.27,8.88,1.59,0.95,1.9,1.59,7.0,00:17:23,0.0,1.97,7.39,1.48,0.99,2.96,2.46,11.0,00:03:09,0.0,7.0,00:02:50,0.0
Kevin Fiala,L.A,L,13,00:18:26,1.25,1.0,11.01,2.25,1.0,1.5,0.0,7.0,00:18:27,0.46,1.39,11.14,1.86,1.39,0.93,0.0,13.0,00:03:21,5.5,7.0,00:04:00,4.28
Dylan Larkin,DET,C,13,00:20:36,1.79,2.24,8.29,1.34,1.34,1.79,33.14,7.0,00:20:57,1.23,1.64,6.95,0.82,2.04,0.82,35.17,13.0,00:03:46,6.12,7.0,00:03:56,4.35
Sonny Milano,WSH,L,6,00:10:28,0.95,0.0,9.55,2.86,0.0,0.0,0.95,3.0,00:08:59,2.22,0.0,8.9,4.45,0.0,0.0,0.0,6.0,00:02:18,0.0,,,
Travis Sanheim,PHI,D,12,00:26:08,0.19,0.57,2.49,1.91,4.97,0.77,0.0,7.0,00:25:20,0.0,0.0,2.37,2.03,4.74,1.35,0.0,12.0,00:01:08,0.0,,,
Alex Tuch,BUF,R,12,00:19:10,1.3,1.83,7.83,0.78,3.91,7.56,0.78,7.0,00:18:15,1.88,1.88,7.04,0.94,4.7,10.8,1.41,12.0,00:02:11,0.0,7.0,00:02:03,0.0
Tony DeAngelo,NYI,D,12,00:18:18,0.27,1.09,7.1,2.46,3.28,1.09,0.0,7.0,00:16:43,0.51,1.54,8.72,3.59,2.05,2.05,0.0,12.0,00:02:23,0.0,7.0,00:02:02,0.0
Nick Schmaltz,UTA,C,12,00:19:42,1.78,2.54,9.89,0.51,2.03,1.01,5.07,7.0,00:20:04,1.71,2.56,7.26,0.43,3.42,0.85,4.7,12.0,00:04:00,7.48,7.0,00:03:43,9.18
Kasperi Kapanen,EDM,R,6,00:12:17,0.0,1.63,3.26,13.02,3.26,0.0,0.0,,,,,,,,,,,,,,,
Jared McCann,SEA,L,5,00:17:17,2.08,0.69,9.72,4.86,2.78,0.0,1.39,1.0,00:17:07,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,,,
David Pastrnak,BOS,R,14,00:19:41,1.52,2.18,10.67,6.09,0.87,2.61,0.0,7.0,00:19:21,1.33,2.66,9.74,4.87,0.89,1.77,0.0,14.0,00:04:16,8.02,7.0,00:03:51,8.88
Adrian Kempe,L.A,R,13,00:19:58,1.16,2.31,9.48,7.63,1.85,2.77,2.08,7.0,00:20:29,1.25,2.09,7.95,6.27,1.25,1.67,3.35,13.0,00:03:16,5.64,7.0,00:03:48,2.25
Ivan Barbashev,VGK,L,11,00:15:22,1.06,2.48,4.97,7.1,0.71,0.0,0.0,7.0,00:15:25,1.11,2.78,5.0,5.0,1.11,0.0,0.0,11.0,00:01:01,0.0,,,
Marcus Pettersson,VAN,D,13,00:20:35,0.0,0.45,2.02,2.02,4.71,4.26,0.0,7.0,00:21:06,0.0,0.81,2.03,2.44,3.65,7.71,0.0,,,,,,
Brandon Montour,SEA,D,7,00:23:20,1.1,1.84,7.34,3.67,5.51,1.84,0.0,3.0,00:24:04,2.49,0.83,7.48,1.66,4.98,0.0,0.0,7.0,00:01:46,9.69,,,
Ryan Donato,CHI,C,12,00:15:49,1.9,0.63,8.21,5.37,0.95,1.9,3.79,7.0,00:16:03,2.67,0.53,7.48,6.41,1.07,2.14,4.81,12.0,00:01:31,3.27,,,
Christian Dvorak,PHI,C,12,00:16:17,0.92,0.92,5.22,2.76,2.15,1.84,21.17,7.0,00:16:22,1.05,1.05,3.66,2.62,1.57,1.05,25.13,,,,,,
Justin Kirkland,CGY,C,9,00:09:34,0.0,0.7,3.48,9.06,2.09,0.0,25.08,5.0,00:09:37,0.0,1.25,2.49,6.23,1.25,0.0,28.66,,,,,,
Juho Lammikko,N.J,C,4,00:10:40,0.0,0.0,7.03,8.44,2.81,0.0,23.91,4.0,00:10:40,0.0,0.0,7.03,8.44,2.81,0.0,23.91,,,,,,
Warren Foegele,L.A,L,10,00:13:22,0.45,0.0,5.83,5.38,0.45,2.69,1.35,4.0,00:11:16,0.0,0.0,2.66,1.33,0.0,0.0,0.0,,,,,,
Brayden Point,T.B,C,12,00:19:05,0.52,1.57,6.29,0.52,1.57,1.05,15.98,7.0,00:18:30,0.0,1.39,6.48,0.0,1.39,0.93,16.68,12.0,00:04:17,3.5,7.0,00:04:48,0.0
Jake Walman,EDM,D,7,00:20:20,0.42,2.53,2.95,1.26,7.16,0.0,0.0,7.0,00:20:20,0.42,2.53,2.95,1.26,7.16,0.0,0.0,,,,,,
Michael Amadio,OTT,R,13,00:14:48,0.93,0.31,4.05,5.61,3.74,0.62,0.62,7.0,00:14:34,1.76,0.59,4.71,4.12,5.29,0.0,0.0,,,,,,
Devon Toews,COL,D,13,00:23:25,0.0,0.59,3.15,0.59,2.56,0.79,0.0,7.0,00:23:45,0.0,1.08,2.89,1.08,2.89,1.44,0.0,13.0,00:01:00,0.0,,,
Viktor Arvidsson,BOS,L,14,00:14:03,0.91,0.91,9.45,2.44,1.83,1.83,0.91,7.0,00:14:37,1.76,1.17,9.96,2.34,2.34,1.17,1.17,14.0,00:01:48,0.0,7.0,00:01:49,0.0
Sam Lafferty,CHI,C,3,00:07:46,0.0,0.0,0.0,12.85,0.0,10.28,0.0,1.0,00:10:31,0.0,0.0,0.0,17.12,0.0,0.0,0.0,,,,,,
Michael Bunting,NSH,L,13,00:14:35,0.95,1.27,4.75,1.27,1.9,1.27,0.95,7.0,00:13:40,0.63,1.88,4.39,1.25,1.25,1.25,0.0,13.0,00:02:09,2.14,7.0,00:01:25,6.0
Gustav Forsling,FLA,D,12,00:22:39,0.0,1.1,3.53,3.09,3.09,0.44,0.0,7.0,00:22:51,0.0,0.75,3.75,3.0,3.38,0.75,0.0,,,,,,
Dakota Joshua,TOR,C,12,00:12:07,0.83,0.83,5.36,16.09,4.54,0.83,0.41,7.0,00:13:06,1.31,0.65,5.23,18.97,4.58,0.0,0.65,,,,,,
Sammy Blais,TOR,L,2,00:10:31,2.85,2.85,11.39,28.48,5.7,0.0,0.0,2.0,00:10:31,2.85,2.85,11.39,28.48,5.7,0.0,0.0,,,,,,
Victor Olofsson,COL,L,13,00:13:38,1.01,2.37,13.53,1.01,0.68,0.0,0.0,7.0,00:13:56,1.84,2.46,15.37,0.61,0.61,0.0,0.0,13.0,00:03:09,5.84,7.0,00:03:29,9.84
Jake Evans,MTL,C,12,00:15:58,0.31,0.31,5.01,4.7,4.38,3.13,30.68,7.0,00:16:34,0.52,0.52,7.24,5.17,4.14,5.17,31.04,,,,,,
Jake Middleton,MIN,D,13,00:17:30,0.0,0.26,2.64,5.53,6.06,5.8,0.0,7.0,00:17:46,0.0,0.0,3.86,6.27,3.86,4.34,0.0,,,,,,
Darren Raddysh,T.B,D,7,00:14:49,0.58,1.16,6.94,2.89,2.31,1.16,0.0,4.0,00:13:10,0.0,0.0,6.83,2.28,1.14,2.28,0.0,,,,,,
Andrew Mangiapane,EDM,L,13,00:15:44,0.88,0.29,2.93,2.93,2.34,0.0,0.0,7.0,00:16:10,0.53,0.0,4.24,4.77,2.65,0.0,0.0,,,,,,
Frank Vatrano,ANA,R,11,00:12:41,0.43,0.43,9.89,13.33,3.44,3.87,1.72,7.0,00:12:44,0.67,0.67,10.09,12.78,2.69,3.36,2.02,11.0,00:01:06,4.91,7.0,00:01:39,5.16
Rasmus Andersson,CGY,D,14,00:23:55,0.36,0.36,6.27,1.61,3.58,2.15,0.0,7.0,00:24:14,0.0,0.71,6.72,2.12,4.24,3.53,0.0,14.0,00:02:16,3.78,7.0,00:02:25,3.53
Kyle Connor,WPG,L,12,00:20:15,1.97,2.22,11.6,1.23,0.49,0.99,0.0,7.0,00:20:54,2.05,1.64,13.11,2.05,0.41,0.82,0.0,12.0,00:03:19,4.52,7.0,00:03:39,0.0
Jonas Siegenthaler,N.J,D,13,00:19:39,0.0,0.47,1.41,2.58,5.4,1.88,0.0,7.0,00:19:53,0.0,0.86,1.29,3.02,5.6,1.72,0.0,,,,,,
Pavel Zacha,BOS,C,14,00:17:42,0.48,2.42,4.6,3.39,1.45,2.9,16.94,7.0,00:16:57,0.51,2.53,7.08,2.02,1.01,4.04,25.78,14.0,00:03:32,7.27,7.0,00:03:11,8.06
Connor McDavid,EDM,C,13,00:23:41,0.58,2.73,8.18,0.39,0.39,0.39,12.47,7.0,00:23:49,1.08,2.52,8.28,0.0,0.0,0.0,11.16,13.0,00:03:51,9.59,7.0,00:03:45,13.7
Jack Eichel,VGK,C,11,00:20:56,2.08,2.86,12.24,1.04,1.56,0.0,25.52,7.0,00:20:56,1.64,2.46,11.87,0.0,2.05,0.0,23.33,11.0,00:04:40,10.5,7.0,00:04:51,8.81
Vince Dunn,SEA,D,11,00:23:33,0.46,1.16,6.25,0.23,1.85,1.39,0.0,7.0,00:24:44,0.35,0.69,5.89,0.0,2.08,1.39,0.0,11.0,00:02:54,5.64,7.0,00:02:44,3.12
Jordan Greenway,BUF,L,2,00:14:25,0.0,2.08,6.24,14.57,0.0,18.73,8.32,2.0,00:14:25,0.0,2.08,6.24,14.57,0.0,18.73,8.32,,,,,,
Timo Meier,N.J,R,13,00:17:25,0.79,1.85,9.53,6.62,2.38,2.12,2.65,7.0,00:17:01,0.0,2.01,9.06,8.05,3.02,4.03,4.03,13.0,00:01:46,10.45,,,
Erik Cernak,T.B,D,12,00:19:09,0.0,0.52,2.09,6.79,7.83,3.13,0.0,7.0,00:18:43,0.0,0.92,2.29,6.87,5.95,3.66,0.0,,,,,,
Mikko Rantanen,DAL,R,12,00:21:35,1.16,2.08,6.49,3.01,1.39,3.24,1.85,7.0,00:21:37,0.79,1.98,4.76,3.17,1.59,2.38,2.38,12.0,00:04:24,10.2,7.0,00:04:56,10.4
A.J. Greer,FLA,L,12,00:08:56,1.68,1.12,3.92,21.81,2.24,6.71,0.56,7.0,00:09:02,1.9,0.95,4.74,18.96,1.9,6.64,0.0,,,,,,
Jansen Harkins,ANA,C,2,00:08:54,0.0,0.0,6.74,26.94,3.37,0.0,16.84,2.0,00:08:54,0.0,0.0,6.74,26.94,3.37,0.0,16.84,,,,,,
Sebastian Aho,CAR,C,11,00:20:01,1.09,1.91,6.26,5.17,1.09,1.09,25.05,7.0,00:20:25,1.26,0.84,5.87,6.29,1.68,0.84,24.33,11.0,00:03:10,3.43,7.0,00:02:53,2.96
Keegan Kolesar,VGK,R,11,00:11:03,0.0,0.99,3.95,14.81,5.43,3.45,0.49,7.0,00:11:22,0.0,0.75,3.76,11.29,6.02,5.27,0.75,,,,,,
Tommy Novak,PIT,C,13,00:11:50,0.39,1.56,7.4,1.56,1.95,1.56,4.68,7.0,00:11:47,0.73,2.18,8.72,0.73,0.0,2.91,4.36,,,,,,
Travis Konecny,PHI,R,12,00:18:53,1.06,1.06,7.41,5.03,2.65,2.91,0.79,7.0,00:19:23,1.77,0.88,9.29,5.31,2.65,3.98,0.88,12.0,00:02:26,2.05,7.0,00:02:14,0.0
Dylan Strome,WSH,C,10,00:16:50,1.07,2.85,7.84,1.07,1.78,0.71,36.35,5.0,00:15:30,0.77,3.1,7.74,1.55,1.55,1.55,31.73,10.0,00:03:40,6.52,5.0,00:03:44,6.42
Brandon Carlo,TOR,D,12,00:20:04,0.0,0.5,3.99,1.5,4.73,1.0,0.0,7.0,00:21:25,0.0,0.8,3.2,1.2,6.0,0.0,0.0,,,,,,
Brock Boeser,VAN,R,11,00:18:14,1.2,0.6,6.58,1.49,1.2,0.0,2.09,6.0,00:17:06,0.58,1.17,7.02,0.58,1.75,0.0,1.75,11.0,00:03:49,1.43,6.0,00:03:24,0.0
Mathew Barzal,NYI,C,11,00:20:25,0.8,1.6,5.88,1.07,2.4,2.67,9.08,6.0,00:19:08,1.04,1.57,5.74,0.52,2.61,3.13,6.79,11.0,00:04:18,2.53,6.0,00:03:50,2.6
