Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
Ryan Suter,STL,D,82,00:19:28,0.08,0.49,2.33,1.5,4.1,0.9,0.0,7.0,00:16:32,0.52,0.0,2.59,2.59,7.77,1.04,0.0,,,,,,
Brent Burns,CAR,D,82,00:20:57,0.21,0.8,6.08,0.38,3.42,0.98,0.0,7.0,00:16:24,0.0,1.57,2.61,0.0,2.09,1.04,0.0,82.0,00:01:41,1.3,,,
Corey Perry,EDM,R,81,00:11:56,1.18,0.68,6.21,2.23,1.61,3.79,1.05,7.0,00:14:37,1.76,1.17,7.62,3.52,1.76,11.14,1.17,81.0,00:01:18,4.53,7.0,00:02:51,3.0
Alex Ovechkin,WSH,L,65,00:17:43,2.29,1.51,12.34,5.73,0.68,0.73,0.0,6.0,00:17:14,2.9,1.16,11.6,4.64,1.16,0.0,0.0,65.0,00:04:09,4.89,6.0,00:03:33,11.24
Evgeni Malkin,PIT,C,68,00:17:47,0.79,1.69,6.25,1.59,2.38,2.08,14.39,6.0,00:16:34,0.6,1.81,10.85,1.81,0.6,1.21,22.31,68.0,00:02:29,5.65,,,
Sidney Crosby,PIT,C,80,00:20:22,1.21,2.14,8.36,2.43,1.44,1.14,37.44,7.0,00:20:07,2.56,1.7,9.8,0.85,0.43,0.85,37.06,80.0,00:03:09,6.43,7.0,00:03:25,12.53
Jack Johnson,CBJ,D,41,00:12:52,0.0,0.68,2.61,2.39,3.98,0.23,0.0,1.0,00:13:34,0.0,0.0,0.0,4.42,4.42,0.0,0.0,,,,,,
Anze Kopitar,L.A,C,81,00:18:57,0.82,1.8,3.83,1.21,2.62,0.16,34.35,6.0,00:18:56,1.06,1.58,4.75,0.0,1.06,0.0,36.97,81.0,00:02:46,5.87,6.0,00:05:30,3.63
Marc-Edouard Vlasic,S.J,D,27,00:14:37,0.15,0.3,3.04,0.61,6.08,0.3,0.0,7.0,00:12:23,0.0,0.0,6.23,0.0,4.15,1.38,0.0,,,,,,
Kris Letang,PIT,D,74,00:23:31,0.31,0.72,5.65,4.1,3.41,1.79,0.0,6.0,00:22:30,0.44,0.44,4.89,5.33,1.78,4.44,0.0,74.0,00:01:55,5.05,,,
Ryan Reaves,TOR,R,35,00:07:48,0.0,0.44,3.08,22.64,1.76,3.96,0.0,,,,,,,,,,,,,,,
Brad Marchand,"BOS, FLA",L,71,00:18:19,1.06,1.29,8.95,3.74,1.57,2.95,0.23,,,,,,,,,,71.0,00:03:10,3.45,,,
Nick Foligno,CHI,L,78,00:15:55,0.72,0.97,4.98,9.61,1.64,2.32,16.47,7.0,00:14:25,1.78,1.19,5.94,9.51,1.78,1.19,19.01,,,,,,
Erik Johnson,"COL, PHI",D,36,00:14:35,0.23,0.34,4.23,6.74,2.97,1.71,0.0,,,,,,,,,,,,,,,
Trevor Lewis,L.A,C,60,00:10:13,0.59,0.59,5.19,9.78,3.42,1.96,9.1,5.0,00:11:03,1.09,1.09,6.51,10.86,4.34,0.0,0.0,,,,,,
Jeff Petry,DET,D,44,00:18:53,0.07,0.51,2.38,3.68,5.56,1.15,0.0,5.0,00:18:14,0.0,1.32,3.29,3.95,5.92,1.32,0.0,,,,,,
Claude Giroux,OTT,R,81,00:18:12,0.61,1.42,5.61,2.6,1.67,0.73,24.41,6.0,00:15:22,0.0,1.95,5.2,2.6,3.25,0.0,20.81,81.0,00:02:24,5.53,6.0,00:02:47,7.16
Jordan Staal,CAR,C,75,00:15:26,0.67,1.19,5.54,7.1,2.23,0.83,37.52,4.0,00:15:33,0.96,1.93,7.72,10.61,0.96,0.0,41.48,,,,,,
Alex Killorn,ANA,L,82,00:17:16,0.8,0.76,5.68,3.26,0.97,1.27,0.34,7.0,00:17:00,0.5,1.51,5.04,3.02,1.51,1.01,0.0,82.0,00:01:59,1.1,7.0,00:01:31,0.0
Jamie Benn,DAL,L,80,00:15:18,0.78,1.62,6.67,5.59,2.21,3.43,14.51,6.0,00:15:52,0.0,2.52,10.08,7.56,0.63,1.26,11.34,80.0,00:02:18,3.26,6.0,00:02:21,8.46
Ian Cole,UTA,D,82,00:20:16,0.04,0.58,2.38,3.82,7.61,2.78,0.0,7.0,00:19:44,0.0,0.43,1.74,3.47,8.68,3.47,0.0,,,,,,
Patrick Maroon,CHI,L,68,00:11:32,0.38,1.07,5.58,7.72,0.69,7.42,2.75,3.0,00:10:51,0.0,1.84,7.37,1.84,0.0,3.68,1.84,,,,,,
James van Riemsdyk,CBJ,L,71,00:12:23,1.09,1.36,5.79,2.11,1.09,1.57,0.41,7.0,00:12:38,1.36,2.71,8.82,1.36,0.0,4.75,0.0,,,,,,
Brendan Smith,DAL,D,32,00:13:12,0.14,0.71,3.83,5.82,3.26,4.68,0.0,3.0,00:16:24,1.22,1.22,4.88,6.1,2.44,2.44,0.0,,,,,,
David Perron,OTT,L,43,00:14:01,0.9,0.7,7.07,7.07,0.9,1.19,0.6,6.0,00:14:50,0.67,0.67,6.74,4.72,0.0,1.35,0.0,43.0,00:02:02,4.1,6.0,00:02:12,0.0
Patrick Kane,DET,R,72,00:17:58,0.97,1.76,8.11,0.88,1.07,0.56,0.23,7.0,00:19:01,0.45,2.25,8.11,1.8,2.25,0.0,0.0,72.0,00:02:59,8.37,7.0,00:02:46,6.19
Robert Bortuzzo,UTA,D,17,00:10:57,0.0,0.64,2.58,6.77,8.38,7.09,0.0,1.0,00:12:01,0.0,0.0,4.99,4.99,0.0,0.0,0.0,,,,,,
Evgenii Dadonov,DAL,R,80,00:13:31,1.11,1.11,6.82,2.44,2.16,0.55,0.0,7.0,00:13:13,2.59,0.0,6.48,1.94,0.65,1.3,0.0,,,,,,
Mikael Backlund,CGY,C,76,00:18:44,0.63,0.72,7.37,1.69,2.15,1.35,29.62,7.0,00:19:06,1.79,1.79,8.08,2.24,3.59,1.79,30.96,76.0,00:01:47,2.65,7.0,00:01:46,0.0
Ryan McDonagh,T.B,D,82,00:20:22,0.14,0.97,2.8,0.83,5.46,0.79,0.0,7.0,00:18:45,0.46,0.46,2.74,0.91,3.2,0.91,0.0,,,,,,
Max Pacioretty,TOR,L,37,00:13:29,0.6,0.96,8.41,12.49,1.68,1.92,0.72,,,,,,,,,,37.0,00:01:07,0.0,,,
Alec Martinez,CHI,D,44,00:18:43,0.36,0.51,2.77,1.75,5.9,0.58,0.0,1.0,00:17:58,0.0,0.0,6.68,3.34,3.34,0.0,0.0,,,,,,
Lars Eller,"PIT, WSH",C,80,00:13:17,0.56,0.68,5.87,3.16,1.97,2.03,22.12,,,,,,,,,,,,,,,
Drew Doughty,L.A,D,30,00:24:08,0.33,1.08,3.81,2.15,3.73,1.66,0.0,3.0,00:21:51,0.0,0.91,5.49,0.91,2.74,0.0,0.0,30.0,00:02:34,4.66,3.0,00:03:56,0.0
Steven Stamkos,NSH,C,82,00:17:59,1.1,1.06,7.07,2.68,1.87,1.95,16.1,7.0,00:18:15,1.88,1.88,7.04,1.41,2.35,2.82,14.08,82.0,00:03:14,4.75,7.0,00:03:08,8.19
Alex Pietrangelo,VGK,D,71,00:22:24,0.15,1.09,4.64,1.55,5.24,0.6,0.0,3.0,00:21:55,0.0,0.91,2.74,0.0,7.3,0.0,0.0,,,,,,
Zach Bogosian,MIN,D,81,00:15:48,0.19,0.56,3.7,3.8,3.75,2.02,0.0,7.0,00:13:34,0.0,0.0,3.79,4.42,1.89,1.26,0.0,,,,,,
Luke Schenn,"NSH, WPG",D,76,00:15:57,0.05,0.3,3.81,14.85,5.15,2.23,0.0,,,,,,,,,,,,,,,
Tyler Myers,VAN,D,71,00:20:47,0.24,0.73,3.54,3.5,5.08,2.6,0.0,,,,,,,,,,,,,,,
Erik Karlsson,PIT,D,82,00:23:14,0.35,1.32,6.01,0.91,2.96,0.63,0.0,7.0,00:22:43,0.38,0.38,4.9,1.13,2.26,0.75,0.0,82.0,00:02:26,4.5,7.0,00:01:28,0.0
Jordan Eberle,SEA,R,42,00:16:15,0.79,1.49,5.8,1.14,2.2,1.23,0.61,7.0,00:17:04,0.0,2.01,6.03,1.0,2.51,2.01,0.5,42.0,00:02:22,3.01,7.0,00:02:12,3.89
John Carlson,WSH,D,79,00:23:33,0.16,1.48,5.38,1.55,4.22,0.71,0.0,4.0,00:22:10,0.0,2.7,3.38,1.35,3.38,0.0,0.0,79.0,00:03:00,3.54,4.0,00:02:54,5.16
Roman Josi,NSH,D,53,00:25:01,0.41,1.31,6.78,1.9,4.3,0.81,0.0,,,,,,,,,,53.0,00:03:20,5.77,,,
Travis Hamonic,OTT,D,59,00:17:04,0.06,0.36,4.29,4.35,5.48,1.13,0.0,3.0,00:17:33,0.0,1.14,1.14,5.7,5.7,2.28,0.0,,,,,,
Adam Henrique,EDM,C,81,00:14:38,0.61,0.76,5.26,2.93,4.3,0.81,28.43,7.0,00:16:45,1.02,2.05,4.09,3.58,7.16,1.02,35.81,,,,7.0,00:02:46,6.2
TJ Brodie,CHI,D,54,00:15:37,0.14,0.57,1.63,1.14,4.12,1.28,0.0,,,,,,,,,,,,,,,
Gustav Nyquist,"MIN, NSH","C, R",79,00:16:51,0.5,0.77,4.64,1.94,1.35,0.72,0.5,,,,,,,,,,79.0,00:01:38,1.38,,,
Matt Martin,NYI,L,32,00:08:32,0.0,0.44,3.73,17.98,4.17,2.19,1.75,7.0,00:11:15,0.0,0.76,3.81,8.37,3.04,0.0,3.04,,,,,,
Cam Atkinson,T.B,R,39,00:08:59,0.68,0.86,8.04,2.57,1.71,1.88,0.17,1.0,00:16:40,0.0,0.0,14.39,3.6,0.0,0.0,0.0,,,,,,
Jared Spurgeon,MIN,D,66,00:20:27,0.31,1.11,4.76,2.36,5.29,0.62,0.0,6.0,00:20:27,0.0,0.98,4.89,1.47,4.89,0.0,0.0,66.0,00:01:41,4.86,,,
Tyler Johnson,BOS,C,9,00:13:04,0.0,1.02,3.06,2.55,1.02,5.1,3.57,,,,,,,,,,,,,,,
Marcus Johansson,MIN,L,72,00:16:22,0.56,1.17,6.15,2.49,1.27,0.61,0.25,7.0,00:17:38,1.46,1.94,7.78,3.89,0.97,1.94,0.0,72.0,00:01:17,3.86,7.0,00:01:50,4.66
Kyle Palmieri,NYI,C,82,00:18:30,0.95,0.95,6.68,2.13,1.9,0.79,0.51,7.0,00:18:50,0.45,0.0,5.91,0.91,3.18,0.91,0.0,82.0,00:02:21,2.8,7.0,00:02:55,0.0
Ryan O'Reilly,NSH,C,79,00:18:59,0.84,1.28,6.04,0.8,2.88,0.96,29.84,7.0,00:18:58,1.81,1.81,8.13,0.45,3.16,1.81,30.73,79.0,00:02:53,4.46,7.0,00:02:46,9.24
John Tavares,TOR,C,75,00:18:13,1.67,1.58,8.78,3.99,1.98,2.02,33.45,7.0,00:17:10,1.0,1.0,9.98,3.99,2.5,3.99,30.94,75.0,00:02:50,5.62,7.0,00:02:22,3.6
Victor Hedman,T.B,D,79,00:23:04,0.49,1.68,5.96,1.28,4.38,0.99,0.0,7.0,00:21:46,0.39,1.97,6.69,1.97,4.72,0.79,0.0,79.0,00:02:59,6.87,7.0,00:03:30,7.35
Matt Duchene,DAL,C,82,00:17:08,1.28,2.22,6.49,1.24,0.9,0.51,18.78,7.0,00:16:44,0.51,2.05,4.1,1.54,0.0,1.02,17.93,82.0,00:02:30,7.86,7.0,00:02:56,5.83
Brayden Schenn,STL,C,82,00:17:33,0.75,1.33,6.04,8.04,2.29,2.54,25.75,7.0,00:18:11,0.47,0.47,5.66,7.54,3.3,0.94,29.22,82.0,00:01:47,2.86,7.0,00:02:11,3.92
Oliver Ekman-Larsson,TOR,D,77,00:21:04,0.15,0.92,4.36,3.99,3.07,1.92,0.0,3.0,00:23:34,0.0,0.0,3.39,2.55,5.09,1.7,0.0,77.0,00:01:26,2.16,,,
Nazem Kadri,CGY,C,82,00:19:21,1.32,1.21,10.55,2.08,1.13,2.72,25.67,7.0,00:19:39,1.74,1.74,9.59,1.74,1.74,0.87,30.52,82.0,00:02:54,5.52,7.0,00:02:59,5.73
Calvin de Haan,"COL, NYR",D,47,00:14:58,0.0,0.68,4.35,6.05,5.37,1.02,0.0,,,,,,,,,,,,,,,
Dmitry Kulikov,FLA,D,70,00:19:16,0.18,0.4,2.85,5.07,3.16,1.69,0.0,2.0,00:18:58,0.0,0.0,3.16,6.32,1.58,0.0,0.0,,,,,,
Nick Leddy,STL,D,31,00:18:40,0.21,0.31,2.18,0.52,2.7,0.21,0.0,7.0,00:18:30,0.46,0.46,1.39,0.0,3.24,0.0,0.0,,,,,,
Chris Kreider,NYR,L,68,00:16:45,1.16,0.42,8.01,4.16,1.37,1.26,1.42,7.0,00:13:27,1.27,1.91,5.09,1.91,3.18,2.55,0.0,68.0,00:02:53,2.13,,,
Brayden McNabb,VGK,D,82,00:20:06,0.18,0.55,3.53,4.69,6.08,1.16,0.0,7.0,00:20:27,0.42,0.84,6.7,2.93,6.28,1.68,0.0,,,,,,
Reilly Smith,"NYR, VGK",R,79,00:15:26,0.64,1.33,6.35,2.36,2.02,1.18,0.2,,,,,,,,,,,,,,,
Tomas Tatar,N.J,L,74,00:11:06,0.51,0.73,4.82,4.09,1.39,1.46,0.73,6.0,00:12:38,0.0,0.0,2.37,1.58,1.58,0.0,0.79,,,,,,
Tyson Barrie,CGY,D,13,00:15:48,0.29,0.58,5.55,2.92,3.51,1.17,0.0,,,,,,,,,,13.0,00:01:47,5.15,,,
Dmitry Orlov,CAR,D,76,00:19:59,0.24,0.87,4.62,3.99,2.37,0.95,0.0,7.0,00:22:09,0.0,0.77,3.09,1.93,3.09,0.77,0.0,,,,,,
Brian Dumoulin,"ANA, N.J",D,80,00:19:32,0.12,0.73,2.65,2.84,4.18,0.54,0.0,,,,,,,,,,,,,,,
Mattias Ekholm,EDM,D,65,00:22:11,0.37,1.0,5.95,1.71,3.95,1.25,0.0,,,,,,,,,,,,,,,
Marcus Foligno,MIN,L,77,00:14:28,0.75,0.81,4.9,13.56,2.64,4.04,0.38,7.0,00:15:49,1.08,1.08,8.12,11.92,4.87,1.08,0.0,,,,,,
Craig Smith,"CHI, DET",C,59,00:11:20,0.81,0.81,8.07,5.02,2.78,3.05,0.72,,,,,,,,,,,,,,,
Casey Cizikas,NYI,C,82,00:13:02,0.39,0.56,5.44,11.28,3.7,2.3,18.91,7.0,00:14:12,0.0,1.21,7.84,3.02,3.62,3.62,32.57,,,,,,
David Savard,MTL,D,75,00:16:35,0.05,0.68,2.31,2.65,8.68,1.74,0.0,6.0,00:12:09,0.0,0.0,0.82,1.65,7.4,1.65,0.0,,,,,,
Nicolas Deslauriers,PHI,L,31,00:07:38,0.51,0.25,6.34,21.55,2.28,3.8,0.25,6.0,00:09:38,1.04,0.0,8.3,24.89,1.04,0.0,0.0,,,,,,
Ben Chiarot,DET,D,81,00:21:13,0.14,0.31,3.8,4.43,4.95,2.41,0.0,7.0,00:19:42,0.0,0.44,3.48,3.92,4.35,2.61,0.0,,,,,,
Erik Haula,N.J,L,69,00:14:42,0.65,0.59,6.51,5.97,2.07,2.31,22.35,7.0,00:16:46,1.02,1.02,5.62,3.07,1.02,0.0,12.78,,,,,,
Anders Lee,NYI,L,82,00:17:03,1.24,1.07,10.04,5.15,1.67,1.5,0.51,7.0,00:17:01,1.01,1.01,7.55,1.51,3.02,1.01,0.5,82.0,00:02:27,2.68,7.0,00:02:43,3.14
Nick Jensen,OTT,D,71,00:20:13,0.13,0.75,3.22,2.26,3.97,0.25,0.0,5.0,00:19:04,0.0,1.26,3.77,3.15,8.81,0.0,0.0,,,,,,
Nic Dowd,WSH,C,82,00:15:10,0.68,0.63,4.15,6.17,3.95,2.7,28.54,7.0,00:14:51,0.58,0.58,5.19,5.77,4.61,1.15,31.72,,,,,,
Justin Dowling,N.J,C,52,00:10:13,0.23,0.56,3.84,5.76,2.48,0.68,17.83,5.0,00:11:51,0.0,1.01,3.04,6.07,1.01,2.02,17.21,,,,,,
Brenden Dillon,N.J,D,82,00:18:34,0.08,0.55,1.89,7.41,4.25,2.64,0.0,7.0,00:19:02,0.0,0.45,1.8,4.05,2.7,0.9,0.0,,,,,,
Radko Gudas,ANA,D,81,00:19:51,0.04,0.56,3.32,9.62,6.64,3.21,0.0,7.0,00:22:37,0.0,0.38,2.27,6.44,6.82,3.03,0.0,,,,,,
Chris Tanev,TOR,D,75,00:19:44,0.12,0.61,1.74,0.81,7.66,0.97,0.0,7.0,00:20:00,0.43,0.0,1.28,1.28,5.57,1.71,0.0,,,,,,
Mats Zuccarello,MIN,R,69,00:19:39,0.84,1.55,6.68,1.42,2.12,0.97,0.62,7.0,00:20:40,0.83,2.9,6.63,3.32,2.9,0.83,0.41,69.0,00:03:20,4.16,7.0,00:03:28,9.86
Calle Jarnkrok,TOR,C,19,00:13:13,0.24,1.43,2.15,3.58,2.15,0.95,0.48,7.0,00:13:50,0.0,1.24,1.86,3.1,1.24,0.0,0.0,,,,,,
Justin Holl,DET,D,73,00:14:47,0.11,0.33,2.28,1.94,4.33,0.89,0.0,6.0,00:15:16,0.65,1.31,5.24,1.31,5.89,0.0,0.0,,,,,,
Jason Zucker,BUF,L,73,00:15:59,1.08,1.64,7.35,3.49,1.13,2.93,2.16,7.0,00:16:04,0.53,1.07,11.73,2.13,1.07,1.07,4.26,73.0,00:02:51,6.02,7.0,00:02:06,4.07
Tyler Toffoli,S.J,C,78,00:16:55,1.36,1.09,10.59,2.45,1.45,0.64,0.59,6.0,00:17:31,1.14,1.71,11.42,1.71,1.14,0.0,1.14,78.0,00:03:04,3.75,6.0,00:02:13,4.48
Charlie Coyle,"BOS, COL",C,83,00:16:59,0.72,0.77,4.89,4.6,2.6,1.02,15.91,,,,,,,,,,83.0,00:01:49,2.77,,,
Jon Merrill,MIN,D,70,00:14:05,0.12,0.24,2.86,2.43,5.17,1.22,0.0,6.0,00:12:36,0.0,0.0,2.38,2.38,4.76,1.59,0.0,,,,,,
Justin Faulk,STL,D,78,00:22:27,0.14,0.96,4.25,2.67,3.7,1.03,0.0,7.0,00:22:55,0.0,0.0,4.49,2.24,2.24,2.24,0.0,78.0,00:02:02,4.52,7.0,00:02:15,0.0
Brock Nelson,"COL, NYI",C,80,00:18:54,1.03,1.19,7.65,1.35,1.71,0.71,24.98,,,,,,,,,,80.0,00:02:20,2.24,,,
Alex Petrovic,DAL,D,5,00:14:06,0.0,0.0,4.25,8.51,5.1,3.4,0.0,2.0,00:17:39,0.0,0.0,6.8,3.4,5.1,3.4,0.0,,,,,,
Nick Bjugstad,UTA,C,66,00:12:18,0.59,0.81,8.49,7.68,2.14,1.18,15.28,7.0,00:11:16,2.28,0.0,10.64,4.56,1.52,1.52,0.76,,,,,,
Derek Forbort,VAN,D,54,00:17:06,0.13,0.58,2.53,4.22,5.0,2.92,0.0,5.0,00:15:25,0.0,1.56,3.11,8.55,4.67,3.89,0.0,,,,,,
Kevin Hayes,PIT,R,64,00:12:02,1.01,0.78,7.7,4.05,0.86,0.62,18.36,6.0,00:09:47,2.04,0.0,8.17,2.04,0.0,2.04,14.3,64.0,00:01:50,3.56,,,
Cam Fowler,"ANA, STL",D,68,00:21:32,0.37,1.27,3.6,0.33,3.56,0.57,0.0,,,,,,,,,,68.0,00:01:37,4.34,,,
Vladimir Tarasenko,DET,R,80,00:14:46,0.56,1.12,6.75,3.2,1.78,0.3,0.0,7.0,00:14:26,0.59,0.59,4.75,1.78,2.37,0.0,0.0,80.0,00:01:30,3.97,7.0,00:01:32,0.0
Austin Watson,DET,L,13,00:07:51,1.76,0.0,7.64,21.16,1.18,9.99,1.18,5.0,00:10:33,1.14,0.0,6.82,17.04,1.14,0.0,1.14,,,,,,
Jaden Schwartz,SEA,C,81,00:17:52,1.08,0.95,8.04,1.78,1.74,0.99,1.41,6.0,00:16:24,1.83,0.0,7.31,0.61,2.44,0.0,2.44,81.0,00:02:22,3.13,6.0,00:01:57,0.0
Chris Wagner,COL,R,28,00:07:05,0.3,0.0,8.76,17.21,3.93,4.23,14.5,4.0,00:08:12,0.0,0.0,7.31,10.96,7.31,9.13,9.13,,,,,,
Jeff Skinner,EDM,"C, L",72,00:12:59,1.03,0.83,9.23,2.82,1.47,1.67,1.41,,,,,,,,,,72.0,00:01:13,1.37,,,
Zach Hyman,EDM,L,73,00:18:52,1.18,0.74,9.14,2.52,1.04,1.39,0.09,4.0,00:15:46,0.0,0.0,7.61,3.8,0.95,0.0,0.95,73.0,00:03:09,3.13,,,
Erik Gudbranson,CBJ,D,16,00:17:46,0.0,0.84,2.53,5.28,4.01,1.27,0.0,7.0,00:19:02,0.0,1.35,3.15,5.85,4.05,1.8,0.0,,,,,,
Taylor Hall,"CAR, CHI",L,77,00:15:10,0.92,1.23,7.39,2.21,2.16,1.85,2.21,,,,,,,,,,77.0,00:01:42,4.11,,,
Tyler Seguin,DAL,C,20,00:16:08,1.67,2.23,8.55,0.93,1.11,0.74,17.09,1.0,00:14:48,0.0,4.05,12.16,4.05,0.0,8.11,20.27,20.0,00:02:15,3.99,,,
Dylan McIlrath,WSH,D,17,00:11:39,0.0,0.61,3.03,11.81,4.24,8.48,0.0,4.0,00:13:21,0.0,0.0,5.62,12.36,7.87,7.87,0.0,,,,,,
Mikael Granlund,"DAL, S.J",C,83,00:19:26,0.82,1.64,6.28,2.12,2.23,1.04,13.34,,,,,,,,,,83.0,00:02:48,4.88,,,
Nino Niederreiter,WPG,R,82,00:14:51,0.84,0.99,7.39,7.44,1.92,1.18,0.99,7.0,00:16:31,1.04,1.04,10.9,6.23,1.04,0.0,0.52,82.0,00:01:20,6.01,,,
Bryan Rust,PIT,R,71,00:19:45,1.33,1.45,8.13,2.65,2.31,0.77,0.39,7.0,00:19:03,2.25,2.25,11.24,1.8,0.9,0.0,0.0,71.0,00:02:42,5.61,7.0,00:02:51,12.01
Jani Hakanpää,TOR,D,2,00:14:04,0.0,0.0,4.26,2.13,8.52,0.0,0.0,,,,,,,,,,,,,,,
Sam Carrick,NYR,C,80,00:11:55,0.38,0.88,5.28,8.61,2.64,3.65,23.57,6.0,00:13:40,0.0,1.46,7.31,5.12,0.73,2.92,20.47,,,,,,
Brendan Gallagher,MTL,R,82,00:13:54,1.1,0.89,7.78,4.79,2.0,2.05,0.0,7.0,00:14:46,1.16,0.58,4.64,8.7,1.74,2.32,0.0,82.0,00:01:31,3.37,,,
Kevin Gravel,NSH,D,6,00:17:50,0.0,0.56,3.36,3.92,4.49,0.0,0.0,,,,,,,,,,,,,,,
John Klingberg,EDM,D,11,00:17:14,0.32,0.95,6.01,1.58,4.11,2.53,0.0,,,,,,,,,,,,,,,
Mark Stone,VGK,R,66,00:19:15,0.9,2.27,6.19,1.51,1.98,0.66,0.24,5.0,00:18:12,0.0,0.66,1.98,0.0,4.61,1.32,0.0,66.0,00:02:37,8.66,5.0,00:03:01,0.0
Michael Sgarbossa,WSH,C,3,00:09:20,2.14,2.14,2.14,2.14,2.14,4.28,19.27,,,,,,,,,,,,,,,
Colin Blackwell,DAL,C,63,00:11:33,0.49,0.91,5.19,6.92,1.89,1.32,12.44,4.0,00:11:57,1.26,1.26,3.77,5.02,2.51,0.0,17.57,,,,,,
Ondrej Palat,N.J,L,77,00:13:45,0.85,0.74,5.44,6.97,3.29,0.68,0.23,6.0,00:11:24,0.88,0.0,6.13,8.76,4.38,0.0,0.0,,,,,,
Josh Manson,COL,D,48,00:18:02,0.07,0.97,4.5,7.27,4.09,1.94,0.0,,,,,,,,,,,,,,,
Travis Boyd,MIN,C,3,00:07:48,0.0,0.0,0.0,2.56,7.69,0.0,0.0,,,,,,,,,,,,,,,
Dylan DeMelo,WPG,D,82,00:21:31,0.1,0.54,2.55,4.66,3.81,1.29,0.0,7.0,00:22:02,0.0,0.39,3.11,3.11,2.33,0.0,0.0,,,,,,
Nick Seeler,PHI,D,77,00:17:16,0.14,0.77,3.7,5.64,9.02,1.62,0.0,7.0,00:21:49,0.0,1.57,2.36,3.53,10.6,0.79,0.0,,,,,,
Sean Kuraly,CBJ,C,82,00:11:45,0.37,0.68,5.47,10.14,2.8,2.49,19.65,7.0,00:12:20,0.69,0.69,5.55,6.25,2.78,7.64,11.11,,,,,,
Vincent Trocheck,NYR,C,82,00:21:05,0.9,1.14,7.01,7.39,2.71,1.53,31.56,7.0,00:19:10,1.79,1.34,7.6,3.13,2.23,1.79,29.49,82.0,00:02:46,3.16,7.0,00:01:50,9.29
T.J. Tynan,COL,C,9,00:07:51,0.0,0.85,4.24,4.24,3.39,3.39,5.94,,,,,,,,,,,,,,,
Adam Lowry,WPG,C,73,00:15:25,0.85,0.96,5.27,7.46,3.2,1.49,32.76,6.0,00:15:13,1.31,0.66,4.6,9.86,2.63,0.0,30.89,,,,,,
Nick Cousins,OTT,C,50,00:11:54,0.6,0.91,6.86,8.57,2.62,4.13,0.1,3.0,00:12:03,1.66,1.66,8.29,8.29,3.32,3.32,0.0,,,,,,
Blake Coleman,CGY,"C, L",82,00:17:41,0.62,0.99,8.03,7.28,2.73,1.49,1.57,,,,,,,,,,82.0,00:01:29,2.46,,,
Jean-Gabriel Pageau,NYI,C,79,00:16:59,0.63,1.25,5.36,6.26,2.55,1.03,26.32,7.0,00:16:11,1.06,1.59,3.71,3.18,2.65,0.0,33.88,79.0,00:01:36,2.36,7.0,00:01:54,0.0
Mike Reilly,NYI,D,18,00:15:10,0.0,0.44,6.81,0.66,3.08,0.44,0.0,1.0,00:17:58,0.0,0.0,10.02,0.0,3.34,0.0,0.0,18.0,00:01:41,0.0,,,
Joseph LaBate,CBJ,C,6,00:09:06,0.0,1.1,3.29,15.38,12.08,10.98,0.0,,,,,,,,,,,,,,,
Scott Mayfield,NYI,D,66,00:17:00,0.16,0.32,2.73,4.76,5.61,1.44,0.0,7.0,00:18:44,0.46,0.46,2.74,4.57,4.57,0.0,0.0,,,,,,
Boone Jenner,CBJ,C,26,00:17:59,0.9,1.54,8.98,5.52,2.31,0.51,13.47,7.0,00:17:58,0.48,0.0,10.01,3.81,2.38,0.0,1.43,26.0,00:01:48,3.82,7.0,00:01:30,5.71
Brandon Saad,"STL, VGK",L,72,00:14:49,0.73,0.96,7.14,0.67,1.18,0.34,0.39,,,,,,,,,,,,,,,
Joel Edmundson,L.A,D,73,00:20:35,0.24,0.56,3.63,3.99,4.31,0.88,0.0,2.0,00:19:40,0.0,0.0,3.05,7.62,4.57,0.0,0.0,,,,,,
Matt Nieto,PIT,L,32,00:12:15,0.15,0.31,4.74,5.97,3.06,0.61,0.31,1.0,00:12:55,0.0,0.0,4.65,4.65,0.0,9.29,0.0,,,,,,
William Karlsson,VGK,C,53,00:17:00,0.6,1.33,7.92,1.33,2.46,0.27,27.28,7.0,00:17:01,1.01,1.51,7.56,0.0,2.52,1.01,39.29,53.0,00:01:25,4.79,7.0,00:02:05,4.09
Nikita Kucherov,T.B,R,78,00:21:11,1.34,3.05,9.62,0.83,1.2,1.63,0.04,7.0,00:19:55,1.72,2.58,7.74,0.43,0.0,0.0,0.0,78.0,00:03:49,9.24,7.0,00:03:49,13.42
Ryan Nugent-Hopkins,EDM,C,78,00:18:58,0.81,1.18,6.65,1.05,1.95,0.97,10.95,4.0,00:19:02,0.0,0.0,8.67,0.79,1.58,0.0,17.33,78.0,00:03:06,4.94,4.0,00:03:37,0.0
Jonathan Huberdeau,CGY,"C, L",81,00:19:32,1.06,1.29,5.8,1.9,2.43,1.29,0.49,,,,,,,,,,81.0,00:02:52,5.92,,,
