Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
Dennis Cholowski,"N.J, NYI",D,39,00:13:04,0.35,0.82,3.53,0.59,3.88,1.18,0.0,,,,,,,,,,39.0,00:01:14,2.49,,,
Samuel Girard,COL,D,73,00:20:50,0.12,0.83,3.75,2.4,4.38,0.55,0.0,3.0,00:21:28,0.0,0.93,5.59,2.79,4.65,1.86,0.0,,,,,,
Pierre-Luc Dubois,WSH,L,82,00:17:17,0.85,1.95,6.01,2.75,2.62,3.21,24.4,7.0,00:16:39,0.51,1.03,6.17,2.06,3.09,8.23,24.69,82.0,00:02:06,4.87,7.0,00:02:02,12.59
Jake Bean,CGY,D,64,00:15:05,0.12,0.31,4.41,1.37,2.67,0.5,0.0,6.0,00:12:23,0.0,0.0,7.26,2.42,0.0,0.0,0.0,,,,,,
Jesper Bratt,N.J,L,81,00:18:56,0.82,2.62,7.04,3.75,1.64,0.7,0.0,6.0,00:20:35,0.49,0.49,8.26,4.37,1.46,0.97,0.0,81.0,00:02:50,8.85,6.0,00:02:09,0.0
Mikhail Sergachev,UTA,D,77,00:25:07,0.47,1.18,4.1,1.89,4.34,0.99,0.0,7.0,00:23:37,0.36,1.81,5.44,3.63,2.9,1.45,0.0,77.0,00:03:18,5.41,7.0,00:03:36,9.5
Nathan Bastian,N.J,R,59,00:10:56,0.37,0.56,4.09,12.74,2.51,2.88,0.74,4.0,00:12:04,0.0,0.0,1.24,9.93,1.24,2.48,1.24,,,,,,
Brett Murray,BUF,L,3,00:07:54,0.0,0.0,0.0,7.58,0.0,0.0,0.0,,,,,,,,,,,,,,,
Tage Thompson,BUF,C,76,00:18:45,1.85,1.18,10.19,2.95,1.3,1.47,12.67,7.0,00:18:40,1.84,0.46,10.56,2.75,0.92,0.92,7.8,76.0,00:02:54,4.35,7.0,00:01:47,0.0
Jacob Moverare,L.A,D,49,00:11:51,0.1,0.72,3.1,3.2,6.2,1.03,0.0,5.0,00:14:31,0.0,0.83,4.13,3.3,5.78,0.0,0.0,,,,,,
Alex Nylander,TOR,L,5,00:09:53,0.0,0.0,4.86,0.0,0.0,4.86,3.64,,,,,,,,,,,,,,,
Filip Hronek,VAN,D,61,00:23:53,0.21,1.15,3.42,3.66,3.09,1.65,0.04,7.0,00:24:43,0.35,1.39,3.47,3.81,2.08,0.69,0.35,61.0,00:01:47,3.86,7.0,00:01:39,0.0
Troy Stecher,EDM,D,66,00:13:52,0.2,0.26,3.6,2.29,4.32,1.77,0.0,5.0,00:15:10,0.0,0.0,4.74,0.0,5.53,0.0,0.0,,,,,,
Drake Caggiula,EDM,L,7,00:07:18,0.0,1.17,7.05,9.39,3.52,5.87,1.17,,,,,,,,,,,,,,,
Brandon Duhaime,WSH,R,82,00:13:20,0.49,0.66,4.55,9.05,3.56,5.37,0.99,7.0,00:13:12,0.0,0.65,3.89,11.68,4.54,4.54,0.0,,,,,,
Lucas Carlsson,S.J,D,13,00:19:21,0.24,0.72,3.58,0.95,3.34,3.34,0.0,7.0,00:19:50,0.0,0.43,3.02,0.86,3.46,3.46,0.0,,,,,,
Ross Colton,COL,C,61,00:14:25,1.09,0.89,8.53,9.89,2.86,1.23,2.73,3.0,00:13:15,1.51,0.0,12.07,4.52,1.51,3.02,1.51,61.0,00:01:35,4.31,,,
Joona Koppanen,PIT,L,11,00:13:22,0.41,0.0,4.08,16.3,1.22,0.0,7.34,6.0,00:12:34,0.0,0.0,4.77,17.5,0.8,0.0,8.75,,,,,,
Brandon Hagel,T.B,L,82,00:20:44,1.23,1.94,8.04,2.08,2.12,2.05,0.28,7.0,00:18:40,0.46,3.21,6.42,2.29,2.29,2.75,0.0,82.0,00:02:40,3.28,7.0,00:02:08,7.98
Michael Pezzetta,MTL,L,25,00:05:56,0.0,0.0,5.66,29.52,2.83,9.71,0.81,5.0,00:05:37,0.0,0.0,10.66,36.26,0.0,29.86,2.13,,,,,,
Tanner Laczynski,VGK,C,8,00:08:36,0.87,0.0,1.74,2.62,2.62,5.23,13.95,,,,,,,,,,,,,,,
Vincent Desharnais,"PIT, S.J, VAN",D,51,00:15:55,0.0,0.22,2.07,6.43,6.13,3.33,0.0,,,,,,,,,,,,,,,
Michael Eyssimont,"SEA, T.B",C,77,00:10:36,0.66,0.51,10.42,8.08,1.69,4.63,0.44,,,,,,,,,,,,,,,
Nathan Clurman,PIT,D,1,00:11:04,0.0,0.0,21.65,5.41,0.0,10.83,0.0,,,,,,,,,,,,,,,
Michael Carcone,UTA,L,53,00:11:25,0.69,1.19,7.43,4.75,1.09,3.56,0.5,1.0,00:11:06,5.41,0.0,10.81,0.0,5.41,0.0,0.0,,,,,,
Justin Brazeau,"BOS, MIN",R,76,00:11:51,0.73,0.73,5.92,8.18,2.53,1.2,0.2,,,,,,,,,,76.0,00:01:11,3.32,,,
Dylan Coghlan,WPG,D,6,00:15:21,0.0,0.0,5.86,1.3,4.56,2.61,0.0,,,,,,,,,,,,,,,
Tanner Jeannot,L.A,L,67,00:11:01,0.57,0.49,4.55,16.99,3.01,6.42,0.65,,,,,,,,,,,,,,,
Mathieu Olivier,CBJ,R,82,00:14:27,0.91,0.71,5.62,15.43,4.05,7.03,0.71,7.0,00:14:47,0.58,1.16,4.64,13.33,4.64,4.06,0.58,,,,,,
Trevor Moore,L.A,L,71,00:16:52,0.9,1.1,7.66,3.56,1.45,0.7,0.05,6.0,00:16:50,0.0,1.78,7.13,2.38,2.38,1.19,0.0,71.0,00:01:15,2.01,6.0,00:01:48,0.0
Jeffrey Viel,BOS,L,5,00:07:41,0.0,0.0,4.68,18.73,3.12,21.85,1.56,,,,,,,,,,,,,,,
Alex Barré-Boulet,MTL,C,2,00:10:09,0.0,0.0,0.0,5.91,0.0,5.91,0.0,,,,,,,,,,,,,,,
Tye Felhaber,COL,L,5,00:05:31,0.0,0.0,4.35,15.23,0.0,0.0,0.0,,,,,,,,,,,,,,,
Zack MacEwen,OTT,R,21,00:07:45,0.74,0.37,9.57,18.04,2.58,7.73,2.21,,,,,,,,,,,,,,,
Justin Danforth,CBJ,R,61,00:14:23,0.62,0.82,6.43,8.62,3.35,1.23,22.36,7.0,00:13:16,0.65,1.29,7.1,10.33,1.29,2.58,19.37,,,,,,
Dominik Shine,DET,R,9,00:08:38,0.0,0.77,3.86,12.34,2.31,11.57,0.0,,,,,,,,,,,,,,,
Zach Aston-Reese,CBJ,C,79,00:13:26,0.34,0.62,5.71,10.11,3.28,1.53,0.11,5.0,00:12:14,0.98,0.0,3.92,7.84,3.92,0.0,0.0,,,,,,
Vinni Lettieri,BOS,C,26,00:13:31,0.51,0.34,8.88,10.24,2.73,1.02,1.88,6.0,00:14:27,0.0,0.69,11.76,6.22,3.46,1.38,0.0,26.0,00:01:05,0.0,,,
Juuso Valimaki,UTA,D,43,00:16:33,0.17,0.25,3.37,1.94,4.13,1.18,0.0,,,,,,,,,,,,,,,
Kailer Yamamoto,UTA,R,12,00:12:06,0.83,0.41,5.37,3.72,1.65,0.83,0.83,6.0,00:12:45,0.78,0.78,7.05,3.92,0.78,0.0,0.0,,,,,,
Nicolas Hague,VGK,D,68,00:16:59,0.26,0.36,3.84,4.21,3.84,2.08,0.0,4.0,00:17:42,0.0,0.85,1.69,6.77,2.54,0.0,0.0,,,,,,
Jonah Gadjovich,FLA,L,42,00:08:27,0.68,0.0,7.27,21.3,3.55,10.14,0.51,7.0,00:11:07,0.0,0.0,10.02,21.58,3.85,20.81,0.0,,,,,,
Conor Timmins,"PIT, TOR",D,68,00:16:55,0.16,0.63,3.6,2.87,4.69,1.56,0.0,,,,,,,,,,,,,,,
Mario Ferraro,S.J,D,78,00:21:24,0.18,0.43,2.84,5.36,4.49,1.9,0.0,3.0,00:21:37,0.0,0.0,6.47,5.55,4.62,0.0,0.0,,,,,,
Cale Fleury,SEA,D,14,00:12:52,0.0,0.33,5.33,9.99,9.33,0.0,0.0,2.0,00:14:54,0.0,0.0,2.01,16.11,8.05,0.0,0.0,,,,,,
Morgan Geekie,BOS,C,77,00:16:55,1.52,1.11,6.91,5.07,1.34,1.01,8.01,7.0,00:17:42,2.9,3.39,7.75,5.81,0.48,0.0,2.42,77.0,00:01:49,3.83,7.0,00:02:17,0.0
Michael Rasmussen,DET,C,77,00:13:24,0.64,0.58,5.81,8.19,3.43,1.39,5.29,7.0,00:13:34,0.0,1.26,4.42,7.58,0.63,1.26,0.63,77.0,00:01:04,2.88,,,
Jaret Anderson-Dolan,WPG,C,7,00:09:56,0.0,0.86,6.9,19.84,5.18,3.45,0.86,7.0,00:09:56,0.0,0.86,6.9,19.84,5.18,3.45,0.86,,,,,,
Cody Glass,"N.J, PIT",C,65,00:13:39,0.41,1.08,6.15,3.58,2.57,1.08,16.43,,,,,,,,,,,,,,,
Mikey Anderson,L.A,D,77,00:22:41,0.21,0.62,2.88,4.09,4.26,0.96,0.0,6.0,00:22:05,0.0,1.81,2.72,3.62,2.72,0.0,0.0,,,,,,
Casey Mittelstadt,"BOS, COL",C,81,00:17:03,0.65,1.09,4.56,1.3,1.43,1.04,19.23,,,,,,,,,,81.0,00:02:17,4.19,,,
Urho Vaakanainen,"ANA, NYR",D,51,00:16:24,0.14,1.0,3.01,1.36,3.51,1.29,0.0,,,,,,,,,,,,,,,
Nico Hischier,N.J,C,75,00:20:23,1.37,1.33,7.34,1.69,2.35,0.78,38.73,6.0,00:20:25,0.98,2.45,2.94,3.43,0.98,0.0,36.73,75.0,00:02:53,8.04,6.0,00:02:07,14.14
Jesper Boqvist,FLA,C,78,00:13:14,0.7,0.64,5.05,11.09,1.57,0.81,4.12,6.0,00:15:02,0.0,0.0,5.98,17.29,1.99,0.0,1.33,,,,,,
Jonas Rondbjerg,VGK,R,13,00:09:37,0.0,0.0,5.27,1.44,1.92,0.0,0.48,1.0,00:12:58,0.0,0.0,9.25,4.63,0.0,0.0,0.0,,,,,,
Eeli Tolvanen,SEA,R,81,00:14:19,1.19,0.62,7.09,12.26,3.36,1.19,0.26,6.0,00:15:54,0.63,0.0,5.03,7.54,3.14,3.14,0.0,,,,,,
Klim Kostin,S.J,C,35,00:10:40,0.16,0.96,4.5,17.66,2.73,4.34,0.64,,,,,,,,,,,,,,,
Elias Pettersson,VAN,C,64,00:18:39,0.75,1.51,5.48,3.67,3.87,0.7,23.01,,,,,,,,,,64.0,00:03:08,4.77,,,
Gabriel Vilardi,WPG,C,71,00:18:08,1.26,1.58,6.06,0.98,2.33,0.65,3.49,,,,,,,,,,71.0,00:02:50,7.43,,,
Owen Tippett,PHI,R,77,00:15:59,0.97,1.12,9.16,5.6,3.07,0.78,0.34,7.0,00:14:24,0.59,1.78,12.49,4.16,3.57,0.0,0.59,77.0,00:01:55,2.84,,,
Nick Suzuki,MTL,C,82,00:20:03,1.09,2.15,6.27,2.3,2.59,0.29,24.8,7.0,00:21:34,1.59,1.59,5.56,1.99,1.59,0.79,21.85,82.0,00:03:24,5.79,7.0,00:04:04,0.0
Robert Thomas,STL,C,70,00:19:57,0.9,2.58,6.23,0.56,2.06,0.86,31.48,7.0,00:20:28,0.84,4.61,5.03,0.84,2.51,0.0,28.9,70.0,00:02:24,6.76,7.0,00:02:51,11.98
Jason Robertson,DAL,L,82,00:17:47,1.44,1.85,8.68,2.43,1.85,0.74,0.29,7.0,00:15:50,1.08,0.54,6.5,2.71,0.54,2.17,0.0,82.0,00:03:04,4.51,7.0,00:03:05,0.0
Morgan Frost,"CGY, PHI",C,81,00:15:45,0.66,1.08,6.77,3.24,2.82,1.03,24.87,,,,,,,,,,81.0,00:02:32,4.38,,,
Shane Bowers,N.J,C,4,00:08:15,0.0,0.0,3.63,16.36,1.82,0.0,1.82,,,,,,,,,,,,,,,
Henri Jokiharju,"BOS, BUF",D,60,00:17:49,0.17,0.39,3.31,2.75,2.97,0.79,0.0,,,,,,,,,,,,,,,
Miro Heiskanen,DAL,D,50,00:25:09,0.24,0.95,5.15,0.81,4.05,0.48,0.0,,,,,,,,,,50.0,00:03:34,2.34,,,
Martin Necas,"CAR, COL",C,79,00:18:59,1.08,2.24,7.76,2.48,0.92,0.64,2.04,,,,,,,,,,79.0,00:03:36,7.8,,,
Timothy Liljegren,"S.J, TOR",D,68,00:19:11,0.28,0.51,4.69,2.94,5.1,1.75,0.0,,,,,,,,,,68.0,00:01:30,2.33,,,
Dylan Samberg,WPG,D,60,00:21:08,0.28,0.66,4.49,2.65,5.68,1.23,0.0,7.0,00:19:11,0.0,0.45,4.91,3.57,6.25,1.79,0.0,,,,,,
Pierre-Olivier Joseph,"PIT, STL",D,47,00:15:15,0.0,0.25,3.51,3.01,3.01,3.76,0.0,,,,,,,,,,,,,,,
Josh Norris,"BUF, OTT",C,56,00:18:20,1.23,0.82,5.61,7.88,2.74,2.57,24.12,,,,,,,,,,56.0,00:02:59,3.95,,,
Ryan Poehling,PHI,C,68,00:13:52,0.76,1.21,4.58,1.65,5.02,1.02,23.84,7.0,00:16:22,1.05,2.62,4.19,0.52,6.28,0.0,25.66,,,,7.0,00:01:32,5.58
Cale Makar,COL,D,80,00:25:42,0.87,1.81,7.17,1.49,3.73,0.41,0.0,5.0,00:27:25,0.88,2.19,5.25,0.88,5.69,0.0,0.0,80.0,00:03:38,7.2,5.0,00:04:10,2.87
Ian Mitchell,BOS,D,15,00:15:36,0.0,0.26,2.56,1.28,5.9,0.51,0.0,3.0,00:17:22,0.0,0.0,3.45,2.3,6.91,0.0,0.0,15.0,00:01:04,0.0,,,
Erik Brannstrom,VAN,D,28,00:14:56,0.43,0.72,4.73,2.01,5.6,2.44,0.0,,,,,,,,,,,,,,,
Alexandre Texier,STL,C,31,00:12:29,0.93,0.77,7.75,3.1,1.7,1.55,0.0,,,,,,,,,,,,,,,
Filip Chytil,"NYR, VAN",C,56,00:14:58,0.93,0.93,9.52,1.36,0.93,1.29,18.9,,,,,,,,,,56.0,00:01:31,3.51,,,
Nick DeSimone,UTA,D,20,00:15:34,0.19,0.96,4.62,2.7,2.7,0.0,0.0,4.0,00:15:59,0.0,0.94,3.75,1.88,1.88,0.0,0.0,,,,,,
Alex Iafallo,WPG,L,82,00:13:16,0.83,0.88,6.01,2.92,3.36,0.83,0.66,7.0,00:18:14,0.94,1.41,7.52,4.7,3.76,0.0,0.94,82.0,00:01:22,5.35,7.0,00:02:29,3.44
David Kampf,TOR,C,59,00:12:23,0.41,0.66,3.69,4.1,2.13,1.15,22.81,,,,,,,,,,,,,,,
Neal Pionk,WPG,D,69,00:22:03,0.39,1.14,4.85,4.45,3.98,1.73,0.0,3.0,00:20:03,1.0,1.0,6.98,4.99,3.99,0.0,0.0,69.0,00:01:21,7.64,,,
Jan Rutta,S.J,D,54,00:17:15,0.19,0.39,3.54,2.58,5.22,1.8,0.0,3.0,00:22:19,0.9,0.0,3.58,2.69,4.48,0.0,0.0,,,,,,
Eetu Luostarinen,FLA,C,80,00:15:17,0.44,0.74,4.27,8.98,2.94,1.37,1.62,6.0,00:15:24,0.65,0.65,5.19,14.28,3.24,0.0,1.3,,,,,,
Fabian Zetterlund,"OTT, S.J",L,84,00:16:20,0.83,0.96,7.91,6.73,3.54,0.61,1.35,,,,,,,,,,84.0,00:01:51,2.69,,,
Johnathan Kovacevic,N.J,D,81,00:19:48,0.04,0.6,2.84,3.74,3.7,2.69,0.0,6.0,00:20:16,0.0,0.0,3.45,2.96,1.48,1.97,0.0,,,,,,
Jacob Bryson,BUF,D,48,00:14:23,0.0,0.61,1.74,1.3,4.43,0.87,0.0,3.0,00:14:10,0.0,0.0,2.82,2.82,2.82,0.0,0.0,,,,,,
Emil Bemstrom,PIT,C,14,00:08:19,0.0,0.51,6.69,6.17,1.54,0.0,1.03,,,,,,,,,,,,,,,
Drake Batherson,OTT,R,82,00:18:08,1.05,1.69,7.74,5.97,1.21,1.21,0.48,7.0,00:18:02,2.38,1.9,10.93,9.03,2.38,2.85,1.43,82.0,00:03:15,6.95,7.0,00:04:10,10.26
Noah Cates,PHI,L,78,00:15:52,0.78,1.02,5.33,4.22,2.62,0.68,23.89,7.0,00:16:15,0.53,2.11,3.16,3.69,1.58,0.0,21.09,78.0,00:01:00,2.3,,,
Olle Lycksell,PHI,R,19,00:11:53,0.0,1.33,2.66,2.39,1.33,0.53,0.53,1.0,00:10:25,0.0,0.0,5.75,5.75,0.0,0.0,0.0,,,,,,
Nick Perbix,T.B,D,74,00:14:41,0.33,0.72,3.64,2.76,3.7,1.1,0.0,7.0,00:14:21,0.6,0.0,3.58,0.6,2.39,0.0,0.0,,,,,,
Ben Jones,MIN,C,26,00:08:22,0.0,0.0,6.61,14.04,3.03,2.75,3.3,,,,,,,,,,,,,,,
Alexey Toropchenko,STL,R,80,00:12:29,0.24,0.84,5.4,13.39,3.18,1.5,0.24,7.0,00:12:18,0.0,0.7,4.18,18.11,4.18,1.39,0.0,,,,,,
Morgan Barron,WPG,C,74,00:10:22,0.63,0.55,7.27,9.46,2.97,1.25,6.64,7.0,00:11:48,1.45,0.0,10.89,10.89,0.0,1.45,17.42,,,,,,
Skyler Brind'Amour,CAR,C,2,00:16:34,1.81,0.0,1.81,1.81,1.81,3.62,30.75,2.0,00:16:34,1.81,0.0,1.81,1.81,1.81,3.62,30.75,,,,,,
Grant Hutton,NYI,D,13,00:13:27,0.0,0.69,3.43,4.46,4.11,1.37,0.0,,,,,,,,,,,,,,,
Sean Walker,CAR,D,82,00:16:50,0.22,0.48,6.26,3.96,3.91,2.0,0.0,7.0,00:19:27,0.0,0.44,6.17,5.28,1.76,1.76,0.0,,,,,,
Mark Kastelic,BOS,C,61,00:10:44,0.46,0.82,6.14,19.88,3.57,9.71,18.23,,,,,,,,,,,,,,,
Sean Durzi,UTA,D,30,00:20:38,0.39,0.68,3.78,1.45,5.04,1.84,0.0,7.0,00:22:01,0.39,0.78,4.67,2.33,4.67,1.56,0.0,30.0,00:01:18,3.05,7.0,00:01:25,12.0
Parker Kelly,COL,C,80,00:12:44,0.47,0.65,5.83,9.42,4.24,1.71,17.77,7.0,00:13:03,0.66,0.0,7.22,9.85,6.57,0.0,3.94,,,,,,
Pius Suter,VAN,C,81,00:17:20,1.07,0.9,5.89,2.52,1.84,0.77,15.93,7.0,00:20:31,1.25,0.42,8.77,2.51,1.67,2.51,19.64,81.0,00:01:20,2.74,7.0,00:03:08,0.0
Zach Whitecloud,VGK,D,74,00:17:30,0.19,0.42,3.33,5.37,4.77,1.71,0.0,6.0,00:19:49,0.0,0.5,2.02,4.54,6.06,1.01,0.0,,,,,,
Kiefer Sherwood,VAN,L,78,00:14:53,0.98,1.08,7.28,23.77,1.55,1.81,1.24,7.0,00:15:45,1.09,1.63,5.98,16.86,0.54,1.09,0.0,,,,,,
Eric Robinson,CAR,L,82,00:12:15,0.84,1.07,6.56,7.34,0.95,0.6,0.42,7.0,00:15:22,0.0,0.0,4.46,11.71,0.56,0.0,0.0,,,,,,
Oliver Wahlstrom,"BOS, NYI",R,43,00:10:13,0.41,0.41,7.37,4.64,4.09,5.05,0.82,,,,,,,,,,,,,,,
Martin Fehervary,WSH,D,81,00:19:00,0.19,0.78,2.96,5.42,5.85,0.97,0.0,,,,,,,,,,,,,,,
Joel Farabee,"CGY, PHI",L,81,00:14:54,0.55,0.7,7.5,4.67,2.48,1.69,0.89,,,,,,,,,,81.0,00:01:25,2.08,,,
Philipp Kurashev,CHI,C,51,00:13:43,0.6,0.6,4.63,2.57,1.37,1.2,8.32,5.0,00:12:01,1.0,1.0,2.99,0.0,0.0,0.0,1.99,,,,,,
Quinn Hughes,VAN,D,68,00:25:43,0.55,2.06,6.62,0.45,2.3,0.99,0.0,7.0,00:26:48,0.0,1.92,5.44,0.32,1.6,0.0,0.0,68.0,00:03:42,6.9,7.0,00:03:57,8.67
Brady Tkachuk,OTT,L,72,00:18:14,1.33,1.19,13.53,10.42,1.51,5.62,8.13,1.0,00:10:37,0.0,0.0,16.95,5.65,0.0,0.0,5.65,72.0,00:03:19,5.75,,,
Ryan McLeod,BUF,C,79,00:16:49,0.9,1.49,4.42,0.77,1.58,0.72,28.44,7.0,00:16:46,0.51,2.04,6.13,0.51,1.02,0.0,35.76,,,,,,
Evan Bouchard,EDM,D,82,00:23:27,0.44,1.65,7.33,0.97,3.37,1.0,0.0,7.0,00:24:37,0.35,1.39,8.36,0.35,1.74,1.39,0.0,82.0,00:03:16,5.8,7.0,00:03:40,2.33
Isac Lundestrom,ANA,C,79,00:13:32,0.22,0.62,3.36,2.63,3.81,0.56,24.72,7.0,00:12:14,0.0,0.7,3.5,3.5,3.5,0.0,19.61,,,,,,
Mattias Samuelsson,BUF,D,62,00:19:18,0.2,0.5,2.61,5.21,4.66,1.1,0.0,7.0,00:22:02,0.0,0.0,1.17,5.44,1.94,0.0,0.0,,,,,,
Joe Veleno,"CHI, DET",C,74,00:12:07,0.54,0.6,5.02,9.3,2.94,1.14,13.45,,,,,,,,,,,,,,,
K'Andre Miller,NYR,D,74,00:21:56,0.26,0.74,4.06,3.92,4.06,0.81,0.0,5.0,00:21:47,0.0,2.2,3.3,3.3,6.06,2.2,0.0,,,,,,
Alexander Alexeyev,WSH,D,8,00:16:04,0.0,0.0,3.27,4.2,6.53,0.0,0.0,3.0,00:20:49,0.0,0.0,2.88,2.88,3.84,0.0,0.0,,,,,,
Patrick Giles,"FLA, S.J",R,17,00:09:13,0.38,0.0,5.73,7.65,2.68,0.0,12.62,,,,,,,,,,,,,,,
Michael Callahan,BOS,D,17,00:14:08,0.25,0.0,2.25,2.0,2.99,1.75,0.0,,,,,,,,,,,,,,,
Jesperi Kotkaniemi,CAR,C,78,00:14:03,0.66,1.15,6.29,3.61,1.53,2.74,20.08,3.0,00:13:16,1.51,1.51,12.06,4.52,0.0,0.0,30.14,78.0,00:01:22,0.56,,,
Andrei Svechnikov,CAR,R,72,00:17:06,0.97,1.36,8.76,7.21,1.07,2.87,0.05,6.0,00:16:12,0.62,1.23,6.17,8.02,3.7,1.23,0.0,72.0,00:03:13,4.64,6.0,00:01:52,5.32
Ty Emberson,EDM,D,76,00:15:06,0.1,0.57,3.24,6.43,5.07,0.94,0.0,7.0,00:17:34,0.98,0.49,1.95,6.34,3.9,0.0,0.0,,,,,,
Jack Drury,"CAR, COL",C,72,00:12:55,0.52,0.65,6.0,2.9,3.23,1.42,27.8,,,,,,,,,,,,,,,
Rasmus Dahlin,BUF,D,73,00:24:14,0.58,1.73,6.78,3.39,3.32,1.83,0.0,7.0,00:24:22,1.06,1.76,8.09,4.22,1.06,1.41,0.0,73.0,00:03:09,5.47,7.0,00:02:00,12.78
Oskar Bäck,DAL,C,73,00:11:42,0.28,0.84,3.09,1.97,2.46,0.56,6.32,5.0,00:10:24,0.0,1.15,2.31,1.15,2.31,2.31,2.31,,,,,,
Rasmus Kupari,WPG,C,59,00:10:15,0.5,0.3,5.26,7.63,3.07,1.59,25.98,,,,,,,,,,,,,,,
Ty Dellandrea,S.J,C,68,00:11:48,0.07,0.52,3.74,12.18,3.51,4.41,15.62,7.0,00:11:28,0.0,0.0,4.48,6.72,4.48,8.96,17.91,,,,,,
Barrett Hayton,UTA,C,82,00:16:06,0.91,1.18,7.04,1.41,2.0,2.04,25.08,7.0,00:16:10,1.06,1.59,8.48,2.12,1.06,8.48,20.13,82.0,00:01:58,5.54,7.0,00:03:15,13.15
Akil Thomas,L.A,C,25,00:09:54,0.24,0.48,4.84,10.17,2.9,1.69,4.36,2.0,00:11:06,0.0,0.0,2.7,13.5,5.4,0.0,8.1,,,,,,
Liam Foudy,NYI,C,2,00:07:27,0.0,0.0,4.03,0.0,4.03,0.0,0.0,,,,,,,,,,,,,,,
Jack McBain,UTA,C,82,00:13:34,0.7,0.75,4.85,15.69,2.7,4.2,12.35,7.0,00:14:35,0.59,2.35,6.46,14.09,3.52,0.0,20.55,,,,,,
Kevin Bahl,CGY,D,73,00:21:23,0.12,0.65,3.15,4.19,4.46,1.35,0.0,7.0,00:21:45,0.0,0.79,1.58,6.3,3.15,0.79,0.0,,,,,,
Noah Dobson,NYI,D,71,00:23:16,0.36,1.05,7.12,2.03,4.58,1.02,0.0,7.0,00:22:06,0.39,0.39,4.65,0.78,5.82,1.55,0.0,71.0,00:03:00,3.37,7.0,00:03:27,2.48
Adam Boqvist,"FLA, NYI",D,35,00:14:04,0.49,1.22,4.87,1.58,2.31,1.22,0.0,,,,,,,,,,35.0,00:02:02,5.05,,,
Rasmus Sandin,WSH,D,82,00:19:11,0.15,0.99,2.97,3.51,4.65,0.88,0.0,7.0,00:21:38,0.0,0.79,1.19,0.79,6.34,2.77,0.0,,,,,,
Adam Ginning,PHI,D,1,00:12:48,0.0,0.0,0.0,4.69,4.69,0.0,0.0,,,,,,,,,,,,,,,
Nils Lundkvist,DAL,D,39,00:15:00,0.0,0.51,5.33,2.36,3.48,2.05,0.0,,,,,,,,,,,,,,,
Jacob Bernard-Docker,"BUF, OTT",D,40,00:13:36,0.22,0.66,3.53,3.31,5.51,1.87,0.0,,,,,,,,,,,,,,,
Jakub Lauko,"BOS, MIN",C,56,00:10:42,0.5,0.6,4.2,12.0,3.9,4.7,0.1,,,,,,,,,,,,,,,
Ty Smith,CAR,D,8,00:13:39,0.55,0.55,7.68,1.1,2.74,2.2,0.0,,,,,,,,,,8.0,00:02:38,2.84,,,
Jordan Harris,CBJ,D,33,00:11:23,0.16,0.64,2.39,3.67,5.59,0.96,0.0,4.0,00:13:22,0.0,1.12,2.24,4.49,3.37,0.0,0.0,,,,,,
Jan Jenik,OTT,C,2,00:07:41,0.0,0.0,0.0,7.8,0.0,0.0,3.9,,,,,,,,,,,,,,,
Michael Kesselring,UTA,D,82,00:17:41,0.29,0.91,6.21,3.6,2.77,3.68,0.0,7.0,00:17:10,0.5,1.0,7.48,1.0,2.49,3.99,0.0,,,,,,
Kirill Marchenko,CBJ,R,79,00:18:34,1.27,1.76,8.46,2.25,1.55,0.82,0.53,7.0,00:16:39,0.0,2.06,8.23,3.09,1.54,0.0,0.0,79.0,00:02:33,5.64,7.0,00:01:36,5.33
Ilya Lyubushkin,DAL,D,80,00:17:23,0.04,0.56,2.2,3.62,5.87,1.38,0.0,7.0,00:19:23,0.0,0.44,1.33,1.33,3.54,0.88,0.0,,,,,,
Connor Dewar,"PIT, TOR",C,48,00:11:33,0.43,0.65,5.95,13.95,4.0,1.51,5.73,,,,,,,,,,,,,,,
Declan Chisholm,MIN,D,66,00:16:59,0.11,0.53,3.69,1.77,3.69,0.53,0.0,5.0,00:14:21,0.0,0.0,6.69,3.34,2.51,0.0,0.0,,,,,,
Pontus Holmberg,TOR,R,68,00:12:39,0.49,0.84,4.81,3.21,3.69,1.88,9.69,7.0,00:11:43,0.73,2.19,5.11,5.11,3.65,0.0,18.27,,,,,,
Tyler Tucker,STL,D,38,00:14:34,0.32,0.43,3.57,8.77,4.22,5.96,0.0,6.0,00:16:14,0.0,0.62,1.23,10.47,2.46,0.0,0.0,,,,,,
Jonatan Berggren,DET,R,75,00:12:58,0.74,0.74,5.42,2.53,0.99,0.86,0.31,7.0,00:13:47,1.24,1.24,4.97,4.97,1.24,0.0,0.0,,,,,,
Alexander Romanov,NYI,D,64,00:22:18,0.17,0.67,4.2,6.18,6.93,0.84,0.0,5.0,00:20:28,0.0,1.17,6.45,4.1,5.28,0.0,0.0,,,,,,
