Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Robby Fabbri,ANA,,,44,0:16:12,0.67,0.67,5.47,4.71,2.44,1.68,5.97,,,,,,,,,,44.0,0:01:08,0.0,,,,F,54,40,1,45,65,49,61,57,50,50,50,50,50,50,50,50,41.0,55.66666666666666,45.4,50.0,50.0,50.0
Kasperi Kapanen,"EDM, STL",,,67,0:11:55,0.45,0.6,4.96,6.61,1.05,1.2,2.93,,,,,,,,,,,,,,,,F,36,35,50,37,48,65,16,43,50,50,50,50,50,50,50,50,41.2,41.333333333333336,41.24,50.0,50.0,50.0
Jared McCann,SEA,,,82,0:17:12,0.94,1.66,8.59,2.0,2.13,0.77,4.63,7.0,0:16:49,2.04,2.55,9.17,0.51,4.07,1.02,11.2,82.0,0:02:33,4.57,7.0,0:02:25,7.05,F,72,87,60,80,59,19,52,30,90,90,75,77,78,9,87,51,71.6,33.666666666666664,60.21999999999999,82.0,49.0,72.1
David Pastrnak,BOS,Jagrbombs,RW,82,0:20:11,1.56,2.28,11.56,2.1,0.87,1.52,0.11,7.0,0:18:45,2.74,5.48,7.31,1.83,1.37,0.0,0.0,82.0,0:03:27,4.86,7.0,0:02:31,3.41,F,93,96,64,93,15,20,11,52,96,99,54,62,15,27,41,19,72.2,27.666666666666668,58.84,65.2,29.0,54.34
Adrian Kempe,L.A,Sask Squatches,RW,81,0:19:09,1.35,1.47,9.16,3.83,1.39,1.39,0.43,6.0,0:17:41,1.13,4.52,11.3,5.09,1.7,1.13,0.0,81.0,0:02:45,4.85,6.0,0:05:18,11.32,F,88,82,64,84,20,40,27,49,70,98,86,87,15,62,50,54,67.6,38.66666666666666,58.92,71.2,55.333333333333336,66.44
Ivan Barbashev,VGK,Sask Squatches,LW,70,0:16:47,1.17,1.43,5.66,5.31,1.68,0.51,0.61,6.0,0:16:55,1.77,0.59,5.32,1.18,0.0,0.0,0.59,,,,6.0,0:01:47,0.0,F,82,80,50,48,22,55,37,21,86,39,9,40,24,18,4,19,56.4,37.66666666666666,50.78,39.6,13.666666666666666,31.82
Marcus Pettersson,"PIT, VAN",,,78,0:21:41,0.14,0.89,2.48,2.8,5.11,1.6,0.0,,,,,,,,,,,,,,,,D,41,72,50,22,48,44,67,57,50,50,50,50,50,50,50,50,46.6,56.0,49.42,50.0,50.0,50.0
Andreas Englund,"L.A, NSH",,,35,0:13:15,0.13,0.26,2.2,10.08,5.17,6.2,0.0,,,,,,,,,,,,,,,,D,39,18,50,16,48,96,68,98,50,50,50,50,50,50,50,50,34.2,87.33333333333333,50.14,50.0,50.0,50.0
Nicolas Aube-Kubel,"BUF, NYR",,,22,0:09:25,0.29,0.29,5.21,11.58,0.87,5.5,1.45,,,,,,,,,,,,,,,,F,23,15,50,41,33,86,11,95,50,50,50,50,50,50,50,50,32.4,64.0,41.88,50.0,50.0,50.0
Brandon Montour,SEA,Trocheck Backcheck Paycheque,D,81,0:22:58,0.58,0.74,7.45,2.68,3.22,2.26,0.0,7.0,0:22:28,0.76,0.0,6.1,2.29,3.43,1.53,0.0,81.0,0:02:25,3.35,7.0,0:02:29,3.43,D,95,61,41,94,48,42,26,73,95,13,55,82,47,43,46,65,67.8,47.0,61.56,58.4,51.333333333333336,56.28
Ryan Donato,CHI,,,80,0:16:18,1.43,1.43,8.37,4.78,0.83,1.89,10.76,7.0,0:18:03,0.95,0.47,6.17,0.95,1.42,1.9,6.65,80.0,0:01:52,5.62,,,,F,90,80,74,79,79,50,10,61,63,33,50,50,67,14,42,69,80.4,40.333333333333336,68.38,52.6,41.66666666666666,49.32
Christian Dvorak,MTL,,,82,0:15:14,0.58,1.01,4.99,2.11,3.55,0.77,28.37,7.0,0:17:51,0.48,0.96,2.4,1.92,3.36,0.0,26.88,,,,,,,F,46,61,50,38,93,20,83,30,39,55,50,6,91,28,80,19,57.6,44.333333333333336,53.620000000000005,48.2,42.333333333333336,46.440000000000005
Justin Kirkland,CGY,,,21,0:09:42,0.59,1.77,2.65,13.25,4.71,3.24,15.9,,,,,,,,,,,,,,,,F,47,89,50,6,86,89,93,83,50,50,50,50,50,50,50,50,55.6,88.33333333333333,65.42,50.0,50.0,50.0
Warren Foegele,L.A,,,82,0:16:10,1.09,1.0,9.01,3.35,1.81,1.09,1.09,7.0,0:16:12,1.06,0.53,6.87,2.64,1.06,3.17,1.06,,,,7.0,0:01:42,0.0,F,79,61,50,83,29,35,41,40,67,36,9,58,30,38,31,83,60.4,38.66666666666666,53.88,40.0,50.66666666666666,43.2
Brayden Point,T.B,Boats and Ahos,C,77,0:19:28,1.68,1.6,7.6,1.04,1.8,0.28,17.2,7.0,0:18:13,1.88,1.41,5.17,0.0,1.41,2.35,13.63,77.0,0:03:27,6.97,7.0,0:03:33,7.23,F,94,85,85,72,87,8,41,14,88,70,76,38,82,3,42,75,84.6,21.0,65.52,70.8,40.0,61.56
Jake Walman,"EDM, S.J",The Epstein Islanders,D,65,0:22:46,0.28,1.34,6.65,2.27,5.88,1.7,0.0,,,,,,,,,,65.0,0:02:25,3.04,,,,D,68,91,35,91,48,34,79,60,50,50,50,50,50,50,50,50,66.6,57.66666666666666,63.91999999999999,50.0,50.0,50.0
Mark Friedman,VAN,,,5,0:14:03,0.0,0.0,3.41,5.12,5.12,8.53,0.0,,,,,,,,,,,,,,,,D,16,4,50,44,48,76,68,99,50,50,50,50,50,50,50,50,32.4,81.0,46.98,50.0,50.0,50.0
Michael Amadio,OTT,,,72,0:14:05,0.65,0.95,5.03,6.38,2.6,1.06,2.9,7.0,0:14:43,0.0,1.75,5.82,6.4,2.33,1.16,0.58,,,,,,,F,52,58,50,38,47,63,65,39,13,79,50,46,24,70,64,54,49.0,55.66666666666666,51.0,42.4,62.66666666666666,48.47999999999999
William Lagesson,DET,,,7,0:14:34,0.0,0.59,2.94,3.53,4.12,2.35,0.0,3.0,0:15:24,0.0,1.3,2.6,3.89,2.6,2.6,0.0,,,,,,,D,16,47,50,33,48,57,47,74,28,82,50,36,47,66,30,81,38.8,59.333333333333336,44.96,48.6,59.0,51.72
Devon Toews,COL,,,76,0:24:35,0.32,1.09,4.43,1.28,3.31,0.83,0.0,5.0,0:24:31,0.98,1.47,1.96,1.47,4.41,0.98,0.0,76.0,0:01:04,2.21,,,,D,74,83,19,66,48,15,29,31,98,86,50,23,47,28,61,51,58.0,25.0,48.1,60.8,46.66666666666666,56.56
Viktor Arvidsson,EDM,,,67,0:14:59,0.9,0.72,9.44,1.91,1.37,1.43,1.02,7.0,0:16:50,1.02,0.0,10.18,2.54,2.04,3.05,0.51,67.0,0:01:05,2.45,7.0,0:02:58,0.0,F,69,43,22,86,28,18,26,50,66,12,9,83,23,36,58,82,49.6,31.33333333333333,44.12,38.6,58.66666666666666,44.62
Sam Lafferty,BUF,,,60,0:09:52,0.41,0.3,5.06,8.91,1.62,2.84,8.0,7.0,0:10:41,0.8,0.0,4.81,3.21,2.41,1.6,9.62,,,,,,,F,32,16,50,39,72,77,35,78,56,12,50,33,75,44,66,64,41.8,63.333333333333336,48.25999999999999,45.2,58.0,49.04
Danton Heinen,"PIT, VAN",,,79,0:13:26,0.51,1.13,4.58,4.58,2.09,1.75,1.02,,,,,,,,,,,,,,,,F,41,68,50,31,28,48,51,58,50,50,50,50,50,50,50,50,43.6,52.333333333333336,46.22,50.0,50.0,50.0
Michael Bunting,"NSH, PIT",,,76,0:15:31,0.97,0.97,7.88,3.51,0.97,3.46,0.25,,,,,,,,,,76.0,0:02:01,6.61,,,,F,73,59,82,75,17,37,14,85,50,50,50,50,50,50,50,50,61.2,45.333333333333336,56.44,50.0,50.0,50.0
Gustav Forsling,FLA,,,80,0:22:56,0.36,0.65,6.37,2.71,2.91,0.52,0.0,5.0,0:22:31,0.53,1.6,8.53,4.26,2.13,1.07,0.0,,,,,,,D,79,53,50,89,48,43,20,20,87,88,50,93,47,70,22,54,63.8,27.666666666666668,52.96,73.0,48.66666666666666,65.69999999999999
Clark Bishop,CGY,,,6,0:07:15,1.38,0.0,5.52,11.03,2.76,0.0,9.66,,,,,,,,,,,,,,,,F,89,4,50,46,77,84,69,7,50,50,50,50,50,50,50,50,53.2,53.333333333333336,53.24,50.0,50.0,50.0
Dakota Joshua,VAN,,,57,0:12:57,0.57,0.57,4.22,15.67,2.36,3.09,1.87,7.0,0:12:44,1.35,0.67,7.4,9.42,4.04,0.0,2.02,,,,,,,F,46,33,50,26,38,92,59,81,77,43,50,63,41,83,86,19,38.6,77.33333333333333,50.22,54.8,62.66666666666666,57.15999999999999
Kevin Labanc,CBJ,,,34,0:10:29,0.34,1.68,5.89,4.88,2.35,2.02,0.0,,,,,,,,,,,,,,,,F,27,87,50,52,13,51,58,64,50,50,50,50,50,50,50,50,45.8,57.66666666666666,49.35999999999999,50.0,50.0,50.0
Victor Olofsson,VGK,,,56,0:14:29,1.11,1.03,8.06,1.92,1.4,1.18,0.07,5.0,0:14:42,1.63,1.63,17.94,2.45,2.45,1.63,0.0,56.0,0:01:23,6.17,,,,F,80,62,79,76,14,18,27,43,84,76,50,98,15,35,67,64,62.2,29.33333333333333,52.34,64.6,55.333333333333336,61.81999999999999
Pierre Engvall,NYI,,,62,0:11:49,0.66,0.57,7.62,3.85,0.98,1.31,0.82,7.0,0:14:07,0.0,0.61,11.53,4.85,0.61,0.0,0.61,,,,,,,F,53,33,50,72,25,41,14,47,13,40,50,88,24,60,18,19,46.6,34.0,42.81999999999999,43.0,32.333333333333336,39.8
Jake Evans,MTL,,,82,0:15:33,0.61,1.08,3.76,5.83,2.82,0.47,27.9,7.0,0:16:49,0.51,1.02,3.57,8.66,2.04,0.0,24.45,,,,,,,F,49,65,50,19,93,59,70,20,41,57,50,17,90,80,58,19,55.2,49.66666666666666,53.54,51.0,52.333333333333336,51.39999999999999
Jake Middleton,MIN,,,67,0:21:52,0.33,0.53,3.97,4.05,6.43,1.64,0.0,3.0,0:18:37,0.0,1.07,2.15,5.37,6.45,0.0,0.0,,,,,,,D,75,42,50,57,48,64,85,58,28,74,50,27,47,79,82,17,54.4,69.0,58.78,45.2,59.333333333333336,49.44
Matthew Highmore,OTT,,,41,0:11:09,0.26,0.52,4.33,6.55,2.49,1.31,0.66,6.0,0:11:14,0.89,0.0,1.78,5.34,0.0,3.56,0.89,,,,,,,F,21,29,50,28,23,64,62,47,60,12,50,3,28,64,4,86,30.2,57.66666666666666,38.44,30.6,51.333333333333336,36.82
Bokondji Imama,PIT,,,16,0:05:39,0.66,0.0,6.62,29.78,4.63,19.86,0.0,,,,,,,,,,,,,,,,F,53,4,50,61,13,98,93,99,50,50,50,50,50,50,50,50,36.2,96.66666666666669,54.34,50.0,50.0,50.0
Hayden Hodgson,OTT,,,2,0:08:34,0.0,0.0,7.0,24.49,3.5,17.49,0.0,2.0,0:08:34,0.0,0.0,7.0,24.49,3.5,17.49,0.0,,,,,,,F,6,4,50,66,13,97,83,99,13,12,50,59,15,97,82,99,27.8,93.0,47.36,29.8,92.66666666666669,48.66
Darren Raddysh,T.B,,,73,0:17:17,0.29,1.47,5.13,1.81,3.23,0.67,0.0,7.0,0:13:49,0.62,0.62,3.1,1.86,3.1,0.0,0.0,73.0,0:01:46,4.16,,,,D,69,94,55,77,48,25,27,26,91,52,50,45,47,35,40,17,68.6,26.0,55.81999999999999,57.0,30.666666666666668,49.1
Dryden Hunt,CGY,,,5,0:11:39,0.0,3.09,5.15,10.29,3.09,0.0,2.06,1.0,0:14:30,0.0,8.28,4.14,4.14,4.14,0.0,8.28,,,,,,,F,6,99,50,40,40,82,76,7,13,99,50,24,72,54,87,19,47.0,55.0,49.4,51.6,53.333333333333336,52.12
Andrew Mangiapane,WSH,,,81,0:13:01,0.8,0.8,5.4,4.21,1.71,1.36,0.28,7.0,0:13:50,0.0,1.24,5.57,4.95,1.86,1.24,0.0,81.0,0:01:12,2.45,,,,F,63,48,22,44,17,45,38,48,13,65,50,43,15,61,54,56,38.8,43.66666666666666,40.26,37.2,57.0,43.14
Frank Vatrano,ANA,,,81,0:17:32,0.89,1.01,9.88,7.13,2.91,3.38,0.68,7.0,0:16:04,0.53,1.6,5.33,8.0,3.73,7.47,0.53,81.0,0:02:36,1.42,7.0,0:01:48,0.0,F,69,61,6,88,23,68,72,84,42,75,9,40,23,78,84,97,49.4,74.66666666666667,56.98,37.8,86.33333333333333,52.36
Noah Hanifin,VGK,Dan's Dazzling Team,D,80,0:21:33,0.35,1.01,5.05,1.46,3.69,0.49,0.0,5.0,0:22:05,0.54,0.0,4.89,2.72,3.8,0.0,0.0,80.0,0:01:18,5.73,,,,D,78,79,75,76,48,18,37,19,87,13,50,71,47,51,52,17,71.2,24.666666666666668,57.24,53.6,40.0,49.52
Rasmus Andersson,CGY,Sask Squatches,D,81,0:23:59,0.34,0.62,5.03,1.11,6.05,1.85,0.0,6.0,0:23:00,0.0,0.43,5.65,0.43,5.22,1.74,0.0,81.0,0:02:02,3.27,6.0,0:01:44,0.0,D,77,50,39,76,48,12,81,64,28,40,8,79,47,8,71,69,58.0,52.333333333333336,56.3,40.4,49.333333333333336,43.08
Kyle Connor,WPG,robert's Fabulous Team,LW,82,0:20:23,1.47,2.01,9.58,0.75,1.65,0.9,0.04,7.0,0:20:16,1.27,1.69,10.57,0.42,1.27,0.0,0.0,82.0,0:02:49,7.26,7.0,0:02:49,0.0,F,91,93,87,86,13,5,36,34,74,77,9,84,15,8,38,19,74.0,25.0,59.3,51.8,21.666666666666668,42.76
Jonas Siegenthaler,N.J,,,55,0:19:36,0.11,0.39,2.89,4.17,5.12,2.45,0.0,,,,,,,,,,,,,,,,D,36,29,50,32,48,65,68,76,50,50,50,50,50,50,50,50,39.0,69.66666666666667,48.2,50.0,50.0,50.0
Colin White,S.J,,,3,0:07:18,0.0,0.0,2.74,5.48,2.74,0.0,8.21,,,,,,,,,,,,,,,,F,6,4,50,7,73,56,69,7,50,50,50,50,50,50,50,50,28.0,44.0,32.8,50.0,50.0,50.0
Pavel Zacha,BOS,Bar Down Beauties,C;LW,82,0:19:03,0.54,1.27,5.07,2.42,1.0,0.81,15.09,7.0,0:16:53,0.0,1.01,4.57,5.07,0.51,0.0,13.7,82.0,0:02:33,2.0,7.0,0:01:29,5.76,F,43,74,14,39,85,24,15,31,13,57,70,30,82,62,15,19,51.0,23.33333333333333,42.7,50.4,32.0,44.88
Connor McDavid,EDM,Sask Squatches,C,67,0:22:01,1.06,3.01,7.97,1.63,0.73,1.1,15.04,4.0,0:20:24,0.0,7.35,6.61,0.73,0.73,4.41,13.23,67.0,0:03:13,8.6,4.0,0:03:44,8.02,F,78,99,92,76,85,14,8,40,13,99,79,55,81,11,21,90,86.0,20.666666666666668,66.39999999999999,65.4,40.66666666666666,57.98
Jack Eichel,VGK,Dan's Dazzling Team,C,77,0:20:32,1.06,2.5,8.84,0.83,2.09,0.3,21.74,3.0,0:20:16,0.99,0.0,7.89,0.0,2.96,1.97,21.69,77.0,0:02:46,9.57,3.0,0:03:33,0.0,F,78,97,95,82,91,6,51,15,64,12,9,68,89,3,75,70,88.6,24.0,69.21999999999998,48.4,49.333333333333336,48.67999999999999
Vince Dunn,SEA,Hughes your daddy,D,62,0:22:04,0.48,1.23,6.0,1.27,3.46,1.45,0.0,7.0,0:21:59,0.0,1.56,4.29,0.39,5.84,1.56,0.0,62.0,0:02:29,4.65,7.0,0:02:18,7.43,D,90,88,62,86,48,15,32,53,28,88,79,64,47,8,77,66,74.8,33.333333333333336,62.35999999999999,61.2,50.333333333333336,57.94
Travis Dermott,"EDM, MIN",,,19,0:12:16,0.0,0.0,2.06,1.54,4.12,0.51,0.0,,,,,,,,,,,,,,,,D,16,4,50,13,48,20,47,20,50,50,50,50,50,50,50,50,26.2,29.0,27.04,50.0,50.0,50.0
Anthony Richard,PHI,,,15,0:12:21,0.65,1.29,6.15,2.59,2.59,0.0,0.0,,,,,,,,,,15.0,0:01:26,2.78,,,,F,52,75,28,55,13,26,65,7,50,50,50,50,50,50,50,50,44.6,32.666666666666664,41.02,50.0,50.0,50.0
Jordan Greenway,BUF,,,34,0:15:04,0.35,0.59,4.21,11.36,3.4,5.27,0.82,,,,,,,,,,,,,,,,F,27,34,50,26,25,85,81,94,50,50,50,50,50,50,50,50,32.4,86.66666666666667,48.67999999999999,50.0,50.0,50.0
Timo Meier,N.J,Trocheck Backcheck Paycheque,LW;RW,80,0:17:51,1.09,1.13,10.04,5.8,2.73,2.44,0.34,6.0,0:19:10,2.09,1.04,9.39,5.22,2.61,1.04,0.0,80.0,0:01:52,5.19,6.0,0:02:03,9.69,F,79,68,69,88,18,59,68,72,91,58,83,78,15,63,70,51,64.4,66.33333333333333,64.97999999999999,65.0,61.333333333333336,63.9
Erik Cernak,T.B,,,76,0:18:15,0.13,0.78,2.77,6.74,4.28,2.16,0.0,7.0,0:17:08,0.0,0.0,2.0,2.5,2.0,4.0,0.0,,,,,,,D,39,64,50,29,48,86,51,71,28,13,50,24,47,47,19,91,46.0,69.33333333333333,52.99999999999999,32.4,52.333333333333336,38.38
Mikko Rantanen,"CAR, COL, DAL",Hughes your daddy,LW;RW,82,0:21:14,1.1,1.93,7.3,1.65,1.52,2.07,4.65,,,,,,,,,,82.0,0:03:51,4.94,,,,F,80,92,66,69,59,15,31,65,50,50,50,50,50,50,50,50,73.2,37.0,62.34,50.0,50.0,50.0
A.J. Greer,FLA,,,81,0:09:35,0.46,0.85,6.64,16.83,2.32,10.04,1.24,6.0,0:11:35,0.0,0.0,8.63,20.71,3.45,25.89,1.73,,,,,,,F,36,52,50,62,31,94,58,99,13,12,50,73,38,96,81,99,46.2,83.66666666666667,57.440000000000005,37.2,92.0,53.64
Jansen Harkins,ANA,,,62,0:10:55,0.18,0.35,4.34,12.04,3.63,1.86,10.36,5.0,0:10:55,0.0,0.0,4.39,7.69,3.29,0.0,4.39,,,,,,,F,15,19,50,28,78,87,84,61,13,12,50,28,57,77,79,19,38.0,77.33333333333333,49.8,32.0,58.333333333333336,39.9
Sebastian Aho,CAR,Boats and Ahos,C,79,0:20:06,1.1,1.7,7.82,2.23,1.13,1.74,25.05,5.0,0:17:58,0.67,2.0,8.68,3.34,2.0,1.33,15.35,79.0,0:03:34,4.88,5.0,0:02:12,5.44,F,80,88,65,74,92,22,18,58,50,83,68,74,84,46,57,58,79.8,32.666666666666664,65.66,71.8,53.66666666666666,66.36
Oliver Kylington,"ANA, COL",,,19,0:12:17,0.26,1.03,1.54,0.77,4.62,2.05,0.0,,,,,,,,,,,,,,,,D,64,80,50,5,48,7,58,68,50,50,50,50,50,50,50,50,49.4,44.333333333333336,47.88,50.0,50.0,50.0
Christian Fischer,"CBJ, DET",,,46,0:11:06,0.12,0.7,3.64,10.8,2.23,1.29,1.06,,,,,,,,,,,,,,,,F,12,42,50,17,28,83,55,46,50,50,50,50,50,50,50,50,29.8,61.333333333333336,39.26,50.0,50.0,50.0
Keegan Kolesar,VGK,,,82,0:13:11,0.67,1.0,4.88,13.14,2.72,2.94,0.33,7.0,0:11:38,0.0,2.21,4.42,7.36,1.47,3.68,0.0,,,,,,,F,54,61,50,36,18,89,68,79,13,86,50,28,15,75,44,87,43.8,78.66666666666667,54.26,38.4,68.66666666666667,47.48
Tommy Novak,"NSH, PIT",,,54,0:13:13,1.09,0.76,7.73,0.5,2.18,0.34,7.89,,,,,,,,,,54.0,0:01:20,4.16,,,,F,79,46,54,73,72,4,53,16,50,50,50,50,50,50,50,50,64.8,24.33333333333333,52.65999999999999,50.0,50.0,50.0
Travis Konecny,PHI,Trocheck Backcheck Paycheque,LW;RW,82,0:20:36,0.85,1.85,6.68,3.34,1.49,1.88,1.39,7.0,0:19:43,0.0,2.17,6.52,2.17,0.43,0.87,0.87,82.0,0:02:47,4.45,7.0,0:02:51,3.0,F,66,91,59,62,32,35,30,61,13,86,51,54,28,31,13,47,62.0,42.0,56.0,46.4,30.33333333333333,41.58
Dylan Strome,WSH,Dan's Dazzling Team,C,82,0:17:23,1.22,2.23,6.31,0.97,2.27,1.43,29.09,7.0,0:16:38,2.57,2.06,9.78,1.03,1.54,1.03,29.87,82.0,0:03:00,8.28,7.0,0:03:16,13.08,F,84,95,91,57,94,7,56,50,95,84,89,81,92,16,46,51,84.2,37.66666666666666,70.24,88.2,37.66666666666666,73.03999999999999
Brandon Carlo,"BOS, TOR",,,83,0:18:54,0.04,0.42,2.95,3.44,6.0,1.42,0.0,,,,,,,,,,,,,,,,D,23,31,50,33,48,55,80,52,50,50,50,50,50,50,50,50,37.0,62.333333333333336,44.6,50.0,50.0,50.0
Brock Boeser,VAN,Bar Down Beauties,RW,75,0:18:09,1.1,1.1,6.39,3.35,1.5,0.7,0.7,7.0,0:18:45,0.46,1.37,5.48,2.29,1.37,0.0,0.91,75.0,0:03:15,4.92,7.0,0:03:31,4.85,F,80,66,65,58,23,35,31,27,38,69,65,42,28,33,41,19,58.4,31.0,50.17999999999999,48.4,31.0,43.17999999999999
Mathew Barzal,NYI,robert's Fabulous Team,C;RW,30,0:20:20,0.59,1.38,7.67,2.36,2.36,0.39,2.16,,,,,,,,,,30.0,0:02:51,2.8,,,,F,47,79,29,73,41,23,59,17,50,50,50,50,50,50,50,50,53.8,33.0,47.56,50.0,50.0,50.0
Roope Hintz,DAL,P Diddlers,C,76,0:16:53,1.31,1.82,7.48,2.48,2.15,1.4,21.41,7.0,0:16:44,0.0,1.02,6.65,2.56,2.05,3.07,31.22,76.0,0:02:44,5.75,7.0,0:03:28,2.47,F,87,90,75,71,90,25,52,49,13,57,45,56,93,37,58,82,82.6,42.0,70.41999999999999,52.8,59.0,54.66
Parker Wotherspoon,BOS,,,55,0:18:01,0.06,0.36,2.66,4.48,3.99,0.61,0.0,7.0,0:17:46,0.0,0.48,3.86,5.79,4.34,0.96,0.0,,,,,,,D,26,26,50,26,48,69,44,23,28,44,50,58,47,81,60,50,35.2,45.333333333333336,38.24,45.4,63.66666666666666,50.88
Caleb Jones,L.A,,,6,0:12:34,0.0,0.0,4.77,7.96,3.98,1.59,0.0,1.0,0:11:22,0.0,0.0,0.0,5.28,5.28,0.0,0.0,,,,,,,D,16,4,50,72,48,91,44,57,28,13,50,1,47,78,72,17,38.0,64.0,45.8,27.8,55.66666666666666,36.16
Noah Juulsen,VAN,,,35,0:16:17,0.0,0.0,2.74,10.63,6.31,2.21,0.0,,,,,,,,,,,,,,,,D,16,4,50,28,48,96,83,72,50,50,50,50,50,50,50,50,29.2,83.66666666666667,45.54,50.0,50.0,50.0
Jack Roslovic,CAR,Autodraft Anomalies,C;RW,81,0:13:49,1.18,0.91,7.45,0.75,1.23,0.54,10.29,7.0,0:14:34,0.59,0.59,7.06,1.77,1.18,2.35,21.77,81.0,0:01:27,1.02,7.0,0:01:32,0.0,F,83,55,3,71,78,5,22,22,45,39,9,60,89,26,35,75,58.0,16.333333333333332,45.49999999999999,48.4,45.333333333333336,47.48
Zach Werenski,CBJ,Autodraft Anomalies,D,81,0:26:44,0.64,1.63,8.25,0.53,3.63,0.86,0.0,7.0,0:23:51,1.08,1.8,8.62,0.36,3.59,0.72,0.0,81.0,0:02:41,6.89,7.0,0:01:37,10.53,D,97,96,84,96,48,4,36,33,99,91,87,93,47,7,48,43,84.2,24.33333333333333,66.24,83.4,32.666666666666664,68.18
Nicolas Roy,VGK,,,71,0:15:13,0.83,0.89,5.94,3.94,2.61,2.39,20.66,7.0,0:16:27,1.56,0.52,6.25,3.64,5.73,0.0,24.99,71.0,0:01:11,2.85,7.0,0:01:46,0.0,F,65,54,30,52,90,42,65,71,82,35,9,51,90,49,94,19,58.2,59.333333333333336,58.540000000000006,53.4,54.0,53.58
Anthony Beauvillier,"PIT, WSH",,,81,0:12:52,0.86,0.58,8.57,8.0,2.07,0.81,0.63,,,,,,,,,,,,,,,,F,67,33,50,80,22,73,50,31,50,50,50,50,50,50,50,50,50.4,51.333333333333336,50.67999999999999,50.0,50.0,50.0
Guillaume Brisebois,VAN,,,3,0:15:48,0.0,0.0,2.53,2.53,5.06,0.0,0.0,,,,,,,,,,,,,,,,D,16,4,50,23,48,39,67,6,50,50,50,50,50,50,50,50,28.2,37.333333333333336,30.94,50.0,50.0,50.0
Daniel Sprong,"N.J, SEA, VAN",,,30,0:12:11,0.33,0.82,9.02,5.25,0.66,0.33,0.0,,,,,,,,,,30.0,0:01:39,2.42,,,,F,26,50,22,83,13,54,7,16,50,50,50,50,50,50,50,50,38.8,25.666666666666668,34.86,50.0,50.0,50.0
Jeremy Lauzon,NSH,Autodraft Anomalies,D,28,0:17:58,0.0,0.12,2.98,14.9,4.05,4.41,0.0,,,,,,,,,,,,,,,,D,16,9,50,34,48,99,46,94,50,50,50,50,50,50,50,50,31.4,79.66666666666667,45.88,50.0,50.0,50.0
Thomas Chabot,OTT,Hughes your daddy,D;IR+,80,0:23:01,0.29,1.17,5.83,1.89,4.72,0.78,0.0,6.0,0:23:05,1.3,3.03,7.36,1.73,3.03,0.0,0.0,80.0,0:01:58,3.05,6.0,0:02:21,8.48,D,69,86,35,85,48,27,60,30,99,98,82,89,47,33,38,17,64.6,39.0,56.91999999999999,83.0,29.33333333333333,66.89999999999999
Mathieu Joseph,STL,,,60,0:11:54,0.34,0.84,5.79,10.16,3.02,2.35,2.77,4.0,0:10:48,0.0,1.39,2.77,8.32,0.0,19.42,0.0,,,,,,,F,27,51,50,50,46,82,75,71,13,70,50,9,15,79,4,99,44.8,76.0,54.16,31.4,60.66666666666666,40.17999999999999
Lawson Crouse,UTA,,,81,0:13:43,0.65,0.32,6.8,10.41,2.48,2.1,1.03,7.0,0:11:46,1.46,0.0,5.82,13.83,2.91,5.1,2.18,81.0,0:01:02,0.71,,,,F,52,17,2,63,28,82,62,66,80,12,50,46,42,91,74,93,32.4,70.0,43.67999999999999,46.0,86.0,58.0
Kyle Capobianco,DAL,,,1,0:11:22,0.0,0.0,0.0,5.27,0.0,21.08,0.0,,,,,,,,,,,,,,,,D,16,4,50,1,48,77,1,99,50,50,50,50,50,50,50,50,23.8,59.0,34.36,50.0,50.0,50.0
Mitchell Stephens,SEA,,,28,0:09:13,0.23,0.46,4.41,5.81,0.93,1.39,24.16,,,,,,,,,,,,,,,,F,18,25,50,29,92,59,13,49,50,50,50,50,50,50,50,50,42.8,40.333333333333336,42.06,50.0,50.0,50.0
Mitch Marner,TOR,Bar Down Beauties,RW,81,0:21:18,0.94,2.61,6.01,1.7,1.39,0.49,0.35,7.0,0:20:30,1.25,2.51,5.02,2.09,2.51,0.0,0.0,81.0,0:02:59,8.19,7.0,0:02:41,3.18,F,72,98,91,53,18,15,27,21,74,90,52,36,15,30,68,19,66.4,21.0,52.78,53.4,39.0,49.08
