Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Connor Brown,EDM,,,82,0:14:00,0.68,0.89,6.42,0.99,1.93,0.52,0.84,7.0,0:17:45,1.93,0.0,9.17,0.97,0.97,0.97,1.45,,,,,,,F,54,54,50,59,25,8,45,21,89,12,50,77,35,15,29,50,48.4,24.666666666666668,41.28,52.6,31.33333333333333,46.22
Ben Hutton,VGK,,,11,0:13:13,0.0,0.82,4.53,4.12,7.83,0.0,0.0,5.0,0:15:41,0.0,1.53,2.29,4.59,9.94,0.0,0.0,,,,,,,D,16,67,50,68,48,65,93,6,28,87,50,29,47,73,95,17,49.8,54.66666666666666,51.25999999999999,48.2,61.66666666666666,52.24
Alexander Kerfoot,UTA,,,81,0:15:15,0.53,0.83,4.9,2.87,3.25,0.68,12.58,6.0,0:14:52,0.0,2.69,2.69,6.05,4.71,1.34,6.72,,,,,,,F,42,50,50,36,82,29,79,27,13,91,50,8,67,68,91,58,52.0,45.0,49.9,45.8,72.33333333333333,53.75999999999999
Jaycob Megna,FLA,,,8,0:16:06,0.0,0.0,2.33,1.4,4.19,0.93,0.0,7.0,0:16:20,0.0,0.0,2.1,1.57,4.72,1.05,0.0,,,,,,,D,16,4,50,19,48,17,49,35,28,13,50,26,47,30,65,53,27.4,33.666666666666664,29.279999999999998,32.8,49.333333333333336,37.76
Liam O'Brien,UTA,,,28,0:09:17,0.0,0.46,7.84,23.05,2.54,11.52,0.0,1.0,0:11:54,0.0,0.0,15.13,10.08,5.04,0.0,0.0,,,,,,,F,6,25,50,74,13,97,64,99,13,12,50,95,15,84,92,19,33.6,86.66666666666667,49.52,37.0,65.0,45.4
Kurtis MacDermid,N.J,,,23,0:05:46,0.0,0.0,3.16,18.07,3.61,10.39,0.0,,,,,,,,,,,,,,,,F,6,4,50,11,13,95,84,99,50,50,50,50,50,50,50,50,16.8,92.66666666666669,39.56,50.0,50.0,50.0
Scott Sabourin,S.J,,,1,0:10:27,0.0,0.0,0.0,11.48,5.74,0.0,0.0,,,,,,,,,,,,,,,,F,6,4,50,1,13,85,97,7,50,50,50,50,50,50,50,50,14.8,63.0,29.26,50.0,50.0,50.0
Nate Schmidt,FLA,,,80,0:16:31,0.23,0.64,3.18,3.72,3.22,1.36,0.0,7.0,0:18:57,0.0,0.45,4.07,4.52,5.88,0.9,0.0,80.0,0:01:13,2.44,7.0,0:01:29,5.76,D,59,52,24,39,48,59,26,50,28,42,72,61,47,72,77,49,44.4,45.0,44.58,50.0,66.0,54.8
Chad Ruhwedel,NYR,,,5,0:14:06,0.0,0.85,0.85,6.81,4.25,0.0,0.0,,,,,,,,,,,,,,,,D,16,69,50,1,48,87,50,6,50,50,50,50,50,50,50,50,36.8,47.66666666666666,40.06,50.0,50.0,50.0
Kyle Burroughs,L.A,,,33,0:07:49,0.0,0.7,1.4,9.77,3.26,9.07,0.0,4.0,0:09:32,0.0,1.57,1.57,9.44,4.72,12.58,0.0,,,,,,,D,16,57,50,4,48,95,27,99,28,88,50,16,47,93,65,99,35.0,73.66666666666667,46.6,45.8,85.66666666666667,57.75999999999999
MacKenzie Weegar,CGY,Bros before Ahos,D,81,0:24:09,0.25,1.2,5.64,6.77,5.89,1.01,0.0,7.0,0:25:45,0.33,1.0,5.32,4.33,5.99,0.0,0.0,81.0,0:02:49,5.49,7.0,0:02:50,6.02,D,63,87,73,83,48,87,79,38,71,71,73,76,47,71,78,17,70.8,68.0,69.96,67.6,55.333333333333336,63.92
Tyler Motte,DET,,,55,0:11:18,0.39,0.48,6.36,6.94,4.63,0.58,5.79,7.0,0:11:56,0.72,0.0,8.61,6.46,6.46,0.0,17.22,,,,,,,F,31,27,50,58,65,67,93,23,52,12,50,73,85,71,96,19,46.2,61.0,50.64,54.4,62.0,56.67999999999999
Connor Clifton,BUF,Autodraft Anomalies,D,73,0:16:02,0.05,0.77,3.23,10.7,5.94,2.3,0.0,7.0,0:18:37,0.46,0.46,2.76,8.75,6.45,2.76,0.0,,,,,,,D,24,63,50,40,48,96,79,73,82,42,50,39,47,92,82,83,45.0,82.66666666666667,56.3,52.0,85.66666666666667,62.1
Carson Soucy,"NYR, VAN",,,75,0:17:54,0.18,0.4,3.62,5.05,4.73,2.05,0.0,,,,,,,,,,,,,,,,D,49,30,50,49,48,75,60,68,50,50,50,50,50,50,50,50,45.2,67.66666666666667,51.94,50.0,50.0,50.0
Jonny Brodzinski,NYR,,,51,0:11:40,1.21,0.71,7.36,2.72,1.91,0.4,8.16,7.0,0:13:40,1.25,0.0,6.89,1.88,1.25,0.0,10.65,,,,,,,F,84,42,50,70,73,28,45,18,74,12,50,58,77,28,37,19,63.8,30.33333333333333,53.76,54.2,28.0,46.34
Joshua Brown,EDM,,,10,0:12:36,0.0,0.48,4.28,9.99,8.56,5.23,0.0,2.0,0:17:07,0.0,0.0,7.01,14.01,12.26,3.5,0.0,,,,,,,D,16,37,50,63,48,95,96,96,28,13,50,87,47,98,98,89,42.8,95.66666666666669,58.66,45.0,95.0,60.0
Hudson Fasching,NYI,,,43,0:11:04,0.25,0.25,6.42,3.53,2.14,0.76,0.25,7.0,0:14:09,1.21,0.0,12.11,3.03,1.21,0.0,0.61,,,,,,,F,20,13,50,59,17,37,52,29,73,12,50,90,24,42,36,19,31.8,39.333333333333336,34.06,49.8,32.333333333333336,44.56
John Hayden,SEA,,,20,0:08:30,0.35,0.35,7.05,15.51,6.7,10.93,10.93,5.0,0:09:12,0.0,0.0,7.82,11.73,7.82,15.64,18.25,,,,,,,F,27,19,50,66,79,92,98,99,13,12,50,67,86,88,98,99,48.2,96.33333333333331,62.64,45.6,95.0,60.42
Pavel Buchnevich,STL,,,76,0:19:01,0.83,1.54,6.02,1.83,1.33,0.95,3.53,7.0,0:20:00,2.14,1.71,6.42,1.28,0.0,0.0,0.86,76.0,0:02:17,4.15,7.0,0:02:49,3.04,F,65,84,54,53,52,17,25,36,91,78,51,53,28,19,4,19,61.6,26.0,50.92,60.2,14.0,46.34
Jake Guentzel,T.B,Sask Squatches,LW,80,0:19:59,1.54,1.46,8.14,1.05,1.95,0.9,6.64,6.0,0:19:13,1.56,1.56,7.28,1.04,0.0,0.0,3.64,80.0,0:03:25,6.13,6.0,0:03:22,11.83,F,92,81,79,77,68,8,46,34,82,74,87,62,53,16,4,19,79.4,29.33333333333333,64.38,71.6,13.0,54.01999999999999
Mattias Janmark,EDM,,,80,0:13:17,0.11,0.9,2.88,2.54,1.97,1.24,5.47,7.0,0:15:14,0.0,0.0,2.25,3.94,1.12,2.25,12.37,,,,,,,F,11,55,50,9,63,25,47,45,13,12,50,5,80,52,33,74,37.6,39.0,38.02,32.0,53.0,38.3
Anthony Duclair,NYI,,,44,0:15:02,0.63,0.36,5.44,2.36,1.9,0.91,0.0,,,,,,,,,,44.0,0:01:43,2.38,,,,F,50,19,21,45,13,23,44,34,50,50,50,50,50,50,50,50,29.6,33.666666666666664,30.82,50.0,50.0,50.0
Carter Verhaeghe,FLA,Dan's Dazzling Team,LW,81,0:17:52,0.83,1.37,10.03,3.94,1.16,1.91,0.66,6.0,0:16:58,1.77,1.77,8.84,2.36,1.18,4.71,1.18,81.0,0:02:33,4.63,,,,F,65,78,61,88,23,42,19,62,86,79,50,75,32,34,35,91,63.0,41.0,56.39999999999999,64.4,53.333333333333336,61.08
Oliver Bjorkstrand,"SEA, T.B",,,79,0:15:08,1.05,1.25,7.72,3.71,1.3,0.9,0.15,,,,,,,,,,79.0,0:02:17,3.99,,,,F,77,73,51,73,15,39,24,34,50,50,50,50,50,50,50,50,57.8,32.333333333333336,50.16,50.0,50.0,50.0
Miles Wood,COL,,,37,0:11:21,0.57,0.57,8.57,6.85,2.14,6.85,0.43,5.0,0:12:53,1.86,1.86,6.51,3.72,1.86,0.0,0.0,,,,,,,F,46,33,50,80,20,66,52,97,88,81,50,54,15,50,54,19,45.8,71.66666666666667,53.56,57.6,41.0,52.62
Nick Paul,T.B,,,76,0:16:26,1.06,0.91,6.77,3.17,1.49,1.44,18.87,7.0,0:16:58,0.0,0.51,5.05,2.02,1.52,0.0,17.17,76.0,0:01:07,3.51,,,,F,78,55,42,63,89,33,30,50,13,35,50,36,85,29,45,19,65.4,37.66666666666666,57.08,43.8,31.0,39.96
Andrew Copp,DET,,,56,0:14:42,0.73,0.95,4.96,0.66,2.55,0.58,23.17,,,,,,,,,,,,,,,,F,58,58,50,37,91,5,64,23,50,50,50,50,50,50,50,50,58.8,30.666666666666668,50.36,50.0,50.0,50.0
Ryan Graves,PIT,,,61,0:14:59,0.07,0.2,2.56,4.92,4.79,1.9,0.0,7.0,0:13:55,0.0,0.0,0.62,7.38,1.85,0.0,0.0,,,,,,,D,28,13,50,24,48,74,62,65,28,13,50,3,47,89,17,17,32.6,67.0,42.92,28.2,41.0,32.04
Andre Burakovsky,SEA,,,79,0:14:25,0.53,1.42,6.06,1.74,1.42,0.63,0.16,7.0,0:14:33,1.18,2.36,4.12,0.59,1.77,0.0,0.0,79.0,0:01:36,3.78,7.0,0:02:32,6.74,F,42,80,47,54,15,16,28,25,72,88,74,24,15,10,52,19,47.6,23.0,40.22,54.6,27.0,46.32
Michael McCarron,NSH,,,74,0:13:45,0.29,0.53,4.71,8.78,3.59,6.01,29.58,,,,,,,,,,,,,,,,F,23,30,50,33,94,76,84,96,50,50,50,50,50,50,50,50,46.0,85.33333333333333,57.8,50.0,50.0,50.0
Shea Theodore,VGK,Hughes your daddy,D,67,0:21:59,0.29,2.04,5.21,0.24,3.34,1.06,0.0,7.0,0:23:28,0.0,2.19,4.02,0.37,3.65,0.73,0.0,67.0,0:02:39,6.4,7.0,0:02:57,0.0,D,69,99,81,78,48,2,29,40,28,95,8,60,47,8,49,43,75.0,23.666666666666668,59.6,47.6,33.333333333333336,43.32
Jason Dickinson,CHI,,,59,0:15:41,0.45,0.58,3.63,6.54,3.43,2.46,29.21,,,,,,,,,,,,,,,,F,36,33,50,17,94,64,82,72,50,50,50,50,50,50,50,50,46.0,72.66666666666667,54.0,50.0,50.0,50.0
Ryan Hartman,MIN,,,69,0:14:58,0.64,0.87,9.18,4.24,2.38,3.78,16.38,7.0,0:12:45,0.0,1.34,9.41,3.36,3.36,2.69,23.52,69.0,0:01:19,4.59,,,,F,51,53,61,84,87,45,59,87,13,68,50,79,90,46,80,79,67.2,63.66666666666666,66.14,60.0,68.33333333333333,62.5
J.T. Compher,DET,,,76,0:16:40,0.52,0.99,4.64,1.37,3.03,1.14,21.63,7.0,0:15:55,1.08,0.0,4.84,1.61,3.77,1.08,20.99,76.0,0:01:26,4.9,7.0,0:01:38,0.0,F,41,60,65,32,91,11,75,42,68,12,9,33,88,24,84,52,57.8,42.66666666666666,53.25999999999999,42.0,53.333333333333336,45.4
Robert Hagg,VGK,,,2,0:11:08,0.0,0.0,0.0,29.62,5.39,0.0,0.0,,,,,,,,,,,,,,,,D,16,4,50,1,48,99,72,6,50,50,50,50,50,50,50,50,23.8,59.0,34.36,50.0,50.0,50.0
Steven Santini,T.B,,,1,0:11:37,0.0,0.0,5.16,5.16,10.33,0.0,0.0,,,,,,,,,,,,,,,,D,16,4,50,77,48,76,98,6,50,50,50,50,50,50,50,50,39.0,60.0,45.3,50.0,50.0,50.0
Artturi Lehkonen,COL,Jagrbombs,LW;RW,69,0:20:22,1.15,0.77,6.31,1.41,1.66,1.45,0.3,6.0,0:19:05,0.0,1.05,11.53,2.62,1.57,3.14,0.0,69.0,0:02:19,1.86,,,,F,82,46,12,57,18,12,36,51,13,59,50,88,15,37,46,83,43.0,33.0,40.0,45.0,55.333333333333336,48.1
William Carrier,CAR,,,43,0:11:43,0.48,0.83,5.71,18.55,1.43,1.9,0.71,4.0,0:12:52,0.0,2.33,6.99,23.29,1.16,0.0,1.16,,,,,,,F,38,50,50,49,24,95,28,62,13,88,50,59,32,97,34,19,42.2,61.66666666666666,48.04,48.4,50.0,48.88
Tyler Bertuzzi,CHI,Bar Down Beauties,LW;RW;IR+,82,0:16:00,1.05,1.05,5.99,2.74,1.28,2.33,1.01,7.0,0:15:39,1.64,1.09,6.02,1.64,0.0,2.19,1.09,82.0,0:02:29,5.88,7.0,0:02:17,7.48,F,77,64,76,53,28,28,23,70,84,60,77,48,31,24,4,73,59.6,40.333333333333336,53.82,60.0,33.666666666666664,52.1
Brett Pesce,N.J,,,72,0:21:19,0.12,0.55,3.87,0.94,5.39,1.13,0.0,6.0,0:22:21,0.0,1.34,2.68,0.45,3.13,2.68,0.0,,,,,,,D,37,44,50,55,48,10,72,42,28,83,50,37,47,9,40,82,46.8,41.333333333333336,45.16,49.0,43.66666666666666,47.4
Nathan MacKinnon,COL,Trocheck Backcheck Paycheque,C,79,0:22:46,1.07,2.8,10.67,1.23,1.93,1.37,25.2,4.0,0:24:18,1.23,2.47,12.96,0.62,0.62,1.23,25.3,79.0,0:03:49,7.54,4.0,0:04:57,6.06,F,78,98,88,91,92,10,45,48,73,89,71,92,91,10,18,56,89.4,34.333333333333336,72.88,83.2,28.0,66.64
Aleksander Barkov,FLA,,,67,0:20:15,0.88,2.25,6.59,3.85,2.39,0.71,25.64,3.0,0:16:52,1.19,3.56,8.3,1.19,0.0,0.0,21.34,67.0,0:03:16,7.64,,,,F,68,95,89,61,92,41,60,28,72,96,50,71,88,18,4,19,81.0,43.0,69.6,75.4,13.666666666666666,56.88
Jonathan Drouin,COL,,,43,0:18:10,0.84,2.0,4.3,1.07,0.92,0.46,0.69,,,,,,,,,,43.0,0:03:04,5.46,,,,F,66,93,72,27,23,8,12,20,50,50,50,50,50,50,50,50,56.2,13.333333333333334,43.34,50.0,50.0,50.0
Seth Jones,"CHI, FLA",The Epstein Islanders,D,63,0:24:38,0.35,1.04,4.99,3.71,4.21,0.85,0.0,,,,,,,,,,63.0,0:02:31,7.18,,,,D,78,80,86,75,48,59,49,32,50,50,50,50,50,50,50,50,73.4,46.66666666666666,65.38,50.0,50.0,50.0
Elias Lindholm,BOS,Bros before Ahos,C;IR;IR+,82,0:18:04,0.69,1.21,6.15,4.53,3.2,0.57,30.72,7.0,0:17:30,1.96,2.45,9.3,1.47,3.43,0.0,34.77,82.0,0:02:57,3.47,7.0,0:02:03,0.0,F,55,72,42,55,94,48,78,23,89,89,9,78,94,22,81,19,63.6,49.66666666666666,59.42,71.8,40.66666666666666,62.46
Sean Monahan,CBJ,Hughes your daddy,C,54,0:19:00,1.11,2.22,7.48,1.75,1.99,1.17,36.0,7.0,0:17:00,1.01,3.02,4.03,2.02,3.02,2.02,44.34,54.0,0:02:34,6.06,7.0,0:01:32,16.62,F,80,95,78,71,95,16,47,42,65,94,92,23,95,29,76,71,83.8,35.0,69.16,73.8,58.66666666666666,69.25999999999999
Darnell Nurse,EDM,Bros before Ahos,D,76,0:22:22,0.18,0.99,6.63,5.68,4.8,2.54,0.0,6.0,0:23:12,0.0,1.29,6.46,4.74,3.88,7.32,0.0,76.0,0:01:02,2.28,6.0,0:01:55,0.0,D,49,78,21,91,48,80,62,78,28,81,8,84,47,74,53,98,57.4,73.33333333333333,62.17999999999999,49.6,75.0,57.22
Rasmus Ristolainen,PHI,,,63,0:20:31,0.19,0.7,4.64,4.5,4.36,0.65,0.0,,,,,,,,,,63.0,0:01:02,2.73,,,,D,51,57,29,70,48,69,53,25,50,50,50,50,50,50,50,50,51.0,49.0,50.39999999999999,50.0,50.0,50.0
Bo Horvat,NYI,Sask Squatches,C,81,0:20:10,1.03,1.06,8.92,3.67,1.47,0.59,28.16,7.0,0:19:18,1.33,0.89,10.21,1.78,1.78,0.89,28.42,81.0,0:02:54,1.78,7.0,0:02:57,0.0,F,76,64,11,83,93,39,30,24,76,52,9,83,92,26,52,47,65.4,31.0,55.08,62.4,41.66666666666666,56.18
Valeri Nichushkin,COL,Autodraft Anomalies,LW;RW;IR+,43,0:19:44,1.48,0.92,8.34,3.89,1.48,0.57,0.21,6.0,0:21:48,0.92,0.92,7.79,5.96,0.92,1.83,0.0,43.0,0:03:02,3.66,6.0,0:04:09,2.41,F,91,56,45,79,16,41,30,23,62,53,44,67,15,68,27,68,57.4,31.33333333333333,49.58,48.2,54.333333333333336,50.040000000000006
Max Domi,TOR,,,74,0:14:10,0.46,1.43,5.32,1.77,1.72,4.35,15.62,7.0,0:13:59,0.0,1.84,2.45,3.06,2.45,5.51,6.74,74.0,0:01:12,4.73,,,,F,36,80,63,43,86,16,38,91,13,80,50,6,67,43,67,94,61.6,48.333333333333336,57.62,43.2,68.0,50.64
Josh Morrissey,WPG,Bar Down Beauties,D,80,0:24:23,0.43,1.48,5.29,1.51,3.47,0.68,0.0,6.0,0:25:58,0.77,1.54,5.39,1.54,3.85,0.0,0.0,80.0,0:02:51,5.78,6.0,0:02:58,0.0,D,86,94,75,79,48,19,32,26,95,87,8,76,47,29,53,17,76.4,25.666666666666668,61.18000000000001,62.6,33.0,53.72
Alexander Wennberg,S.J,,,77,0:18:51,0.41,1.03,3.39,1.24,3.31,0.58,20.99,7.0,0:22:29,0.0,0.38,3.05,0.0,3.43,1.52,25.92,77.0,0:02:47,2.8,7.0,0:02:10,0.0,F,32,62,29,14,90,10,80,23,13,29,9,12,91,3,81,62,45.4,37.66666666666666,43.08,30.8,48.66666666666666,36.16
Ryan Pulock,NYI,,,74,0:21:04,0.19,0.69,3.73,3.85,5.96,0.62,0.0,6.0,0:19:31,0.0,0.51,3.58,7.17,3.07,1.02,0.0,,,,6.0,0:01:47,0.0,D,51,56,50,52,48,61,80,24,28,45,8,53,47,88,39,52,51.4,55.0,52.48,36.2,59.66666666666666,43.24
Nikita Zadorov,BOS,Trocheck Backcheck Paycheque,D,81,0:20:36,0.14,0.65,3.77,7.87,3.85,5.21,0.0,7.0,0:20:58,0.0,2.04,1.63,12.26,4.09,3.27,0.0,,,,,,,D,41,53,50,53,48,91,41,96,28,94,50,17,47,97,56,87,49.0,76.0,57.1,47.2,80.0,57.04
Curtis Lazar,N.J,,,48,0:10:34,0.24,0.35,3.19,12.42,2.01,1.66,24.25,3.0,0:09:50,0.0,0.0,0.0,12.2,0.0,0.0,16.26,,,,,,,F,19,19,50,12,92,87,48,56,13,12,50,1,84,89,4,19,38.4,63.66666666666666,45.98,32.0,37.333333333333336,33.6
Anthony Mantha,CGY,,,13,0:13:54,1.33,1.0,4.98,4.98,2.66,3.65,1.0,,,,,,,,,,13.0,0:01:58,2.33,,,,F,88,61,20,38,28,52,67,86,50,50,50,50,50,50,50,50,47.0,68.33333333333333,53.39999999999999,50.0,50.0,50.0
Ross Johnston,ANA,,,43,0:08:41,0.16,0.48,1.44,21.51,3.21,11.56,0.0,,,,,,,,,,,,,,,,F,14,27,50,1,13,97,78,99,50,50,50,50,50,50,50,50,21.0,91.33333333333331,42.1,50.0,50.0,50.0
Dakota Mermis,"TOR, UTA",,,4,0:15:12,0.0,0.99,5.92,2.96,3.95,1.97,0.0,,,,,,,,,,,,,,,,D,16,78,50,86,48,47,44,67,50,50,50,50,50,50,50,50,55.6,52.66666666666666,54.72,50.0,50.0,50.0
Nathan Walker,STL,,,73,0:12:06,0.54,0.54,4.89,19.08,4.14,4.28,5.57,7.0,0:13:06,0.0,1.31,5.23,20.27,7.19,2.62,0.65,,,,,,,F,43,31,50,36,64,95,90,90,13,67,50,39,25,96,97,78,44.8,91.66666666666669,58.86,38.8,90.33333333333331,54.25999999999999
Joel Hanley,CGY,,,53,0:18:34,0.12,0.43,2.56,3.35,5.48,1.28,0.0,6.0,0:21:49,0.46,0.92,2.75,2.29,4.58,0.92,0.0,,,,,,,D,37,32,50,24,48,54,73,47,82,68,50,38,47,43,63,49,38.2,58.0,44.14,57.0,51.66666666666666,55.4
Conor Sheary,T.B,,,5,0:11:19,0.0,0.0,3.18,2.12,1.06,4.24,0.0,,,,,,,,,,,,,,,,F,6,4,50,12,13,20,16,90,50,50,50,50,50,50,50,50,17.0,42.0,24.5,50.0,50.0,50.0
Trevor van Riemsdyk,WSH,,,82,0:17:39,0.04,0.83,3.31,0.41,6.26,1.41,0.0,7.0,0:19:38,0.0,0.0,3.05,0.44,7.42,6.98,0.0,,,,,,,D,23,67,50,42,48,3,83,51,28,13,50,44,47,9,87,98,46.0,45.66666666666666,45.89999999999999,36.4,64.66666666666667,44.88
Jordan Oesterle,"BOS, NSH",,,37,0:17:09,0.38,0.57,3.59,2.55,5.39,0.38,0.0,,,,,,,,,,,,,,,,D,81,45,50,49,48,40,72,16,50,50,50,50,50,50,50,50,54.6,42.66666666666666,51.02,50.0,50.0,50.0
Patrick Brown,BOS,,,15,0:10:33,0.0,0.38,4.16,17.42,4.54,3.03,7.57,1.0,0:11:28,0.0,0.0,0.0,10.47,5.23,10.47,5.23,,,,,,,F,6,20,50,25,71,94,92,80,13,12,50,1,61,85,93,98,34.4,88.66666666666667,50.68,27.4,92.0,46.78
Garnet Hathaway,PHI,,,67,0:11:51,0.75,0.83,6.04,19.4,4.6,4.38,0.53,7.0,0:11:43,1.46,0.73,2.92,28.51,3.66,7.31,0.0,,,,,,,F,60,50,50,54,21,95,93,91,80,45,50,10,15,98,83,97,47.0,93.0,60.8,40.0,92.66666666666669,55.8
Frederick Gaudreau,MIN,,,82,0:15:39,0.84,0.89,5.14,2.2,2.85,0.37,24.71,7.0,0:16:40,0.0,1.54,3.6,3.08,2.57,0.0,24.15,82.0,0:01:11,3.08,,,,F,66,54,34,40,92,21,71,17,13,74,50,18,90,43,69,19,57.2,36.333333333333336,50.94,49.0,43.66666666666666,47.4
Tomas Nosek,FLA,,,59,0:09:49,0.1,0.83,4.87,8.6,2.49,1.04,24.45,5.0,0:12:31,0.0,0.0,6.71,16.29,0.0,0.0,28.75,,,,,,,F,11,50,50,36,92,76,62,38,13,12,50,56,92,94,4,19,47.8,58.66666666666666,51.05999999999999,44.6,39.0,42.92
Aaron Ekblad,FLA,Bros before Ahos,D,56,0:23:30,0.14,1.37,4.83,4.06,2.92,2.42,0.0,,,,,,,,,,56.0,0:02:40,4.4,,,,D,41,92,59,73,48,64,20,76,50,50,50,50,50,50,50,50,62.6,53.333333333333336,59.82,50.0,50.0,50.0
Sam Reinhart,FLA,P Diddlers,C;RW,79,0:20:30,1.44,1.56,7.89,3.78,2.3,1.0,7.85,4.0,0:18:06,1.66,0.83,7.46,7.46,1.66,0.0,9.94,79.0,0:03:14,7.02,,,,F,90,84,85,75,72,40,57,37,84,50,50,64,75,76,49,19,81.2,44.66666666666666,70.24,64.6,48.0,59.61999999999999
Leon Draisaitl,EDM,Bar Down Beauties,C;LW,71,0:21:31,2.04,2.12,9.47,0.86,1.06,1.34,25.53,,,,,,,,,,71.0,0:03:16,8.76,,,,F,98,94,93,86,92,6,16,47,50,50,50,50,50,50,50,50,92.6,23.0,71.72,50.0,50.0,50.0
Sam Bennett,FLA,Jagrbombs,C,76,0:17:27,1.13,1.18,10.9,6.47,2.04,4.07,20.35,3.0,0:18:19,0.0,1.09,8.74,2.18,1.09,4.37,16.38,76.0,0:02:21,3.68,,,,F,81,70,45,92,90,64,49,89,13,60,50,74,85,32,32,90,75.6,67.33333333333333,73.11999999999999,56.4,51.333333333333336,54.88
Haydn Fleury,WPG,,,39,0:15:55,0.0,0.68,3.67,4.64,5.41,0.58,0.0,2.0,0:16:37,0.0,0.0,1.8,3.61,3.61,0.0,0.0,,,,,,,D,16,55,50,50,48,71,72,22,28,13,50,20,47,63,49,17,43.8,55.0,47.16,31.6,43.0,35.02
William Nylander,TOR,Jagrbombs,C;RW,82,0:19:30,1.69,1.46,9.49,0.53,1.01,0.98,2.85,7.0,0:17:19,1.48,0.49,6.93,0.0,0.99,0.99,4.45,82.0,0:03:13,6.82,7.0,0:03:06,0.0,F,95,81,84,86,47,4,15,36,80,34,9,59,57,3,29,50,78.6,18.33333333333333,60.52,47.8,27.33333333333333,41.66
Nikolaj Ehlers,WPG,Dan's Dazzling Team,LW;RW,69,0:15:47,1.32,2.15,9.58,2.09,1.82,0.94,0.28,3.0,0:11:36,0.0,0.0,6.9,1.72,3.45,12.07,0.0,69.0,0:02:32,7.55,,,,F,87,95,88,86,17,20,42,35,13,12,50,58,15,25,81,99,74.6,32.333333333333336,61.92,29.6,68.33333333333333,41.22
Kevin Fiala,L.A,Autodraft Anomalies,LW,81,0:18:30,1.4,1.0,9.76,2.52,0.88,1.52,0.6,7.0,0:18:42,2.75,1.38,12.38,2.29,0.0,0.92,0.0,81.0,0:03:03,6.05,7.0,0:05:06,10.06,F,90,61,78,87,22,25,11,52,96,70,84,91,15,33,4,48,67.6,29.33333333333333,56.11999999999999,71.2,28.33333333333333,58.34
Jakub Vrana,"NSH, WSH",,,39,0:10:21,1.34,0.74,6.99,2.82,1.19,1.49,1.04,,,,,,,,,,,,,,,,F,88,44,50,66,28,29,20,52,50,50,50,50,50,50,50,50,55.2,33.666666666666664,48.74,50.0,50.0,50.0
Dylan Larkin,DET,Jagrbombs,C,82,0:20:04,1.09,1.46,8.53,1.6,1.2,1.46,31.75,7.0,0:19:28,0.88,1.76,4.84,1.32,2.2,0.88,29.04,82.0,0:03:08,6.28,7.0,0:02:49,3.04,F,79,81,80,80,94,14,21,51,60,79,51,33,92,20,62,47,82.8,28.666666666666668,66.55999999999999,63.0,43.0,56.99999999999999
Sonny Milano,WSH,,,3,0:07:12,0.0,0.0,11.09,2.77,0.0,0.0,0.0,,,,,,,,,,,,,,,,F,6,4,50,92,13,28,1,7,50,50,50,50,50,50,50,50,33.0,12.0,26.7,50.0,50.0,50.0
Travis Sanheim,PHI,,,82,0:24:29,0.24,0.66,4.15,2.51,5.08,1.19,0.0,7.0,0:24:14,0.35,0.35,5.3,4.24,4.24,2.12,0.0,,,,,,,D,61,54,50,61,48,39,67,44,73,35,50,75,47,70,59,75,54.8,50.0,53.35999999999999,56.0,68.0,59.6
Alex Tuch,BUF,Bros before Ahos,RW,82,0:19:15,1.37,1.18,7.49,2.77,4.29,1.79,2.93,7.0,0:18:03,1.9,1.42,8.07,2.37,3.8,3.32,1.9,82.0,0:02:19,3.47,7.0,0:02:05,8.19,F,89,70,42,71,48,28,91,59,88,71,79,69,39,34,84,84,64.0,59.333333333333336,62.6,69.2,67.33333333333333,68.64
Tony DeAngelo,NYI,,,35,0:23:20,0.29,1.1,5.58,1.25,3.08,0.73,0.0,7.0,0:23:00,0.0,0.74,5.96,1.49,2.98,1.49,0.0,35.0,0:03:01,2.27,7.0,0:03:33,2.41,D,69,83,21,82,48,15,23,28,28,59,44,81,47,28,37,64,60.6,22.0,49.02,51.8,43.0,49.16
Nick Schmaltz,UTA,Bros before Ahos,C;RW,82,0:18:35,0.79,1.69,7.32,0.55,1.77,0.55,7.28,7.0,0:15:31,1.66,1.1,9.38,0.55,2.76,0.0,7.73,82.0,0:03:16,5.59,7.0,0:03:41,11.62,F,62,87,73,69,70,4,40,22,84,60,87,78,70,9,72,19,72.2,22.0,57.14,75.8,33.333333333333336,63.06
